"cell_type_formatted","marker","neg_log10_p"
"lymphatic cell","EIF4A3",15.7177708804217
"lymphatic cell","SRPRB",15.7070582048381
"lymphatic cell","MDH1",15.6456508464264
"lymphatic cell","SQRDL",15.6221737178716
"lymphatic cell","ATP6V1F",15.6193482668575
"lymphatic cell","HSPE1",15.5463347711551
"lymphatic cell","VKORC1",15.468632843855
"lymphatic cell","NGFRAP1",15.4551304310713
"lymphatic cell","TOMM20",15.3741684113797
"lymphatic cell","C10orf32",15.3172646818717
"lymphatic cell","RNF126",15.2189535711158
"lymphatic cell","SLC41A3",15.1430949956673
"lymphatic cell","DNASE2",15.1086750606778
"lymphatic cell","COA4",15.0879415055771
"lymphatic cell","CBWD5",14.9432294169482
"lymphatic cell","EIF2A",14.7835385337349
"lymphatic cell","FAM89A",14.735282536822
"lymphatic cell","UFC1",14.6951007314432
"lymphatic cell","C4orf27",14.6382081978762
"lymphatic cell","FDX1",14.6360408654861
"lymphatic cell","DCXR",14.5096669413402
"lymphatic cell","HRCT1",14.4879257818604
"lymphatic cell","ATP6V0B",14.4800916703917
"lymphatic cell","PAK1IP1",14.3808631414525
"lymphatic cell","PLEKHO2",14.3630626449103
"lymphatic cell","ELOVL1",14.2807912078922
"lymphatic cell","TUBB2A",14.2403244024221
"lymphatic cell","KPNB1",14.0990991179262
"lymphatic cell","HM13",13.905729352166
"lymphatic cell","PIGT",13.7831471131284
"lymphatic cell","OAT",13.7335510450728
"lymphatic cell","KLF6",13.6177467894443
"lymphatic cell","SNRPB",13.6137123508294
"lymphatic cell","CFAP97",13.5869649125429
"lymphatic cell","TMBIM4",13.3689672577229
"lymphatic cell","NFIA",13.1482076596133
"lymphatic cell","PA2G4",13.0404972691781
"lymphatic cell","HSPA5",12.9278097979411
"lymphatic cell","DDX21",12.9079133643278
"lymphatic cell","CAST",12.7984145754994
"lymphatic cell","TPPP3",12.7959752691593
"lymphatic cell","TMX4",12.6733571848255
"lymphatic cell","CBX5",12.5707616790065
"lymphatic cell","CYCS",12.4989154080443
"lymphatic cell","ADAMTS4",12.2469359406091
"lymphatic cell","TUBA1C",12.2176895229279
"lymphatic cell","FRMD4B",12.0788557087078
"lymphatic cell","H1F0",12.0339603138427
"lymphatic cell","XBP1",11.9886390177911
"lymphatic cell","TXNL1",11.7094168361712
"lymphatic cell","RPS4Y1",11.4604175879768
"lymphatic cell","NINJ1",11.4323136184034
"lymphatic cell","BRIX1",11.3280478775256
"lymphatic cell","RORA",11.2406846201165
"lymphatic cell","RBPMS",10.8184789180631
"lymphatic cell","PPAP2A",10.7972915897968
"lymphatic cell","PFDN2",9.82069644952488
"lymphatic cell","MAT2A",9.79268774658379
"lymphatic cell","LGALS1",9.68798927920062
"lymphatic cell","GABPB1-AS1",9.47996935841901
"lymphatic cell","XIST",8.76261501568512
"lymphatic cell","ADAMTS9",7.44785022032029
"lymphatic cell","SFTPA2",5.64825428718092
"lymphatic cell","SFTPC",5.33343378317323
"lymphatic cell","SFTPA1",5.28520448535064
"lymphatic cell","RCAN1",3.1034986518204
"lymphatic cell","C11orf96",2.3152578641025
"lymphatic cell","SLPI",2.23798014867493
"airway smooum muscle","DSTN",267.353786740692
"airway smooum muscle","TPM2",254.997069233916
"airway smooum muscle","ADIRF",231.661243477549
"airway smooum muscle","TAGLN",228.209700302143
"airway smooum muscle","PLN",217.023583204901
"airway smooum muscle","MYH11",215.389708806086
"airway smooum muscle","MYL9",213.608532123687
"airway smooum muscle","DES",194.086670433715
"airway smooum muscle","ACTA2",189.767214663286
"airway smooum muscle","ACTG2",185.705535767173
"airway smooum muscle","MYL6",179.899503087291
"airway smooum muscle","CRIP1",179.876472438052
"airway smooum muscle","TNNT2",175.455030210647
"airway smooum muscle","TPM1",171.985625781843
"airway smooum muscle","KCNA5",163.428432339051
"airway smooum muscle","NDUFA4",162.596587807291
"airway smooum muscle","RERGL",156.966844424698
"airway smooum muscle","SELM",155.12048388794
"airway smooum muscle","BCAM",139.741871756632
"airway smooum muscle","FLNA",139.349835780962
"airway smooum muscle","SNCG",138.507370450882
"airway smooum muscle","CNN1",125.552916289482
"airway smooum muscle","MCAM",125.030051074597
"airway smooum muscle","SOD3",123.890645111443
"airway smooum muscle","SORBS2",123.024635571297
"airway smooum muscle","MYOZ1",112.973950424031
"airway smooum muscle","HSPB1",110.801627614491
"airway smooum muscle","ITIH3",109.774250992914
"airway smooum muscle","FAM129A",106.995631348765
"airway smooum muscle","TINAGL1",103.373639434309
"airway smooum muscle","CSRP2",102.228284295384
"airway smooum muscle","ACTB",101.962456048158
"airway smooum muscle","CASQ2",101.802431069221
"airway smooum muscle","PPP1R14A",98.8625039796076
"airway smooum muscle","CSRP1",91.2287274781305
"airway smooum muscle","KCNMB1",91.0609247803237
"airway smooum muscle","ESAM",89.8493817094482
"airway smooum muscle","TM4SF1",89.6462378974819
"airway smooum muscle","KCNAB1",88.9397047156563
"airway smooum muscle","PRKCDBP",86.2347455966289
"airway smooum muscle","LMOD1",85.6781680688026
"airway smooum muscle","MUSTN1",85.4091920893114
"airway smooum muscle","NRGN",83.6304624198483
"airway smooum muscle","LDB3",83.1321731705234
"airway smooum muscle","IGFBP7",82.2812977469364
"airway smooum muscle","PTMA",82.1822765280529
"airway smooum muscle","PDLIM7",81.6293657236873
"airway smooum muscle","NOL3",78.3975912630146
"airway smooum muscle","MGST3",77.5527234014806
"airway smooum muscle","WFDC1",76.0052976949764
"airway smooum muscle","ACTN1",74.8259027255727
"airway smooum muscle","SPEG",74.632578259222
"airway smooum muscle","CALM2",74.4806610410699
"airway smooum muscle","NTRK3",73.8917474264471
"airway smooum muscle","C12orf75",73.5735235553984
"airway smooum muscle","CRIP2",73.432795568097
"airway smooum muscle","NTN4",70.8357715713982
"airway smooum muscle","CRYAB",70.5955959990557
"airway smooum muscle","IGFBP5",70.1412465718148
"airway smooum muscle","NET1",69.5412273603782
"airway smooum muscle","ITGA7",65.7818245801559
"airway smooum muscle","LPP",65.5885562531994
"airway smooum muscle","PTRF",65.559588719297
"airway smooum muscle","MAP1B",65.2586526506922
"airway smooum muscle","FRZB",63.7467940968512
"airway smooum muscle","CAV1",63.5270054804049
"airway smooum muscle","YBX1",62.8585901781253
"airway smooum muscle","CD9",61.8377280338235
"airway smooum muscle","PFN1",61.4743827192404
"airway smooum muscle","ISYNA1",61.240751484676
"airway smooum muscle","PDLIM3",61.0209747681931
"airway smooum muscle","HACD1",59.9891435587403
"airway smooum muscle","ACTN4",59.5150833286472
"airway smooum muscle","SH3BGRL",59.2415703934308
"airway smooum muscle","MTHFD2",59.1294433297682
"airway smooum muscle","FAU",59.0805628626888
"airway smooum muscle","RCAN2",56.9937581193683
"airway smooum muscle","WDR1",55.8882031005239
"airway smooum muscle","SEPW1",55.7003331274127
"airway smooum muscle","NOV",55.5379000531047
"airway smooum muscle","RAMP1",55.3628478516624
"airway smooum muscle","ID4",54.6078240139353
"airway smooum muscle","HCFC1R1",54.4193693350775
"airway smooum muscle","EFHD1",53.8691203158378
"airway smooum muscle","MAP3K7CL",53.8429516162552
"airway smooum muscle","COX7C",53.8229431408839
"airway smooum muscle","SBSPON",53.2979767993039
"airway smooum muscle","EDNRB",52.2066668522343
"airway smooum muscle","MYLK",52.0665207503538
"airway smooum muscle","NTF3",51.9442980439287
"airway smooum muscle","CAMK2G",51.7577237877687
"airway smooum muscle","CAP2",50.1618511050071
"airway smooum muscle","GAPDH",49.6253272764896
"airway smooum muscle","COX7A2",49.4836171744059
"airway smooum muscle","SLC25A4",49.0763043417775
"airway smooum muscle","ANGPT2",48.9853579592375
"airway smooum muscle","CCDC107",48.8772646683428
"airway smooum muscle","SERPINI1",48.408509787681
"airway smooum muscle","C1QTNF1",46.9389238960524
"airway smooum muscle","COX5B",46.7259867308
"airway smooum muscle","RPL9",46.0969061966012
"airway smooum muscle","CD151",45.9786660762559
"airway smooum muscle","TSPAN2",45.3571269786727
"airway smooum muscle","MOB2",44.9406879444396
"airway smooum muscle","SORBS1",44.5925742029744
"airway smooum muscle","HES4",44.4684946884609
"airway smooum muscle","DMPK",44.3106251646536
"airway smooum muscle","ATP1A2",44.0697368964897
"airway smooum muscle","RPS14",44.0612159604197
"airway smooum muscle","PTP4A3",43.9620554271008
"airway smooum muscle","UNC45B",43.83715993914
"airway smooum muscle","SLMAP",43.636518927204
"airway smooum muscle","MSRB3",43.6058277222904
"airway smooum muscle","PPP1R12A",43.2889598263718
"airway smooum muscle","RPLP1",42.993077852182
"airway smooum muscle","LIMS2",42.8578793541939
"airway smooum muscle","EPAS1",42.3333195454925
"airway smooum muscle","ENTPD1",42.2285548670823
"airway smooum muscle","TGM2",42.0800979790491
"airway smooum muscle","CHCHD10",41.1996918939053
"airway smooum muscle","JPH2",40.9597933123807
"airway smooum muscle","COX6A1",40.8893137224561
"airway smooum muscle","RPL14",40.3394120988764
"airway smooum muscle","EEF1A1",39.9236255738222
"airway smooum muscle","CAV2",39.844262179625
"airway smooum muscle","RPL37A",39.5363773230934
"airway smooum muscle","RPL36AL",39.3638747790685
"airway smooum muscle","RPL41",39.2952870184073
"airway smooum muscle","SLC38A1",39.1202421804854
"airway smooum muscle","FHL5",39.0924719470865
"airway smooum muscle","MFGE8",38.5928009124027
"airway smooum muscle","SEPT7",38.34464706768
"airway smooum muscle","SVIL",38.056260786763
"airway smooum muscle","RPL24",37.7192794191443
"airway smooum muscle","CYFIP2",37.3688265113214
"airway smooum muscle","RPL23A",37.1738157701647
"airway smooum muscle","KRT18",37.1425873214615
"airway smooum muscle","SMTN",36.9178855083644
"airway smooum muscle","RPL21",36.9037355825394
"airway smooum muscle","TGFB1I1",36.8234210125397
"airway smooum muscle","COX7A1",36.6489333039051
"airway smooum muscle","LRRC32",36.5659483061694
"airway smooum muscle","PFN2",36.5331958467752
"airway smooum muscle","MYRFL",36.3395114590591
"airway smooum muscle","MEF2C",36.2118557209893
"airway smooum muscle","GPRC5C",36.0327434610984
"airway smooum muscle","SPARCL1",35.6785870048198
"airway smooum muscle","CHURC1",35.6505244873173
"airway smooum muscle","UQCRB",35.4497313157147
"airway smooum muscle","COL18A1",35.1525419452056
"airway smooum muscle","FOXS1",35.143770998718
"airway smooum muscle","RPL27A",35.0230364640891
"airway smooum muscle","RPS25",34.6247431489039
"airway smooum muscle","PACSIN2",34.6057464165202
"airway smooum muscle","PDK4",34.521379823623
"airway smooum muscle","RASL12",34.1843131007797
"airway smooum muscle","ZAK",33.8875017153476
"airway smooum muscle","RASGRP2",33.7302729739944
"airway smooum muscle","GPR20",33.6192052736189
"airway smooum muscle","TMEM38B",33.3238511171028
"airway smooum muscle","SBDS",33.1040076678363
"airway smooum muscle","RPL5",33.0186491760224
"airway smooum muscle","RPL15",32.7362865248682
"airway smooum muscle","RPL7",32.6819728824699
"airway smooum muscle","GGTA1P",32.5470889607477
"airway smooum muscle","AOC3",32.463069914791
"airway smooum muscle","HEY2",32.1375932457993
"airway smooum muscle","PARM1",32.0607421519325
"airway smooum muscle","RPL6",31.5866551439206
"airway smooum muscle","WISP2",31.558980732181
"airway smooum muscle","RPL10A",31.3429975930254
"airway smooum muscle","RPS16",31.2860838732182
"airway smooum muscle","TMEM106C",31.0244764087925
"airway smooum muscle","NDUFB7",30.7603098315562
"airway smooum muscle","RPS27A",30.5719428333954
"airway smooum muscle","AGT",30.2189819244468
"airway smooum muscle","MRPS6",30.0755722831411
"airway smooum muscle","ALDOA",30.0500182328361
"airway smooum muscle","ROCK1",29.7669320991951
"airway smooum muscle","UBA2",29.665842825888
"airway smooum muscle","RPS3A",29.5170400402353
"airway smooum muscle","NEXN",29.301281041587
"airway smooum muscle","CAPZA2",29.1710568169096
"airway smooum muscle","PGM5",29.0216928045428
"airway smooum muscle","ANAPC16",28.9294631072035
"airway smooum muscle","MRVI1",28.8816387741988
"airway smooum muscle","RPL22",28.5823478873346
"airway smooum muscle","SKP1",28.4251316655351
"airway smooum muscle","PTK2",27.8427857138886
"airway smooum muscle","MRPL33",27.7055562606314
"airway smooum muscle","MICAL1",27.5944031172681
"airway smooum muscle","NDUFB10",27.3963586639312
"airway smooum muscle","RPS6",27.2886655968045
"airway smooum muscle","SH3BGR",27.2641787171882
"airway smooum muscle","AKAP1",27.1791816994312
"airway smooum muscle","RPL38",26.9455394434878
"airway smooum muscle","CDH13",26.7798591406255
"airway smooum muscle","HSPB7",26.5733588893339
"airway smooum muscle","USMG5",26.2940884309594
"airway smooum muscle","RPL27",26.2876232757462
"airway smooum muscle","RPL34",26.1685606907873
"airway smooum muscle","PLAC9",26.1200339520452
"airway smooum muscle","FADS3",25.7273525039276
"airway smooum muscle","MGLL",25.5159437646533
"airway smooum muscle","ARHGEF25",25.3755557690198
"airway smooum muscle","COX14",25.0561271086571
"airway smooum muscle","SYNPO2",25.0529680176647
"airway smooum muscle","ALDOC",24.8261893157845
"airway smooum muscle","RASSF3",24.8057208824441
"airway smooum muscle","OAZ2",24.6931109667882
"airway smooum muscle","MYOCD",24.4968165528805
"airway smooum muscle","FLNC",24.4340270555383
"airway smooum muscle","CAP1",24.4086801132604
"airway smooum muscle","C4orf3",24.374206535793
"airway smooum muscle","RPL31",24.1902038350491
"airway smooum muscle","UQCR11",24.102756662743
"airway smooum muscle","RPL18",24.0966521423192
"airway smooum muscle","SOD1",24.0287789198462
"airway smooum muscle","CPED1",23.9728473477385
"airway smooum muscle","EZR",23.967732414361
"airway smooum muscle","TBX2-AS1",23.7577152769166
"airway smooum muscle","SGCA",23.569322583211
"airway smooum muscle","CABIN1",23.5270953694642
"airway smooum muscle","NTRK2",23.4920827509075
"airway smooum muscle","PHLDA2",23.2171183138606
"airway smooum muscle","ARPC1A",23.0860773549473
"airway smooum muscle","MZT2B",22.957276656581
"airway smooum muscle","RPL23",22.9400792535025
"airway smooum muscle","PPP1R12B",22.8176341393038
"airway smooum muscle","ILK",22.7581833501213
"airway smooum muscle","MPRIP",22.6020850536292
"airway smooum muscle","NACA",22.5853285959308
"airway smooum muscle","UBL5",22.5634254072244
"airway smooum muscle","JAK2",22.4542505769141
"airway smooum muscle","PBXIP1",22.2837903458164
"airway smooum muscle","ATP2A2",22.2773864407743
"airway smooum muscle","SNTA1",22.1126021118087
"airway smooum muscle","COX7B",21.9788117720493
"airway smooum muscle","CFL2",21.9641220568578
"airway smooum muscle","RPS27",21.8140825915477
"airway smooum muscle","SNX7",21.7935660255443
"airway smooum muscle","BTF3",21.7190052575561
"airway smooum muscle","RALY",21.6026435438567
"airway smooum muscle","ANXA6",21.5566820254229
"airway smooum muscle","FIS1",21.430921738909
"airway smooum muscle","ATP5O",21.2669714370901
"airway smooum muscle","NDUFA13",21.2061543529071
"airway smooum muscle","PDGFA",21.1589826232204
"airway smooum muscle","NDUFB9",21.0950607440418
"airway smooum muscle","RAD23A",21.0603846184648
"airway smooum muscle","ARL6IP4",20.9520409809784
"airway smooum muscle","CPE",20.8282476072319
"airway smooum muscle","NDUFS5",20.7725584347641
"airway smooum muscle","TLN1",20.7461360435762
"airway smooum muscle","ECH1",20.7304958240961
"airway smooum muscle","COX6B1",20.6459743306741
"airway smooum muscle","PLP2",20.4426794972373
"airway smooum muscle","COX6C",20.4217893581412
"airway smooum muscle","CCDC3",20.4093064319023
"airway smooum muscle","TBC1D1",20.3306865529413
"airway smooum muscle","MT1E",20.2391248477423
"airway smooum muscle","RPS21",20.1796546862353
"airway smooum muscle","C11orf96",20.1259528284146
"airway smooum muscle","ATP5L",19.8560789111951
"airway smooum muscle","COMMD6",19.7754612963855
"airway smooum muscle","UQCRQ",19.584103478338
"airway smooum muscle","THSD4",19.4149626068189
"airway smooum muscle","USP2",19.1590350949594
"airway smooum muscle","ATP5E",19.0853753911203
"airway smooum muscle","COX8A",18.9346317082723
"airway smooum muscle","SIVA1",18.6828262407572
"airway smooum muscle","PDLIM5",18.6380134123177
"airway smooum muscle","HINT1",18.5487424141138
"airway smooum muscle","RAB20",18.4382794798552
"airway smooum muscle","PSMB6",18.2770834822957
"airway smooum muscle","ATP5I",18.2316501312571
"airway smooum muscle","TPPP3",18.1853916320663
"airway smooum muscle","COX17",18.1010642644727
"airway smooum muscle","CALM1",17.9412055063127
"airway smooum muscle","PPIA",17.5535151442792
"airway smooum muscle","NDUFB8",17.3633159041475
"airway smooum muscle","CSDC2",16.8397869420716
"airway smooum muscle","CAMTA1",16.8225390161783
"airway smooum muscle","RPS26",16.7904969082334
"airway smooum muscle","GALNT16",16.7861793232126
"airway smooum muscle","KANK2",16.63658504911
"airway smooum muscle","NDUFB4",16.6212968235853
"airway smooum muscle","HOXB-AS1",16.5509294221884
"airway smooum muscle","CSDE1",16.5329188047862
"airway smooum muscle","NDUFA5",16.3745349688877
"airway smooum muscle","ANTXR1",16.3383942421955
"airway smooum muscle","RAP1A",16.3103491727929
"airway smooum muscle","COX20",16.2891112618813
"airway smooum muscle","RPS27L",16.2844284550327
"airway smooum muscle","H2AFJ",16.0344415505233
"airway smooum muscle","DYNLT1",15.9962337939038
"airway smooum muscle","B3GNT2",15.9107625494889
"airway smooum muscle","JAG1",15.8264341877043
"airway smooum muscle","ESD",15.7990175084962
"airway smooum muscle","ATP5J",15.6823866864453
"airway smooum muscle","SNRNP25",15.6773333043895
"airway smooum muscle","SLC25A3",15.4323026334168
"airway smooum muscle","SUN2",15.302289605103
"airway smooum muscle","TCEB2",15.1147653020456
"airway smooum muscle","RSL24D1",14.9338317991405
"airway smooum muscle","GSTP1",14.9258046976039
"airway smooum muscle","NDUFB1",14.9195720998022
"airway smooum muscle","RSU1",14.7627349394472
"airway smooum muscle","NEDD8",14.5966761403454
"airway smooum muscle","NDUFA1",14.045699432213
"airway smooum muscle","ZFYVE21",13.8082458803673
"airway smooum muscle","CALM3",13.6966228308892
"airway smooum muscle","NDUFB2",13.6944877245593
"airway smooum muscle","PLS3",13.6926841412722
"airway smooum muscle","C14orf2",13.6582085348048
"airway smooum muscle","FAM207A",13.6360997611887
"airway smooum muscle","RPS10",13.4287891316005
"airway smooum muscle","BRK1",13.2968790518023
"airway smooum muscle","DBI",13.0395530327248
"airway smooum muscle","H2AFZ",12.9938665996002
"airway smooum muscle","NAA38",12.974384161741
"airway smooum muscle","ROMO1",12.9740618171506
"airway smooum muscle","COL14A1",12.8050530090626
"airway smooum muscle","AP3S1",12.6866246770134
"airway smooum muscle","SLIRP",12.4624302604343
"airway smooum muscle","AKAP12",12.2036026784221
"airway smooum muscle","ACTR3",12.1512516703951
"airway smooum muscle","ATP5A1",11.9196385732628
"airway smooum muscle","BAG1",11.7888704824229
"airway smooum muscle","NDUFC1",11.7469986120373
"airway smooum muscle","CHMP4A",10.8565266158313
"airway smooum muscle","HIF1A",10.6216574440285
"airway smooum muscle","MAP7D3",9.98627069407657
"airway smooum muscle","SMOC2",9.83061881635594
"airway smooum muscle","EIF3H",9.79829753644184
"airway smooum muscle","RGS16",7.60006101359652
"airway smooum muscle","ANGPTL4",6.92034940138466
"airway smooum muscle","RPS4Y1",6.10209430400201
"airway smooum muscle","MT1A",4.9611973089158
"vascular smooum muscle","C2orf40",208.180842356952
"vascular smooum muscle","TM4SF1",187.500226428383
"vascular smooum muscle","ACTA2",158.119618441692
"vascular smooum muscle","TINAGL1",148.581856386408
"vascular smooum muscle","CAV1",141.675157526926
"vascular smooum muscle","TAGLN",124.841196038008
"vascular smooum muscle","NTN4",122.193694660051
"vascular smooum muscle","KRT18",121.904068732101
"vascular smooum muscle","MYL9",114.542342973772
"vascular smooum muscle","SEPT7",113.980375571793
"vascular smooum muscle","IGFBP7",101.078525503538
"vascular smooum muscle","TPM2",93.563366949057
"vascular smooum muscle","TPM1",81.9741476586915
"vascular smooum muscle","ACTB",77.9439635843654
"vascular smooum muscle","CALM2",76.7938920277062
"vascular smooum muscle","LOC100506725",74.990247498858
"vascular smooum muscle","MYL6",74.6441214633876
"vascular smooum muscle","MYL12A",68.1024713081021
"vascular smooum muscle","ISYNA1",67.5054070611998
"vascular smooum muscle","FOXS1",63.0227389498003
"vascular smooum muscle","ACTN4",62.9934464191675
"vascular smooum muscle","ID4",61.3353623606541
"vascular smooum muscle","PRSS23",60.7563570753227
"vascular smooum muscle","SOD3",60.3634111636911
"vascular smooum muscle","MAP1B",58.4152944477628
"vascular smooum muscle","ACTG2",58.3706226974254
"vascular smooum muscle","SYTL2",56.1757046508425
"vascular smooum muscle","PTRF",54.0570465446156
"vascular smooum muscle","MYH11",50.834993213269
"vascular smooum muscle","ESAM",48.2603123185363
"vascular smooum muscle","PPP1R14A",48.1026687769348
"vascular smooum muscle","AGT",47.8155196372391
"vascular smooum muscle","CNN1",47.6526088635516
"vascular smooum muscle","CRIP1",46.8100800490086
"vascular smooum muscle","COL21A1",46.2763657349614
"vascular smooum muscle","COX4I2",45.8778874715659
"vascular smooum muscle","CALD1",45.4309648700472
"vascular smooum muscle","ARHGDIB",45.0167836358121
"vascular smooum muscle","ARHGAP15",44.6417907997094
"vascular smooum muscle","DSTN",44.6076268330259
"vascular smooum muscle","CAV2",44.2123555203369
"vascular smooum muscle","OLFML2B",42.9586645659653
"vascular smooum muscle","PDLIM7",42.054658567876
"vascular smooum muscle","ACTN1",41.745766382921
"vascular smooum muscle","INPP4B",41.5132018544251
"vascular smooum muscle","PRKCDBP",41.2561305306276
"vascular smooum muscle","EGFL6",40.9375076233552
"vascular smooum muscle","NOTCH3",40.5861937850253
"vascular smooum muscle","SDC2",40.0335924372291
"vascular smooum muscle","FRZB",39.9937576332917
"vascular smooum muscle","MAP3K7CL",39.8999983943305
"vascular smooum muscle","RRAD",38.481597818662
"vascular smooum muscle","BGN",37.9463208287744
"vascular smooum muscle","MRGPRF",37.838895429792
"vascular smooum muscle","FHL5",37.7178797768608
"vascular smooum muscle","TGFB1I1",37.5793408116879
"vascular smooum muscle","LINC00924",37.3724647601378
"vascular smooum muscle","RGS5",36.9033091490617
"vascular smooum muscle","REM1",36.206328711741
"vascular smooum muscle","MYH9",35.791935690292
"vascular smooum muscle","SORBS3",35.6095463529931
"vascular smooum muscle","COCH",35.4663714520621
"vascular smooum muscle","GUCY1A3",35.3773239236613
"vascular smooum muscle","ADIRF",35.0333806763721
"vascular smooum muscle","RPL3",34.612364388177
"vascular smooum muscle","LMOD1",34.2412622389111
"vascular smooum muscle","PTK2",34.0218283056715
"vascular smooum muscle","CRIM1",33.5774594947794
"vascular smooum muscle","FLNA",33.3789722513167
"vascular smooum muscle","RPL15",33.336455453534
"vascular smooum muscle","HCFC1R1",32.1863160176988
"vascular smooum muscle","RCAN2",31.6958530732082
"vascular smooum muscle","PTMA",31.454609334939
"vascular smooum muscle","ADGRF5",31.3078688355863
"vascular smooum muscle","TPT1",31.2748867992454
"vascular smooum muscle","LGI4",31.1931216061425
"vascular smooum muscle","COL14A1",31.1334928559372
"vascular smooum muscle","PDLIM2",30.9901995725023
"vascular smooum muscle","PARM1",30.7800762180917
"vascular smooum muscle","RPS4X",30.3818511852626
"vascular smooum muscle","MCAM",30.3045455084385
"vascular smooum muscle","SMC6",29.4645477552681
"vascular smooum muscle","EEF1A1",28.8936655471823
"vascular smooum muscle","PERP",28.3293388534441
"vascular smooum muscle","KCNJ8",28.2749185179966
"vascular smooum muscle","CHCHD10",28.0528563246218
"vascular smooum muscle","MYLK",27.7694664629803
"vascular smooum muscle","GGT5",27.5843207075197
"vascular smooum muscle","EFHD1",27.3554970995203
"vascular smooum muscle","GUCY1B3",27.2457835280204
"vascular smooum muscle","CDH6",26.5946349404781
"vascular smooum muscle","TPPP3",26.1716192619383
"vascular smooum muscle","PRSS35",26.0050078118434
"vascular smooum muscle","TMSB4X",25.8727965342829
"vascular smooum muscle","ACTG1",25.1403004643003
"vascular smooum muscle","TPM4",24.8691252981304
"vascular smooum muscle","RPL21",24.7063912154875
"vascular smooum muscle","ARPC1A",24.4895348192863
"vascular smooum muscle","HSPA2",24.4559498498916
"vascular smooum muscle","EPS8",24.319547232478
"vascular smooum muscle","NEXN",24.2460385802212
"vascular smooum muscle","NDUFA4",24.1780196175418
"vascular smooum muscle","ADGRL3",24.1177731536713
"vascular smooum muscle","RPS7",23.9235835450279
"vascular smooum muscle","SH3BGRL",23.8946381130216
"vascular smooum muscle","WDR1",23.8611910943581
"vascular smooum muscle","CNN3",23.8235786572306
"vascular smooum muscle","NR2F2",23.4067432125271
"vascular smooum muscle","IGFBP5",23.0693358027627
"vascular smooum muscle","RPS3A",22.9431578927682
"vascular smooum muscle","PEBP1",22.65931513961
"vascular smooum muscle","RPL10A",22.6019589717346
"vascular smooum muscle","C4orf3",22.5357924535085
"vascular smooum muscle","TMEM106C",22.1700301346731
"vascular smooum muscle","HSPB1",22.1411582181385
"vascular smooum muscle","THY1",21.9714808158179
"vascular smooum muscle","RPS27A",21.5769091265021
"vascular smooum muscle","HES4",21.3867781213628
"vascular smooum muscle","LRRC32",21.3353294450855
"vascular smooum muscle","RPS16",21.2495984052164
"vascular smooum muscle","ITGB1",21.0191456491674
"vascular smooum muscle","LPP",20.8840045837203
"vascular smooum muscle","RPS8",20.7992997286845
"vascular smooum muscle","LASP1",20.7466533916766
"vascular smooum muscle","EEF1D",20.7413112149093
"vascular smooum muscle","CRIP2",20.413426061941
"vascular smooum muscle","RPL27A",20.2659108890039
"vascular smooum muscle","BCAM",20.2303017548295
"vascular smooum muscle","SELM",20.1743594159316
"vascular smooum muscle","EPAS1",20.1053244835688
"vascular smooum muscle","H2AFJ",20.0736793444346
"vascular smooum muscle","CALCRL",19.9315983220871
"vascular smooum muscle","NACA",19.9168953352332
"vascular smooum muscle","CD59",19.5026136061725
"vascular smooum muscle","PELO",19.4796635942219
"vascular smooum muscle","C12orf75",19.3146839407712
"vascular smooum muscle","CCL21",19.2437376290988
"vascular smooum muscle","GLTSCR2",19.1852453144603
"vascular smooum muscle","LIMS2",19.1127365388469
"vascular smooum muscle","CYFIP2",19.0427879549224
"vascular smooum muscle","SEPT4",18.9502528248123
"vascular smooum muscle","MEF2C",18.8675137643653
"vascular smooum muscle","NPR3",18.7827297813501
"vascular smooum muscle","JAG1",18.6231701919912
"vascular smooum muscle","RPL14",18.2298368504247
"vascular smooum muscle","RPL18A",18.145828837691
"vascular smooum muscle","SMIM10",18.101848306422
"vascular smooum muscle","HOPX",18.0297590869222
"vascular smooum muscle","CRYAB",17.866012297732
"vascular smooum muscle","PTMS",17.5525533090745
"vascular smooum muscle","HSPB2",17.5224081090927
"vascular smooum muscle","MYL12B",17.2793428960251
"vascular smooum muscle","ANXA6",17.2493383038301
"vascular smooum muscle","UBE2E2",17.1465932421917
"vascular smooum muscle","ITGA1",17.1454937806712
"vascular smooum muscle","C1orf198",17.130588892379
"vascular smooum muscle","NEURL1B",17.0761411888277
"vascular smooum muscle","ILK",16.9974954291364
"vascular smooum muscle","SLIT3",16.8626566946953
"vascular smooum muscle","RPS6",16.8514379736597
"vascular smooum muscle","LURAP1L",16.8129495674387
"vascular smooum muscle","RASGRP2",16.7434695129792
"vascular smooum muscle","NDRG2",16.4774720173604
"vascular smooum muscle","EEF2",16.387142192548
"vascular smooum muscle","PNMA1",16.3598550796764
"vascular smooum muscle","PPP1R12A",16.2829554582872
"vascular smooum muscle","SEMA5A",16.2313610145633
"vascular smooum muscle","GUCY1A2",16.1637885061632
"vascular smooum muscle","GRK5",16.0025405729817
"vascular smooum muscle","RPL18",15.7513256325502
"vascular smooum muscle","CTHRC1",15.7040303594665
"vascular smooum muscle","PLAC9",15.6993901011356
"vascular smooum muscle","WFDC1",15.6777722537628
"vascular smooum muscle","TGFBI",15.6443347079079
"vascular smooum muscle","RPL6",15.5950205120625
"vascular smooum muscle","LRRC75A-AS1",15.5363795898749
"vascular smooum muscle","MYOZ1",15.4035270860401
"vascular smooum muscle","ABCC9",15.3545299154688
