,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation
746,Lung,2,0.5,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,nonclassical monocyte
747,Lung,2,0.5,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB",club cell,club cell,CL:0000158,"club cell, pulmonary alveolar type 2 cell"
748,Lung,2,0.5,"ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,vascular endothelial cell
749,Lung,2,0.5,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,pericyte
750,Lung,2,0.5,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,undetermined
751,Lung,2,0.5,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,pulmonary pericyte
752,Lung,2,0.5,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,Clara cell
753,Lung,2,0.5,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Fibroblasts
754,Lung,2,0.5,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,nonclassical monocyte
755,Lung,2,0.5,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,goblet cell
756,Lung,2,0.75,"ARHGEF26,LMO7,GENE15,GENE54,AGER,EMP2,RTKN2,GPRC5A,SPOCK2,GENE24,GENE5,GENE86,DST,SCEL,GENE88,GENE75,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,lipofibroblast
757,Lung,2,0.75,"GENE22,GENE50,MS4A1,LINC00926,BLK,GENE61,SP140,GENE70,CD79A,GENE48,BANK1,CD22,VPREB3,CD79B,ADAM28,GENE51,GENE38",B,B cell,CL:0000236,B cell
758,Lung,2,0.75,"CLDN1,GENE7,S100A2,GENE35,GENE98,GENE51,KRT15,KRT5,FHL2,DST,KRT17,PERP,GENE96,GENE2,GENE75,ITGA2,KRT19",Basal,basal cell,CL:0000646,basal cell
759,Lung,2,0.75,"GENE1,CSF3R,S100A9,S100A8,CTSS,METTL9,GENE40,GENE25,GENE34,GENE5,CD99,VCAN,S100A12,GENE38,GENE20,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
760,Lung,2,0.75,"CD2,MALAT1,BCL11B,GENE89,GENE33,GENE25,CD6,GENE18,GENE24,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL,GENE85,GENE43",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cell
761,Lung,2,0.75,"C20orf85,DNAH6,FAM92B,GENE68,GENE24,GENE5,GENE69,GENE70,RSPH1,CCDC170,CAPS,ZMYND10,CDHR3,GENE75,SNTN,FANK1,GENE51",Ciliated,ciliated cell,CL:0000064,goblet cell
762,Lung,2,0.75,"FCGR2B,GENE22,HLA-DMB,HLA-DQA1,CLEC10A,CSF2RA,GENE40,GPR183,FPR3,GENE34,HLA-DPB1,RGS1,GENE42,GENE77,GENE46,GENE4,MS4A6A",Dendritic,dendritic cell,CL:0000451,basophil
763,Lung,2,0.75,"C1S,LUM,ABLIM1,CFD,GENE72,C3,C1R,GENE90,GENE40,GENE18,GENE53,FBLN1,DCN,SLIT2,GENE23,GENE16,ADH1B",Fibroblast,fibroblast,CL:0000057,fibroblast
764,Lung,2,0.75,"TFF3,GENE1,GENE62,TFPI,GENE58,GENE89,GENE67,CCL21,GENE33,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1,GENE83",Lymphatic,,,tuft cell
765,Lung,2,0.75,"APOC1,GENE94,GENE58,C1QB,GENE79,GENE59,GENE36,GENE90,C1QA,VSIG4,SLCO2B1,GENE31,ACP5,ITGAX,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,macrophage
766,Lung,2,0.75,"KLRF1,GENE55,GNLY,GZMB,GENE7,GENE9,GENE80,GENE14,FCGR3A,NKG7,GENE91,PYHIN1,KLRD1,SPON2,GENE64,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,natural killer t cell
767,Lung,2,0.75,"PRDX4,MANF,GENE9,SSR4,GENE16,XBP1,POU2AF1,TNFRSF17,GENE61,GENE24,HSP90B1,GENE34,GENE71,GENE48,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,plasma cell
768,Lung,2,0.75,"GENE21,SFTPA2,GENE72,GENE90,SLC34A2,GENE86,SFTPC,LAMP3,ABCA3,GENE12,GENE17,SFTPA1,SFTPD,SFTPB,NAPSA,GENE20,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar type II cell
769,Lung,2,0.75,"KIT,GENE9,VWA5A,CPA3,HPGDS,GRAP2,GENE27,GENE66,HDC,GENE69,CD44,GENE44,MS4A2,GENE5,GENE91,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
770,Lung,2,0.75,"LILRB2,GENE41,GENE78,GENE64,GENE25,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE92,SAT1,RHOC,FCN1,GENE23,GENE51,IFITM2",CD16+ Monocyte,,,nonclassical monocyte
771,Lung,2,0.75,"GENE22,GENE50,GENE19,CDC42EP1,GENE36,GENE61,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE5,GENE28,CD81,FCN3,EPAS1,FLNB",Capillary,,,insufficient_information
772,Lung,2,0.75,"GENE45,CD3D,GZMH,GENE36,CD3G,GENE67,CD8B,GENE44,GENE95,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE88,GENE59",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T cell
773,Lung,2,0.75,"GENE13,GENE1,SCGB3A2,GENE78,DSTN,CYB5A,GENE11,CEACAM6,GENE17,GENE46,PIGR,CTSE,SFTPB,WFDC2,GENE20,C16orf89,KIAA1324",Club,club cell,CL:0000158,goblet cell
774,Lung,2,0.75,"CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE66,GENE33,GENE27,GENE93,COL3A1,COL1A1,COL1A2,GENE71,GENE49,ITGBL1,GENE41",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
775,Lung,2,0.75,"GENE82,GENE9,GENE100,PTPRE,GZMB,IRF7,GENE54,TYROBP,GENE93,GENE88,PLD4,GENE85,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
776,Lung,2,0.75,"TPX2,BIRC5,GENE45,NUSAP1,STMN1,GENE61,GENE79,UBE2C,TYMS,ANLN,KPNA2,GENE32,CDK1,GENE92,H2AFZ,GENE20,GENE99",Proliferating Macrophage,,,Proliferating_cell
777,Lung,2,0.75,"GENE26,BIRC5,GENE39,GENE47,NUSAP1,KIF2C,SMC4,GENE67,GENE90,UBE2C,H2AFV,GENE92,AURKB,GENE28,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,pulmonary alveolar type 2 cell
778,Lung,2,0.75,"GENE8,POSTN,GENE18,GENE34,GENE56,GENE17,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,GENE49,INHBB,SPARCL1,SPRY1,GENE55",Bronchial Vessel,,,unidentified
779,Lung,2,0.75,"GENE45,GENE55,GENE47,GENE15,GENE27,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,GENE91,SCGB3A1,GENE2,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,goblet cell
780,Lung,2,0.75,"PTPRB,GENE45,GENE94,GENE9,GENE63,GENE89,PRSS23,GENE95,TGM2,VWF,LIFR,SELP,PLA1A,CPE,GENE74,SRPX,SLCO2A1",Vein,,,unidentified
781,Lung,2,0.75,"GENE1,CHN1,CALD1,COL4A2,GENE35,NID1,COL4A1,LAMB1,GENE5,COX4I2,GENE91,GENE23,TACC1,GENE97,PDGFRB,GENE16,LAMC3",Pericyte,pericyte,CL:0000669,lipofibroblast
782,Lung,2,0.75,"GENE45,CALD1,TPM2,PLN,GENE30,GENE89,DSTN,GENE18,GENE80,CSRP1,GENE77,ACTA2,CNN1,DES,MYH11,GENE16,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
783,Lung,2,0.75,"PTPRB,DKK2,HEY1,GENE58,GENE89,GENE93,GJA5,FBLN5,SEMA3G,GENE44,GENE12,EFNB2,GENE92,BMX,GENE75,EPAS1,ARGLU1",Artery,,,endothelial cell of artery
784,Lung,2,0.75,"GENE58,HPGD,CYP3A5,CLDN5,GENE89,GENE90,APP,STXBP6,GENE91,TBX2,GENE85,GENE76,EMCN,SOSTDC1,GENE97,ESAM,EDNRB",Capillary Aerocyte,,,endothelial cell of artery
785,Lung,2,0.75,"IPO7,SH3BP5,GENE93,RALA,GALNT18,GENE70,GENE86,GENE44,GENE48,GENE28,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,GENE16,WWTR1",Capillary Intermediate,,,endothelial cell
786,Lung,2,0.75,"C7,GENE62,GENE19,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE37,GENE29,CPXM1,GENE77,GENE76,HAS1,GENE51",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,capillary endothelial cell
787,Lung,2,0.75,"ALDH1A3,GENE52,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE25,GENE60,GENE42,GENE77,GENE6,SLPI,GENE55",Mesothelial,mesothelial cell,CL:0000077,goblet cell
788,Lung,2,0.75,"CMTM5,GENE62,GENE8,TUBB1,GENE36,GENE63,GRAP2,GENE33,ITGA2B,GENE5,GENE92,CABP5,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",platelet
789,Lung,2,0.75,"CD2,GENE50,GENE58,GNLY,GENE66,CTSW,S100A6,GENE27,GENE69,GENE87,GENE56,CCL5,CEBPB,CXCR4,CD7,LGALS1,ZFP36L2",Natural Killer T,,,T cell
790,Lung,2,0.75,"CLU,CST5,GENE58,GENE27,GENE40,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,GENE84,GENE77,GENE91,CNN1,GENE20",Fibromyocyte,,,cell_type_name
791,Lung,2,0.75,"CXCL17,GENE55,S100P,PSCA,COX5A,GENE8,TXN,AGR2,GENE5,GENE17,GENE29,GENE81,FAM3D,GABRP,CLIC1,WFDC2,GENE73",Goblet,goblet cell,CL:0000160,goblet cell
792,Lung,2,0.75,"TFF3,TMPRSS11E,GENE55,PHGR1,BSND,GENE15,GENE39,GENE51,GENE18,FOXI1,GENE60,HEPACAM2,ATP6V1B1,STAC2,GENE6,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,goblet cell
793,Lung,2,0.75,"GENE82,GENE65,PCSK1N,EGR1,GENE66,FAM46A,PRDX2,CHGA,GENE87,SEC11C,GENE29,GENE91,SCGN,CPE,BEX1,GENE75,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,cell_type_name
794,Lung,2,0.75,"TCN1,LPO,PHB,LYZ,GENE61,GENE44,GENE70,TESC,ZG16B,GENE71,PRR4,GENE6,GENE43,PRB3,PRH2,GENE64,PRB4",Serous,serous secreting cell,CL:0000313,serous cell
795,Lung,2,0.75,"GENE82,GENE63,C1QB,LYZ,GENE62,GENE57,FCER1G,C1QA,LAPTM5,AIF1,GENE96,GENE49,C1QC,HLA-DRB1,CTSZ,GENE2,CTSL",Macrophages,macrophage,CL:0000235,macrophage
796,Lung,2,0.75,"GENE62,GNLY,GZMB,GENE36,CTSW,CST7,GENE56,CD7,GENE29,CCL5,NKG7,GZMA,GENE38,GENE43,CCL4,PRF1,GENE83",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic T cell
797,Lung,2,0.75,"GENE13,S100A14,GENE93,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE25,GENE60,GENE48,SFTPD,NAPSA,MUC1,GENE43,GENE4,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
798,Lung,2,0.75,"CLEC14A,ACKR1,GENE89,GENE68,MGP,RAMP3,RAMP2,GENE37,IGFBP7,VWF,GNG11,PECAM1,SPARCL1,GENE99,GENE23,GENE31,GENE51",EC venous,vein endothelial cell,CL:0002543,endothelial cell
799,Lung,2,0.75,"CD2,GENE39,CD3D,IL32,GENE68,GENE34,GENE87,CD69,CCL5,TRAC,GENE42,GENE84,CXCR4,CD3E,TRBC2,CORO1A,GENE16",T cell lineage,T cell,CL:0000084,T cell
800,Lung,2,0.75,"GENE19,GENE65,GENE9,CLEC14A,TM4SF1,CLDN5,GENE89,GENE37,GENE24,IFI27,SOX17,GENE71,A2M,CRIP2,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
801,Lung,2,0.75,"GENE22,CALD1,LUM,C1S,BGN,MGP,GENE24,GENE11,IGFBP7,GENE92,COL6A1,DCN,COL1A2,GENE48,GENE49,GENE46,SPARC",Fibroblasts,fibroblast,CL:0000057,fibroblast
802,Lung,2,0.75,"GENE26,GENE55,GENE15,GENE72,AGER,EMP2,FXYD3,SFTA2,GENE24,CEACAM6,GENE69,ADIRF,CAV1,KRT7,HOPX,TSPAN13,GENE83",AT1,type I pneumocyte,CL:0002062,alveolar epithelial cell
803,Lung,2,0.75,"GENE26,RP11-356K23.1,GENE82,GENE13,C12orf75,GSTA1,CD24,FAM229B,GENE18,TMEM231,GENE87,RP11-295M3.4,GENE84,C11orf97,C5orf49,SNTN,GENE16",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Clara_cell
804,Lung,2,0.75,"LTB,MS4A1,IGHA1,GENE68,GENE44,IGLC2,CD79A,GENE12,GENE95,GENE91,TSC22D3,IGKC,GENE75,GENE99,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B cell
805,Lung,2,0.75,"CXCL17,GENE30,KRT7,GENE57,BPIFB1,GENE24,CEACAM6,TACSTD2,GENE32,GENE48,PIGR,GENE74,MUC1,WFDC2,CP,GENE31,KRT19",Secretory,secretory cell,CL:0000151,pulmonary alveolar type 2 cell
806,Lung,2,0.75,"CD14,S100A9,S100A8,GENE35,FCER1G,GENE68,GENE64,COTL1,LST1,AIF1,GENE88,GENE71,VCAN,GENE4,S100A12,FCN1,GENE55",Monocytes,monocyte,CL:0000576,nonclassical monocyte
807,Lung,2,0.75,"TCN1,GENE13,SELM,MARCKSL1,GENE54,GENE67,GENE69,GENE12,LTF,GENE32,ZG16B,PIP,PIGR,CCL28,GENE4,SEC11C,AZGP1",Submucosal Secretory,,,mixed_cells
808,Lung,2,0.75,"GENE26,GENE7,GENE63,CLEC14A,TM4SF1,CLDN5,AQP1,CDH5,GENE24,GENE10,IFI27,GENE49,GENE76,PECAM1,SPARCL1,EGFL7,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
809,Lung,2,0.75,"SDPR,TM4SF1,CLDN5,GENE89,CCL21,RAMP2,ECSCR,GENE25,GENE80,IGFBP7,MMRN1,GNG11,GENE32,GENE92,PPFIBP1,GENE76,GENE43",Lymphatic EC mature,,,endothelial cell
810,Lung,2,0.75,"TFF3,SDPR,AKAP12,GENE52,CLDN5,TCF4,CCL21,GENE12,IGFBP7,GENE32,GNG11,GENE11,GENE48,GENE76,TIMP3,GENE64,TFPI",Lymphatic EC differentiating,,,pulmonary alveolar type 2 cell
811,Lung,2,0.75,"GENE1,GENE63,HLA-DQB1,GENE8,GENE61,GENE90,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,GENE11,HLA-DPB1,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A,GENE59",Dendritic cells,dendritic cell,CL:0000451,mast cell
812,Lung,2,0.75,"GENE45,GENE50,CALD1,TPM2,CYR61,GENE68,MT1X,GENE24,CTGF,GPX3,IGFBP5,GENE84,GENE81,SPARCL1,GENE2,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,fibroblast
813,Lung,2,0.75,"KIT,GENE7,VWA5A,C1orf186,CPA3,HPGDS,GENE98,GENE90,GENE80,GENE70,GENE53,MS4A2,TPSB2,TPSAB1,GENE99,RGS13,GATA2",Mast cells,mast cell,CL:0000097,mast cell
814,Lung,2,0.75,"TPM2,PLN,LMOD1,GENE86,IGFBP7,GENE32,FLNA,GENE91,GENE42,GENE23,ACTG2,SELM,GENE14,PPP1R14A,DES,GENE53,NEXN",Fibromyocytes,,,smooth muscle cell
815,Lung,2,0.75,"GENE26,GENE65,S100A16,EID1,GENE66,GENE54,ECSCR,MARCKS,TUBB,ARPC1A,HMGN1,GENE4,GENE46,LSM2,COX20,GENE16,HMGN2",Lymphatic EC proliferating,,,neutrophil
816,Lung,2,0.75,"GENE22,FBXL7,GENE94,GENE50,LDB2,TSHZ2,GENE44,GENE24,GENE56,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE70",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Alveolar Type II Cells
817,Lung,2,0.75,"GENE100,LMO7,RAB11FIP1,GENE15,GENE20,EMP2,GENE69,GENE56,GENE32,NCKAP5,RBMS3,NTM,KHDRBS2,LIMCH1,GENE4,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,fibroblast
818,Lung,2,0.75,"MACROD2,AUTS2,GENE78,ZNF385B,GENE24,SFTPC,ABCA3,ANK3,GENE48,GENE49,SFTPB,GENE53,PDE4D,LRRK2,ERBB4,GENE55,GENE83",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,alveolar type II cells
819,Lung,2,0.75,"GENE13,MACROD2,GLIS3,GENE9,GENE78,GENE89,SSBP2,GENE67,EYA2,XPR1,RBMS3,KRT17,GENE81,GENE99,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,Basal Cells
820,Lung,2,0.75,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE65,HYDIN,GENE66,GENE80,GENE34,CDHR3,GENE60,LRRIQ1,GENE96,GENE49,AGBL4,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,ciliated epithelial cell
821,Lung,2,0.75,"NEDD4L,MACROD2,SCGB3A2,CDK14,GENE90,GENE44,MECOM,GENE80,GENE53,GENE95,BMPR1B,KIAA1217,GENE85,SFTPB,GENE14,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
822,Lung,2,0.75,"PDK1,GENE52,FBXW7,GENE6,ARHGAP15,PLCG2,GENE93,ST6GAL1,CREB3L2,GENE4,FCHSD2,RALGPS2,GENE38,GENE20,DENND5B,MEF2C,GENE73",Immune (B cell),B cell,CL:0000236,b cell
823,Lung,2,0.75,"GENE45,GENE52,PIP4K2A,B2M,FYN,GENE98,GENE70,GENE12,GENE96,GENE83,SKAP1,ARHGAP15,PRKCH,KLRD1,PARP8,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,neutrophil
824,Lung,2,0.75,"GENE100,GENE89,FYN,FKBP5,GENE20,GENE67,GENE18,BCL2,PTPRC,GENE96,SYTL3,ARHGAP15,PARP8,THEMIS,GENE97,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,mixture of T cells
825,Lung,2,0.75,"GENE82,ZEB2,DOCK8,FMNL2,GPCPD1,SLC11A1,PPARG,RNF149,GENE5,TFRC,GENE29,GENE60,GENE77,PLXDC2,MSR1,GENE53,GENE41",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,pulmonary alveolar type 2 cell
826,Lung,2,0.75,"KIT,SAMSN1,GENE58,GENE15,GENE54,GENE52,IL18R1,FER,GENE86,GENE92,TPSB2,SLC24A3,SRGN,SYTL3,ARHGAP15,TPSAB1,GENE55",Immune (mast cell),mast cell,CL:0000097,mast cell
827,Lung,2,0.75,"CALD1,GENE57,INPP4B,GENE33,GENE93,GENE40,GENE56,CACNA1C,TPM1,GENE84,PRKG1,ACTA2,DMD,EBF1,GENE20,LPP,MYH11",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
828,Lung,2,0.75,"PTPRB,PTPRM,TCF4,LDB2,GENE35,GENE57,GENE86,GENE10,GENE91,ST6GALNAC3,TIMP3,GENE38,PECAM1,CALCRL,EPAS1,EGFL7,GENE59",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,cell_type_name
829,Lung,2,0.75,"GENE50,GENE35,GENE67,LAMA2,GENE37,PLEKHH2,ROBO2,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,GENE81,GENE84,SLIT2,GENE42,PLXDC2",Fibroblast,fibroblast,CL:0000057,Fibroblast
830,Lung,2,0.75,"TBXAS1,ZEB2,GENE47,GENE100,GENE15,FKBP5,CD74,PIK3R5,CHST11,GENE92,GENE28,SRGN,GENE77,PLXDC2,SLC8A1,CTSB,GENE73",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",mast cell
831,Lung,2,0.75,"GENE8,PLIN2,GHR,ADIPOQ,LPIN1,PPARG,GENE57,GENE90,PLIN1,GENE88,GENE96,GENE42,FOXO1,EBF1,G0S2,ACSL1,GENE73",Adipocyte,fat cell,CL:0000136,adipocyte
832,Lung,2,0.75,"GENE21,AGER,EMP2,GENE69,GENE6,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar epithelial cell type I
833,Lung,2,0.75,"NKX2-1,SLC34A2,GENE44,LAMP3,SFTPC,GENE5,GENE85,SFTPB",Alveolar Type II,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
834,Lung,2,0.75,"CD24,GENE44,GENE71,CXCR3,CD1c,FAS,GENE64,CR2",B cell_memory,memory B cell,CL:0000787,B cells
835,Lung,2,0.75,"GENE100,GENE58,TUBA1A,HYDIN,GENE27,FAM92B,GENE90,GENE95,FOXJ1,DNAH5,DNAI1,GENE77,DNAI2,CDHR3",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
836,Lung,2,0.75,"GENE21,SCGB3A2,GENE40,SCGB1A1,BPIFA1,GENE91,GENE85,SCGB3A1,GENE6,SLPI,MUC5B,CYP2F2",Club Epithelial,club cell,CL:0000158,goblet cell
837,Lung,2,0.75,"GENE26,GENE39,NEGR1,COL4A1,GENE75,GENE43,GENE63,GENE58,COL5A1,GENE18,GENE12,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE13,GENE22,GENE47,GENE62,HGF,GENE54,COL18A1,COL6A3,GENE87,FBLN1,DCN,GENE84,SLIT2,FN1,DDR2,CCN2,GENE36,IGFBP3,COL6A6,IL6,COL3A1,COL6A1,COL1A2,COL6A2,GENE99,GENE23",Fibroblast,fibroblast,CL:0000057,pulmonary fibroblast
838,Lung,2,0.75,"RELN,FLT4,GENE72,CCL21,MMRN1,GENE32,PROX1,GENE91,LYVE1,GENE74",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
839,Lung,2,0.75,"LYZ,C1QA,PTPRC,LYVE1,CD68,MSR1,GENE58,GENE63,SLC11A1,MERTK,CPM,CD163,MS4A6A,GENE52,GENE62,GENE57,RBPJ,MS4A4A,CD74,GENE5,GENE96,CD36,GENE2,GENE97,GENE21,GENE60,MR1,CSF1R,MRC1,GENE81,GENE23,GENE55,GENE73",Macrophage,macrophage,CL:0000235,macrophage
840,Lung,2,0.75,"KIT,GENE67,HDC,GENE17,TPSB2,CD69,FCER1A,GENE81,GENE75,TPSAB1",Mast Cell,mast cell,CL:0000097,mast cell
841,Lung,2,0.75,"MYO1B,GENE65,GENE94,GENE62,CSPG4,MCAM,GENE29,GENE42,GENE76,ACTA2,ANPEP,DES,PDGFRB",Pericyte,pericyte,CL:0000669,pericyte
842,Lung,2,0.75,"MYOCD,GENE27,GENE86,SMTN,ACTG2,GUCY1A3,GENE16,GENE41,GENE100,PALLD,ACTN1,VCL,DES,GENE50,GENE10,GENE96,GUCY1B3,ACTA2,CNN1,GENE31,TAGLN,GENE3,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
843,Lung,2,0.75,"GENE19,GENE40,PTPRC,SKAP1,GENE18,NKG7,TRAC,IL7R,CD3E,GENE64,CD96,THEMIS,CD3D,CD3G,GENE11,GENE80,CD247,TRBC1,GENE36,GENE37,CD69,GENE41",T cell,T cell,CL:0000084,T cell
844,Lung,2,0.75,"PTPRB,GENE65,GENE30,GENE79,CLDN5,NOSTRIN,LDB2,RAMP3,GENE69,GENE11,GENE81,VWF,EPHB4,PECAM1,BACE2,GENE16,CD300LG",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
845,Lung,2,0.75,"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar epithelial cell type II
846,Lung,2,0.75,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
847,Lung,2,0.75,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T lymphocyte
848,Lung,2,0.75,"CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
849,Lung,2,0.75,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1",nk cell,natural killer cell,CL:0000623,natural killer cell
850,Lung,2,0.75,"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2",bronchial vessel endothelial cell,,,Fibroblast
851,Lung,2,0.75,"ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
852,Lung,2,0.75,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP",adventitial cell,adventitial cell,CL:0002503,fibroblast
853,Lung,2,0.75,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4",macrophage,macrophage,CL:0000235,macrophage
854,Lung,2,0.75,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A",basophil,basophil,CL:0000767,mast cell
