,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
161,161,161,161,161,161,1,Lung,0.5,"CXCL17,GENE47,S100P,PSCA,COX5A,TXN,GENE40,AGR2,GENE95,GENE81,FAM3D,GABRP,CLIC1,GENE53,WFDC2",Goblet,goblet cell,CL:0000160,Goblet cells,CL:0000160,Mucous cells,CL:0000319,Gastric cells,Goblet cells,CL:1000313,CL:0000160,gastric goblet cell,goblet cell,goblet cell,mucus secreting cell,-1,0,0,-1,1.0000,0.1429,0.8000,1.0000
162,162,162,162,162,162,1,Lung,0.5,"TFF3,TMPRSS11E,GENE65,PHGR1,BSND,GENE44,GENE70,GENE11,FOXI1,HEPACAM2,ATP6V1B1,GENE42,STAC2,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,Goblet cells,CL:0000160,Secretory cells,CL:0000151,Thyroid cells,Serous cells,CL:0002258,CL:0000313,thyroid follicular cell,serous secreting cell,goblet cell,secretory cell,-1,-1,-1,-1,0.6000,0.2000,0.4286,0.1429
163,163,163,163,163,163,1,Lung,0.5,"GENE39,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,GENE93,GENE70,SEC11C,GENE88,SCGN,CPE,BEX1,GENE4,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine cells,CL:0000165,Neuroendocrine cells,CL:0000165,Pancreatic beta cells,Enteroendocrine cells,CL:0000169,CL:0000164,type B pancreatic cell,enteroendocrine cell,neuroendocrine cell,neuroendocrine cell,-1,2,0,0,1.0000,1.0000,0.4286,0.6000
164,164,164,164,164,164,1,Lung,0.5,"TCN1,GENE65,LPO,PHB,LYZ,GENE98,GENE11,TESC,GENE60,ZG16B,PRR4,PRB3,PRH2,PRB4,GENE83",Serous,serous secreting cell,CL:0000313,Secretory cells,CL:0000151,Immune cells,CL:0000738,Salivary gland cells,Salivary gland cells,CL:0009005,CL:0009005,salivary gland cell,salivary gland cell,secretory cell,leukocyte,-1,-1,2,-1,0.5000,0.1667,0.1667,0.1667
165,165,165,165,165,165,1,Lung,0.5,"C1QB,LYZ,GENE89,FCER1G,GENE93,C1QA,LAPTM5,AIF1,GENE96,GENE84,GENE83,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Myeloid cells,CL:0000763,Macrophages,CL:0000235,Macrophages,Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,myeloid cell,macrophage,0,0,2,0,0.6000,1.0000,1.0000,1.0000
166,166,166,166,166,166,1,Lung,0.5,"GENE82,GENE100,GNLY,GZMB,CTSW,CST7,CD7,CCL5,GENE88,NKG7,GZMA,GENE46,CCL4,GENE64,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,Natural Killer (NK) cells,CL:0000623,Lymphocytes,CL:0000542,Cytotoxic T cells,Natural Killer (NK) cells,CL:0000910,CL:0000623,cytotoxic t cell,natural killer cell,natural killer cell,lymphocyte,-1,0,0,3,1.0000,0.6250,0.4167,1.0000
167,167,167,167,167,167,1,Lung,0.5,"S100A14,GENE89,GENE72,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE24,GENE86,GENE96,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,Alveolar Type II cells,CL:0002063,Dendritic cells,CL:0000451,Alveolar type II cells,Alveolar cells,CL:0002063,CL:0000583,pulmonary alveolar type 2 cell,alveolar macrophage,pulmonary alveolar type 2 cell,dendritic cell,0,-1,0,-1,1.0000,0.2857,1.0000,0.2500
168,168,168,168,168,168,1,Lung,0.5,"CLEC14A,GENE54,ACKR1,GENE33,MGP,RAMP3,RAMP2,GENE25,IGFBP7,GENE11,VWF,GNG11,PECAM1,SPARCL1,GENE97",EC venous,vein endothelial cell,CL:0002543,Endothelial cells,CL:0000115,Basal cells,CL:0000646,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,basal cell,3,3,3,-1,0.5000,0.2222,0.5000,0.5000
169,169,169,169,169,169,1,Lung,0.5,"CD2,CD3D,IL32,GENE78,GENE37,GENE70,GENE14,CD69,CCL5,TRAC,GENE49,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T cells,CL:0000084,Ciliated cells,CL:0000064,T lymphocytes,T lymphocytes,CL:0000084,CL:0000084,T cell,T cell,t cell,ciliated cell,0,0,0,-1,1.0000,0.2857,1.0000,1.0000
170,170,170,170,170,170,1,Lung,0.5,"CLEC14A,TM4SF1,CLDN5,GENE35,GENE90,GENE74,GENE11,IFI27,SOX17,A2M,CRIP2,GENE6,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial Cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cells,Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3,0.5000,0.5000,0.5000,0.5000
171,171,171,171,171,171,1,Lung,0.5,"GENE82,CALD1,LUM,C1S,GENE62,BGN,MGP,GENE18,IGFBP7,GENE92,COL6A1,DCN,COL1A2,GENE29,SPARC",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,0,0,0,0,1.0000,1.0000,1.0000,1.0000
172,172,172,172,172,172,1,Lung,0.5,"GENE100,GENE50,GENE66,AGER,EMP2,GENE90,FXYD3,SFTA2,CEACAM6,ADIRF,GENE46,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,Alveolar Type I Cells,CL:0002062,Alveolar macrophages,CL:0000583,Alveolar type I cells,Alveolar cells,CL:0002062,CL:0000583,pulmonary alveolar type 1 cell,alveolar macrophage,pulmonary alveolar type 1 cell,alveolar macrophage,0,-1,0,-1,1.0000,0.2000,1.0000,0.2000
173,173,173,173,173,173,1,Lung,0.5,"RP11-356K23.1,GENE22,C12orf75,GENE15,GSTA1,CD24,GENE93,GENE35,FAM229B,TMEM231,RP11-295M3.4,C11orf97,C5orf49,SNTN,GENE41",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Club Cells,CL:0000158,Alveolar cells,CL:0000583,Cell type cannot be determined with provided markers,Breast epithelial cells,CL:0000968,CL:0002327,Be cell,mammary gland epithelial cell,club cell,alveolar macrophage,-1,-1,-1,-1,0.3750,0.2222,0.2222,0.5000
174,174,174,174,174,174,1,Lung,0.5,"GENE63,GENE8,LTB,MS4A1,GENE21,IGHA1,GENE90,IGLC2,CD79A,TSC22D3,IGKC,GENE43,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B Cells,CL:0000236,B cells,CL:0000236,Plasma cells,B cells,CL:0000786,CL:0000236,plasma cell,b cell,b cell,b cell,-1,0,0,0,1.0000,1.0000,0.6667,1.0000
175,175,175,175,175,175,1,Lung,0.5,"CXCL17,GENE22,GENE54,KRT7,GENE3,GENE93,BPIFB1,GENE40,CEACAM6,TACSTD2,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,Epithelial Cells,CL:0000066,Epithelial cells,CL:0000066,Alveolar type II cells,Secretory cells,CL:0002063,CL:0000151,pulmonary alveolar type 2 cell,secretory cell,epithelial cell,epithelial cell,-1,0,12,12,0.2500,0.2500,0.5000,1.0000
176,176,176,176,176,176,1,Lung,0.5,"CD14,S100A9,S100A8,FCER1G,GENE69,COTL1,GENE56,GENE17,LST1,AIF1,GENE29,GENE28,VCAN,S100A12,FCN1",Monocytes,monocyte,CL:0000576,Monocytes,CL:0000576,Neutrophils,CL:0000775,Monocytes,Monocytes,CL:0000576,CL:0000576,monocyte,monocyte,monocyte,neutrophil,0,0,0,-1,1.0000,0.5714,1.0000,1.0000
177,177,177,177,177,177,1,Lung,0.5,"TCN1,SELM,MARCKSL1,GENE61,GENE18,LTF,GENE60,ZG16B,GENE88,PIP,PIGR,GENE49,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,Epithelial Cells,CL:0000066,Basophils,CL:0000767,Pituitary Gland Cells,1. Paneth cell,CL:2000004,CL:0000510,pituitary gland cell,paneth cell,epithelial cell,basophil,-1,-1,12,-1,0.2500,0.1667,0.2000,0.5000
178,178,178,178,178,178,1,Lung,0.5,"CLEC14A,TM4SF1,CLDN5,AQP1,CDH5,GENE37,GENE14,IFI27,PECAM1,GENE75,SPARCL1,EGFL7,HYAL2,GENE55,GENE41",EC capillary,capillary endothelial cell,CL:0002144,Endothelial Cells,CL:0000115,Bronchial epithelial cells,CL:0002328,Vascular Endothelial Cells,2. Endothelial cell,CL:0002139,CL:0000115,endothelial cell of vascular tree,endothelial cell,endothelial cell,bronchial epithelial cell,3,2,2,-1,0.6000,0.2222,0.5714,0.6000
179,179,179,179,179,179,1,Lung,0.5,"SDPR,GENE9,TM4SF1,CLDN5,GENE89,CCL21,RAMP2,ECSCR,GENE40,IGFBP7,MMRN1,GNG11,GENE60,PPFIBP1,GENE73",Lymphatic EC mature,,,Endothelial Cells,CL:0000115,Vascular smooth muscle cells,CL:0000359,Lymphatic Endothelial Cells,3. Endothelial cell,CL:0002138,CL:0000115,endothelial cell of lymphatic vessel,endothelial cell,endothelial cell,vascular associated smooth muscle cell,-1,-1,-1,-1,0.2500,0.2000,0.2000,0.2500
180,180,180,180,180,180,1,Lung,0.5,"TFF3,SDPR,AKAP12,GENE39,CLDN5,TCF4,CCL21,GENE18,GENE10,IGFBP7,GENE17,GNG11,TIMP3,GENE75,TFPI",Lymphatic EC differentiating,,,Endothelial cells,CL:0000115,Clara cells,CL:0000158,Intestinal Epithelial Cells,4. Endothelial cell,CL:0002563,CL:0000115,intestinal epithelial cell,endothelial cell,endothelial cell,club cell,-1,-1,-1,-1,-1,-1,-1,-1
181,181,181,181,181,181,1,Lung,0.5,"GENE58,HLA-DQB1,GENE68,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,HLA-DPB1,GENE48,HLA-DRB1,HLA-DMA,GENE4,CORO1A,GENE16,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,Dendritic cells,CL:0000451,B cells,5. B cell,CL:0000236,CL:0000236,b cell,b cell,dendritic cell,dendritic cell,-1,-1,0,0,1.0000,1.0000,0.4444,0.4444
182,182,182,182,182,182,1,Lung,0.5,"CALD1,TPM2,CYR61,GENE40,MT1X,GENE53,CTGF,GPX3,IGFBP5,GENE77,GENE83,SPARCL1,GENE99,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,Mesenchymal cells,CL:0008019,Fibroblasts,CL:0000057,Smooth Muscle Cells,6. Fibroblast,CL:0000192,CL:0000057,smooth muscle cell,fibroblast,mesenchymal cell,fibroblast,-1,-1,-1,-1,0.4000,0.6000,0.3333,0.6000
183,183,183,183,183,183,1,Lung,0.5,"KIT,GENE55,VWA5A,C1orf186,CPA3,HPGDS,GENE3,GENE14,MS4A2,TPSB2,GENE29,TPSAB1,RGS13,GATA2,GENE83",Mast cells,mast cell,CL:0000097,Mast cells,CL:0000097,Mast cells,CL:0000097,Mast Cells,7. Mast cell,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
