,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation
388,Lung,1,1.0,"PRF1,GNLY,NKG7,KLRF1,CD247,FCGR3A,GZMB,KLRD1,PYHIN1,SPON2",Natural Killer,natural killer cell,CL:0000623,natural killer cell
389,Lung,1,1.0,"POU2AF1,DERL3,MZB1,MANF,XBP1,HSP90B1,SEC11C,PRDX4,TNFRSF17,SSR4",Plasma,plasma cell,CL:0000786,unidentified cell type
390,Lung,1,1.0,"LPCAT1,SFTPA2,SFTPA1,ABCA3,LAMP3,SLC34A2,SFTPD,NAPSA,SFTPC,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar type II cells
391,Lung,1,1.0,"VWA5A,GATA2,TPSAB1,CD44,CPA3,HDC,HPGDS,GRAP2,KIT,MS4A2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
392,Lung,1,1.0,"IFITM2,SAT1,FCGR3A,COTL1,RPS19,LST1,AIF1,RHOC,LILRB2,FCN1",CD16+ Monocyte,,,nonclassical monocyte
393,Lung,1,1.0,"RAMP3,EPAS1,CDC42EP1,CD81,BTNL9,CDH5,FCN3,NOSTRIN,PODXL,FLNB",Capillary,,,endothelial cell
394,Lung,1,1.0,"CD8B,GZMH,CD3D,CCL5,CD8A,NKG7,RPS27,CD3G,RPL34,GZMA",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T cell
395,Lung,1,1.0,"WFDC2,CEACAM6,DSTN,CYB5A,KIAA1324,SFTPB,C16orf89,SCGB3A2,CTSE,PIGR",Club,club cell,CL:0000158,pulmonary alveolar type 2 cell
396,Lung,1,1.0,"CALD1,COL1A2,COL1A1,LTBP1,ITGBL1,ASPN,COL6A3,POSTN,BGN,COL3A1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
397,Lung,1,1.0,"SEC61B,IRF7,PTPRE,IL3RA,TYROBP,PLD4,NPC2,GZMB,IRF4,PPP1R14B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
398,Lung,1,1.0,"BIRC5,KPNA2,H2AFZ,CDK1,TYMS,UBE2C,ANLN,TPX2,STMN1,NUSAP1",Proliferating Macrophage,,,unidentified cell type
399,Lung,1,1.0,"NUSAP1,TOP2A,CENPF,H2AFV,AURKB,HMGB2,BIRC5,UBE2C,SMC4,KIF2C",Proliferating NK/T,,,proliferating cell
400,Lung,1,1.0,"ZNF385D,VWF,SPRY1,EMCN,COL15A1,INHBB,ENPP2,PLVAP,POSTN,SPARCL1",Bronchial Vessel,,,endothelial cell
401,Lung,1,1.0,"SCGB3A1,MSMB,WFDC2,SCGB1A1,BPIFB1,MUC5B,RARRES1,LCN2,SLPI,SAA1",Mucous,,,club cell (Clara cell)
402,Lung,1,1.0,"PTPRB,VWF,PLA1A,LIFR,SLCO2A1,SRPX,CPE,TGM2,PRSS23,SELP",Vein,,,endothelial cell
403,Lung,1,1.0,"COL4A2,COL4A1,CHN1,COX4I2,LAMB1,TACC1,CALD1,LAMC3,PDGFRB,NID1",Pericyte,pericyte,CL:0000669,lung fibroblast
404,Lung,1,1.0,"CSRP1,DSTN,DES,PLN,TPM2,MYH11,ACTA2,MYL9,CNN1,CALD1",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
405,Lung,1,1.0,"PTPRB,EPAS1,HEY1,SEMA3G,ARGLU1,GJA5,DKK2,EFNB2,BMX,FBLN5",Artery,,,endothelial cell
406,Lung,1,1.0,"APP,CYP3A5,TBX2,HPGD,ESAM,CLDN5,STXBP6,EDNRB,EMCN,SOSTDC1",Capillary Aerocyte,,,endothelial cell
407,Lung,1,1.0,"EPAS1,WWTR1,IPO7,SH3BP5,RALA,PECAM1,SRSF11,VAT1,GALNT18,ACVRL1",Capillary Intermediate,,,endothelial cell
408,Lung,1,1.0,"CPXM1,OSR1,C3,CCDC71L,HAS1,C7,FGF7,MEDAG,WT1,STEAP1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,pulmonary alveolar type 2 cell
409,Lung,1,1.0,"GALNT9,MGARP,DSC3,C3,ALDH1A3,WT1,ITLN1,DMKN,PRG4,SLPI",Mesothelial,mesothelial cell,CL:0000077,goblet cell
410,Lung,1,1.0,"ACRBP,CMTM5,TUBB1,GRAP2,GP6,CABP5,PF4,GP9,TMEM40,ITGA2B",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",blood platelet
411,Lung,1,1.0,"LGALS1,CD2,CCL5,CD7,CXCR4,S100A6,GNLY,CEBPB,ZFP36L2,CTSW",Natural Killer T,,,mast cell
412,Lung,1,1.0,"RAMP1,SCX,FAM150A,CNN1,CST5,IGF1,MET,CSRP1,HSPB3,CLU",Fibromyocyte,,,Answer not found in database
413,Lung,1,1.0,"COX5A,CXCL17,TXN,AGR2,WFDC2,GABRP,S100P,FAM3D,PSCA,CLIC1",Goblet,goblet cell,CL:0000160,goblet cell
414,Lung,1,1.0,"TFF3,BSND,STAC2,ATP6V1B1,MFSD6L,ASCL3,HEPACAM2,TMPRSS11E,FOXI1,PHGR1",Ionocyte,ionocyte,CL:0005006,goblet cell
415,Lung,1,1.0,"SEC11C,PCSK1N,NENF,FAM46A,BEX1,SCGN,CHGA,CPE,PRDX2,EGR1",Neuroendocrine,neuroendocrine cell,CL:0000165,neuroendocrine cell
416,Lung,1,1.0,"PRR4,TESC,PRH2,LYZ,TCN1,PRB4,PRB3,ZG16B,LPO,PHB",Serous,serous secreting cell,CL:0000313,secretory cell
417,Lung,1,1.0,"CTSL,FCER1G,AIF1,C1QB,LYZ,C1QC,HLA-DRB1,LAPTM5,CTSZ,C1QA",Macrophages,macrophage,CL:0000235,macrophage
418,Lung,1,1.0,"NKG7,GNLY,GZMA,CCL4,PRF1,GZMB,CD7,CTSW,CCL5,CST7",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic T cell
419,Lung,1,1.0,"CYB5A,MUC1,SFTA3,NAPSA,PEBP4,S100A14,SFTA2,SLC39A8,SLC34A2,SFTPD",AT2,type II pneumocyte,CL:0002063,alveolar epithelial cell
420,Lung,1,1.0,"IGFBP7,SPARCL1,MGP,PECAM1,CLEC14A,VWF,RAMP3,GNG11,ACKR1,RAMP2",EC venous,vein endothelial cell,CL:0002543,endothelial cell
421,Lung,1,1.0,"CD69,CD3D,TRBC2,CD3E,CORO1A,TRAC,CD2,CCL5,IL32,CXCR4",T cell lineage,T cell,CL:0000084,T cell
422,Lung,1,1.0,"TM4SF1,GIMAP7,SOX17,A2M,CLDN5,CRIP2,CLEC14A,PECAM1,SPARCL1,IFI27",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
423,Lung,1,1.0,"MGP,DCN,BGN,SPARC,LUM,COL6A1,IGFBP7,C1S,CALD1,COL1A2",Fibroblasts,fibroblast,CL:0000057,fibroblast
424,Lung,1,1.0,"SFTA2,ADIRF,CEACAM6,AGER,EMP2,CAV1,TSPAN13,KRT7,HOPX,FXYD3",AT1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell
425,Lung,1,1.0,"TMEM231,FAM229B,C12orf75,C11orf97,RP11-295M3.4,RP11-356K23.1,SNTN,CD24,GSTA1,C5orf49",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,club cell
426,Lung,1,1.0,"MS4A1,CORO1A,IGLC2,IGKC,LTB,ISG20,CD37,TSC22D3,IGHA1,CD79A",B cell lineage,B cell,CL:0000236,B cell
427,Lung,1,1.0,"MUC1,PIGR,TACSTD2,KRT19,CEACAM6,CP,KRT7,CXCL17,WFDC2,BPIFB1",Secretory,secretory cell,CL:0000151,goblet cell
428,Lung,1,1.0,"S100A8,AIF1,S100A12,CD14,VCAN,FCER1G,LST1,FCN1,COTL1,S100A9",Monocytes,monocyte,CL:0000576,neutrophil
429,Lung,1,1.0,"SELM,PIP,TCN1,CCL28,AZGP1,LTF,PIGR,SEC11C,ZG16B,MARCKSL1",Submucosal Secretory,,,"goblet cell, club cell"
430,Lung,1,1.0,"HYAL2,CLEC14A,CDH5,TM4SF1,IFI27,PECAM1,AQP1,CLDN5,EGFL7,SPARCL1",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
431,Lung,1,1.0,"IGFBP7,CLDN5,CCL21,PPFIBP1,ECSCR,GNG11,TM4SF1,RAMP2,MMRN1,SDPR",Lymphatic EC mature,,,endothelial cell
432,Lung,1,1.0,"IGFBP7,TFF3,AKAP12,CLDN5,GNG11,CCL21,SDPR,TFPI,TIMP3,TCF4",Lymphatic EC differentiating,,,endothelial cell
433,Lung,1,1.0,"GPR183,HLA-DQA1,HLA-DPB1,MS4A6A,HLA-DRB1,HLA-DMA,HLA-DPA1,CORO1A,HLA-DQB1,ITGB2",Dendritic cells,dendritic cell,CL:0000451,dendritic cell
434,Lung,1,1.0,"PRELP,IGFBP5,TPM2,CTGF,SPARCL1,TAGLN,CYR61,CALD1,MT1X,GPX3",Myofibroblasts,myofibroblast cell,CL:0000186,lipofibroblast
435,Lung,1,1.0,"TPSB2,MS4A2,GATA2,C1orf186,VWA5A,RGS13,KIT,TPSAB1,HPGDS,CPA3",Mast cells,mast cell,CL:0000097,mast cell
436,Lung,1,1.0,"LMOD1,IGFBP7,DES,NEXN,PLN,SELM,ACTG2,FLNA,PPP1R14A,TPM2",Fibromyocytes,,,smooth muscle cell
437,Lung,1,1.0,"ARPC1A,EID1,COX20,TUBB,HMGN2,HMGN1,LSM2,MARCKS,ECSCR,S100A16",Lymphatic EC proliferating,,,mixed cell types
438,Lung,1,1.0,"FBXL7,LDB2,PPFIBP1,PKHD1L1,CD36,KALRN,MMRN1,ST6GALNAC3,TSHZ2,SEMA3A",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,pulmonary alveolar type 2 cell
439,Lung,1,1.0,"RBMS3,EMP2,LMO7,KHDRBS2,NTM,NCKAP5,RAB11FIP1,LAMA3,LIMCH1,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,fibroblast
440,Lung,1,1.0,"ABCA3,MACROD2,PDE4D,AUTS2,ERBB4,SFTPC,ANK3,ZNF385B,LRRK2,SFTPB",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
441,Lung,1,1.0,"XPR1,SSBP2,MACROD2,FAF1,GLIS3,EYA2,KRT17,TP63,RBMS3,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,epithelial cell
442,Lung,1,1.0,"DNAH12,LRRIQ1,CFAP54,C4orf22,STK33,HYDIN,AGBL4,CDHR3,DNAH7,TMEM232",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,ciliated epithelial cell
443,Lung,1,1.0,"NEDD4L,ERBB4,KIAA1324,MACROD2,SFTPB,SCGB3A2,BMPR1B,CDK14,KIAA1217,MECOM",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
444,Lung,1,1.0,"RALGPS2,DENND5B,ST6GAL1,MEF2C,FCHSD2,FBXW7,PLCG2,ARHGAP15,CREB3L2,PDK1",Immune (B cell),B cell,CL:0000236,Macrophages
445,Lung,1,1.0,"SKAP1,AOAH,PRKCH,ARHGAP15,FYN,B2M,CD247,KLRD1,PIP4K2A,PARP8",Immune (NK cell),natural killer cell,CL:0000623,natural_killer_cell
446,Lung,1,1.0,"SYTL3,THEMIS,BCL2,FYN,ARHGAP15,FKBP5,ITK,PARP8,PTPRC,SKAP1",Immune (T cell),T cell,CL:0000084,T-cell-like cell
447,Lung,1,1.0,"ZEB2,SLC11A1,TFRC,MSR1,PPARG,FMNL2,RNF149,PLXDC2,DOCK8,GPCPD1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,Not identifiable with provided markers
448,Lung,1,1.0,"TPSAB1,KIT,SLC24A3,SAMSN1,SRGN,ARHGAP15,FER,SYTL3,TPSB2,IL18R1",Immune (mast cell),mast cell,CL:0000097,mast cell
449,Lung,1,1.0,"INPP4B,LPP,CALD1,PRKG1,TPM1,MYH11,CACNA1C,EBF1,DMD,ACTA2",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
450,Lung,1,1.0,"CALCRL,EGFL7,PECAM1,TCF4,EPAS1,TIMP3,PTPRB,PTPRM,ST6GALNAC3,LDB2",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
451,Lung,1,1.0,"SLIT2,PLEKHH2,LSAMP,PLXDC2,LAMA2,RORA,RBMS3,PRKG1,ARHGAP6,ROBO2",Fibroblast,fibroblast,CL:0000057,fibroblast
452,Lung,1,1.0,"SRGN,PLXDC2,CD74,CHST11,ZEB2,SLC8A1,PIK3R5,CTSB,FKBP5,TBXAS1",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",myeloid dendritic cell
453,Lung,1,1.0,"ACSL1,PLIN2,G0S2,GHR,PLIN1,LPIN1,FOXO1,ADIPOQ,PPARG,EBF1",Adipocyte,fat cell,CL:0000136,adipocyte
454,Lung,1,1.0,"CAV1,HOPX,AGER,EMP2,PDPN",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar type 1 cell
455,Lung,1,1.0,"SFTPC,LAMP3,SLC34A2,SFTPB,NKX2-1",Alveolar Type II,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
456,Lung,1,1.0,"CD1c,CD24,CR2,FAS,CXCR3",B cell_memory,memory B cell,CL:0000787,dendritic cell
457,Lung,1,1.0,"TUBA1A,FOXJ1,DNAI1,DNAH5,CDHR3,FAM92B,HYDIN,DNAI2",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
458,Lung,1,1.0,"BPIFA1,SLPI,SCGB1A1,SCGB3A2,CYP2F2,SCGB3A1,MUC5B",Club Epithelial,club cell,CL:0000158,club cell
459,Lung,1,1.0,"HGF,DDR2,COL5A1,COL6A3,IL33,COL18A1,COL1A1,COL6A2,COL4A1,COL3A1,FBLN1,COL6A6,IL6,SLIT2,COL1A2,COL6A1,DCN,IGFBP3,NEGR1,VIM,CCN2,IGFBP5,FBN1,COL5A2,FN1",Fibroblast,fibroblast,CL:0000057,fibroblast
460,Lung,1,1.0,"FLT4,RELN,MMRN1,CCL21,LYVE1,PROX1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
461,Lung,1,1.0,"LYVE1,SLC11A1,MERTK,C1QA,LYZ,MR1,MS4A6A,MS4A4A,CD36,CD163,MSR1,CPM,CD74,CD163,PTPRC,RBPJ,MRC1,CSF1R,MS4A6A,CD68",Macrophage,macrophage,CL:0000235,macrophage
462,Lung,1,1.0,"KIT,FCER1A,CD69,HDC,TPSB2,TPSAB1",Mast Cell,mast cell,CL:0000097,mast cell
463,Lung,1,1.0,"ANPEP,MYO1B,PDGFRB,ACTA2,DES,MCAM,CSPG4,PDGFRB,ACTA2",Pericyte,pericyte,CL:0000669,fibroblast and muscle-associated cell type
464,Lung,1,1.0,"MYH11,ACTG2,DES,MYOCD,SMTN,TAGLN,VCL,MYL9,GUCY1A3,PALLD,CNN1,ACTA2,GUCY1B3,ACTN1",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
465,Lung,1,1.0,"CD3G,CD3D,THEMIS,TRBC1,TRAC,SKAP1,NKG7,CD3E,IL7R,PTPRC,CD247,CD69,CD96",T cell,T cell,CL:0000084,T cell
466,Lung,1,1.0,"VWF,PTPRB,CD300LG,RAMP3,EPHB4,NOSTRIN,BACE2,PECAM1,CLDN5,LDB2",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
467,Lung,1,1.0,"SFTPA2,SFTA2,SFTPD,NAPSA,SLC34A2,SFTPA1,MUC1,HOPX,SFTPB,PGC",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell
468,Lung,1,1.0,"OLAH,S100A12,MTND5P32,MMP25,FCGR3B,CXCR2,CD177,MGAM,PROK2,IL1R2",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
469,Lung,1,1.0,"IL32,CXCR4,CD3E,CD2,TRAC,IL7R,TRBC2,CD3G,CD3D,CD69","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
470,Lung,1,1.0,"CCL5,CD3E,CD2,IL32,CCL4,CD3D,GZMA,GNLY,NKG7,KLRD1","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,T cell
471,Lung,1,1.0,"GZMA,CD247,GZMB,PRF1,CST7,FGFBP2,GNLY,KLRF1,KLRD1,KLRB1",nk cell,natural killer cell,CL:0000623,natural killer cell
472,Lung,1,1.0,"CYTL1,PLVAP,ADAMTS4,ZNF385D,EXOC3L2,CCL14,POSTN,NEURL1B,RBP5,SELE",bronchial vessel endothelial cell,,,pulmonary alveolar type 2 cell
473,Lung,1,1.0,"FOXC2,ADRA2C,AC100803.2,JPH2,DES,HSPB6,CNN1,MYH11,CCN5,ACTG2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
474,Lung,1,1.0,"C1S,C1R,MGP,MFAP5,MFAP4,FBLN1,PLA2G2A,IGFBP6,DCN,SERPINF1",adventitial cell,adventitial cell,CL:0002503,fibroblast
475,Lung,1,1.0,"APOC1,C1QA,FABP4,MARCO,APOE,C1QB,VSIG4,ACP5,MS4A7,MRC1",macrophage,macrophage,CL:0000235,macrophage
476,Lung,1,1.0,"RHEX,CD69,VWA5A,MS4A2,HPGDS,GATA2,TPSB2,KIT,CPA3,TPSAB1",basophil,basophil,CL:0000767,mast cell
477,Lung,1,1.0,"CD300E,S100A8,S100A9,COTL1,VSIR,FCN1,FGL2,VCAN,S100A12,MNDA",classical monocyte,classical monocyte,CL:0000860,monocyte
478,Lung,1,1.0,"SERPINE2,CXCL12,MMRN2,GJA5,PTPRB,NOS1,SSTR1,DKK2,SOX17,NPR3",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell
479,Lung,1,1.0,"CAPS,RSPH1,C1orf194,TMEM190,TSPAN1,TPPP3,PIFO,C9orf24,C11orf88,C20orf85",lung ciliated cell,lung ciliated cell,CL:1000271,multiciliated epithelial cell
480,Lung,1,1.0,"PKIB,CST7,CLEC10A,FCER1A,FCGR2B,GPR183,CLEC5A,CD1C,S100B,CD1E",dendritic cell,dendritic cell,CL:0000451,dendritic cell
481,Lung,1,1.0,"BPIFB1,CP,LCN2,MSMB,SCGB3A1,WFDC2,SERPINB3,SCGB1A1,TSPAN1,TFF3",respiratory goblet cell,respiratory goblet cell,CL:0002370,club_cell
482,Lung,1,1.0,"ALDH3A1,KRT17,KRT19,PERP,KRT5,IGFBP2,MIR205HG,KRT15,S100A2,TACSTD2",basal cell,basal cell,CL:0000646,basal epithelial cell
483,Lung,1,1.0,"CD79A,IGHG2,IGHA2,TNFRSF17,IGHG3,IGHG4,MZB1,SPAG4,JCHAIN,DERL3",plasma cell,plasma cell,CL:0000786,plasma cell
484,Lung,1,1.0,"BLK,VPREB3,MS4A1,LINC01781,CD19,IGHM,CD79A,TNFRSF13C,PAX5,TNFRSF13B",b cell,B cell,CL:0000236,B cell
485,Lung,1,1.0,"PRB3,PRR4,LPO,SLC5A1,LINC01829,C6orf58,ANO1,TTYH1,PRB1,TCN1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
486,Lung,1,1.0,"FCGR3A,MS4A6A,RNASE6,AIF1,CSF1R,CD163,HCLS1,LST1,MAFB,FGL2",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage
487,Lung,1,1.0,"TIMP3,FCN3,RAMP2,CALCRL,CLDN5,FAM107A,LRRC32,VWF,MT1M,SLC6A4",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
488,Lung,1,1.0,"EMCN,HPGD,IL1RL1,CA4,RAMP2,SPARCL1,TIMP3,EDNRB,CLDN5,GNG11",capillary aerocyte,,,endothelial cell
489,Lung,1,1.0,"ITLN2,SCEL,RTKN2,NCKAP5,UPK3B,MYRF,MS4A15,PKDCC,ST6GALNAC5,NTM",type i pneumocyte,type I pneumocyte,CL:0002062,unidentified/mixed cell type
490,Lung,1,1.0,"VWF,LIFR,SPARCL1,RAMP3,ACKR1,PRSS23,CLU,TIMP3,C7,IGFBP7",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell
491,Lung,1,1.0,"C1S,DCN,LUM,ADH1B,FBLN1,MFAP4,C7,PTGDS,RARRES2,MGP",alveolar fibroblast,,,fibroblast
492,Lung,1,1.0,"GPR182,SEMA3D,CCL21,HOXD9,FOXC2,SCN3B,PROX1,RELN,MMRN1,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
493,Lung,1,1.0,"LMOD1,PLN,CNN1,ACTG2,DES,PPP1R14A,MYH11,PLAC9,CRYAB,CARMN",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
494,Lung,1,1.0,"AL357143.1,LAMP5,MZB1,LILRA4,SPIB,PLD4,FAM129C,SCT,CLEC4C,AL139020.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,goblet cell
495,Lung,1,1.0,"NEDD4L,GPRC5A,FOLR1,SFTPB,ELF3,PIGR,SCGB3A2,CEACAM6,CYP2B7P,WFDC2",club cell,club cell,CL:0000158,"pulmonary alveolar type 2 cell, club cell"
496,Lung,1,1.0,"SPARCL1,NPDC1,C7,LIFR,PLVAP,CLDN5,VWF,CLU,IGFBP7,ACKR1",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell
497,Lung,1,1.0,"BGN,CCN5,COX4I2,MYH11,GJA4,PRELP,PDGFRB,LMOD1,C2orf40,PPP1R14A",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,capillary endothelial cell
498,Lung,1,1.0,"LINC01902,MKRN9P,KCTD8,PLPPR4,AC005821.1,LRRC38,RSPO1,GPR1,SYT4,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,cell_type_name
499,Lung,1,1.0,"NDUFA4L2,INMT,TPM2,PDGFRB,HIGD1B,KCNK3,PPP1R14A,BGN,RGN,COX4I2",pericyte cell,pericyte,CL:0000669,pulmonary fibroblast
