,Unnamed: 0,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation,RAG_aggrement_modified,RAG_aggrement_modified_new,RAG_clid,RAG_clname,manual_clid,manual_clname
413,413,Lung,1,1.0,"GENE39,COX5A,GENE98,GENE34,WFDC2,PSCA,TXN,GENE12,FAM3D,GENE13,CXCL17,AGR2,GENE5,GENE56,GENE14,GABRP,CLIC1,S100P,GENE3,GENE92",Goblet,goblet cell,CL:0000160,pulmonary alveolar type 2 cell,-1,0.4286,CL:0000160,goblet cell,CL:0002063,pulmonary alveolar type 2 cell
414,414,Lung,1,1.0,"TMPRSS11E,GENE90,GENE16,GENE12,STAC2,GENE6,ASCL3,GENE47,GENE52,BSND,GENE54,GENE5,HEPACAM2,GENE42,MFSD6L,TFF3,PHGR1,GENE66,FOXI1,ATP6V1B1",Ionocyte,ionocyte,CL:0005006,goblet cell,-1,0.6000,CL:0005006,ionocyte,CL:0000160,goblet cell
415,415,Lung,1,1.0,"GENE61,FAM46A,GENE70,NENF,BEX1,GENE16,PCSK1N,EGR1,GENE15,PRDX2,GENE18,CPE,GENE50,GENE93,GENE11,GENE5,GENE21,CHGA,SCGN,SEC11C",Neuroendocrine,neuroendocrine cell,CL:0000165,pulmonary alveolar type 2 cell,-1,0.3333,CL:0000165,neuroendocrine cell,CL:0002063,pulmonary alveolar type 2 cell
416,416,Lung,1,1.0,"GENE19,LPO,LYZ,GENE68,GENE40,ZG16B,PRH2,GENE18,PRB4,GENE78,GENE35,GENE57,GENE87,TESC,GENE29,GENE84,PRR4,TCN1,PRB3,PHB",Serous,serous secreting cell,CL:0000313,serous secreting cell,"{'CL:0000313': 0, 'CL:0019001': 1, 'CL:4042016': 1, 'UBERON:0000409': 1, 'UBERON:0013232': 1, 'CL:1000330': 2, 'CL:1000331': 2, 'CL:1000332': 2, 'CL:1000333': 2, 'CL:4033005': 2, 'UBERON:0000017': 2, 'UBERON:0007794': 2, 'UBERON:0001263': 2, 'CL:1001433': 3, 'GO:0031017': 3, 'UBERON:0001264': 3, 'UBERON:0004793': 3, 'UBERON:0007324': 3, 'UBERON:0007329': 3, 'UBERON:0013697': 3, 'UBERON:0015280': 3, 'UBERON:0015281': 3, 'UBERON:0001090': 3, 'UBERON:0001268': 3, 'UBERON:0002409': 3, 'CL:0002064': 3, 'CL:0002080': 3, 'CL:0002079': 4, 'CL:1000322': 4, 'CL:1001599': 4, 'CL:0000083': 4, 'CL:0002410': 4, 'CL:0002574': 4, 'GO:0031016': 4, 'GO:0061113': 4, 'UBERON:0000016': 4, 'UBERON:0000326': 4, 'UBERON:0001978': 4, 'UBERON:0002527': 4, 'UBERON:0003921': 4, 'UBERON:0004795': 4, 'UBERON:0009708': 4, 'UBERON:0009709': 4, 'UBERON:0009752': 4, 'UBERON:0014726': 4, 'UBERON:0018234': 4, 'UBERON:0018235': 4, 'UBERON:0039261': 4, 'UBERON:0001064': 4, 'UBERON:0009970': 4, 'CL:0002301': 4, 'UBERON:0007616': 4, 'UBERON:0001074': 4, 'CL:0008024': 5, 'GO:0072343': 5, 'GO:0031018': 5, 'GO:0061114': 5, 'UBERON:0000006': 5, 'UBERON:0004792': 5, 'UBERON:0003922': 5, 'UBERON:0010375': 5, 'UBERON:0010376': 5, 'UBERON:0001174': 5, 'GO:0002941': 5, 'UBERON:0001484': 5, 'UBERON:0002018': 5, 'UBERON:0011233': 5, 'UBERON:0002406': 5, 'CL:0000169': 6, 'CL:0000171': 6, 'CL:0000173': 6, 'CL:0002275': 6, 'CL:0005019': 6, 'GO:2000229': 6, 'GO:2000230': 6, 'GO:2000231': 6, 'GO:0003309': 6, 'GO:0003310': 6, 'GO:0003311': 6, 'GO:0003312': 6, 'GO:0090104': 6, 'GO:0061130': 6, 'UBERON:0003923': 6, 'UBERON:0003924': 6, 'UBERON:0001152': 6, 'UBERON:0001175': 6, 'UBERON:0004913': 6, 'UBERON:0004939': 6, 'UBERON:0005000': 6, 'UBERON:0005171': 6, 'GO:1901645': 6, 'GO:1901646': 6, 'GO:1901647': 6, 'UBERON:0002217': 6, 'UBERON:0011960': 6, 'CL:0002302': 6, 'UBERON:0000304': 6, 'UBERON:0002357': 6, 'UBERON:0002407': 6, 'UBERON:0037144': 6, 'GO:0003323': 7, 'GO:0044342': 7, 'GO:0072560': 7, 'GO:0097050': 7, 'GO:0003322': 7, 'GO:0003324': 7, 'GO:0003325': 7, 'GO:0090105': 7, 'GO:2000226': 7, 'GO:2000227': 7, 'GO:2000228': 7, 'GO:0035628': 7, 'UBERON:0004926': 7, 'UBERON:0004988': 7, 'UBERON:0006242': 7, 'UBERON:0039222': 7, 'GO:0061011': 7, 'UBERON:0004058': 7, 'UBERON:0004940': 7, 'UBERON:0005001': 7, 'UBERON:0010081': 7, 'UBERON:0004915': 7, 'UBERON:0001176': 7, 'UBERON:0001177': 7, 'UBERON:0004834': 7, 'UBERON:0005604': 7, 'CL:0000214': 7, 'UBERON:0000220': 7, 'UBERON:0007617': 7, 'UBERON:0010996': 7, 'UBERON:0011107': 7, 'UBERON:0011108': 7, 'UBERON:0011120': 7, 'UBERON:0011139': 7, 'UBERON:0011171': 7, 'UBERON:0036248': 7, 'GO:0002932': 7, 'UBERON:0011234': 7, 'UBERON:0036553': 7, 'UBERON:0002408': 7, 'UBERON:0002425': 7, 'UBERON:0007188': 7, 'CL:2000068': 7, 'GO:0003344': 7, 'GO:0060039': 7, 'UBERON:0002359': 7, 'UBERON:0003388': 7, 'UBERON:0004271': 7, 'UBERON:0004784': 7, 'UBERON:0036328': 7, 'GO:2000074': 8, 'GO:2000077': 8, 'GO:2000078': 8, 'GO:0061469': 8, 'GO:1904691': 8, 'GO:1904692': 8, 'GO:2000674': 8, 'GO:2000675': 8, 'GO:2000676': 8, 'UBERON:0002110': 8, 'UBERON:0001246': 8, 'UBERON:0004941': 8, 'UBERON:0005002': 8, 'UBERON:0004942': 8, 'UBERON:0005003': 8, 'CL:1001607': 8, 'UBERON:0001469': 8, 'UBERON:0001470': 8, 'UBERON:0003692': 8, 'UBERON:0001485': 8, 'UBERON:0001487': 8, 'UBERON:0001488': 8, 'UBERON:0001489': 8, 'UBERON:0001490': 8, 'UBERON:0006658': 8, 'UBERON:0009559': 8, 'UBERON:0035815': 8, 'GO:0061032': 8, 'UBERON:0002348': 8, 'UBERON:0015129': 8, 'UBERON:0015128': 8, 'UBERON:0006670': 8, 'UBERON:0001081': 8, 'UBERON:0001083': 8, 'UBERON:0036285': 8, 'UBERON:0036286': 8, 'CL:1000415': 9, 'CL:2000069': 9, 'GO:0061010': 9, 'UBERON:0002029': 9, 'UBERON:0004240': 9, 'UBERON:0004783': 9, 'UBERON:0005033': 9, 'UBERON:0035267': 9, 'UBERON:0036343': 9, 'UBERON:0001173': 9, 'CL:0000742': 9, 'CL:2000007': 9, 'UBERON:0001105': 9, 'UBERON:0011875': 9, 'UBERON:0000976': 9, 'UBERON:0006292': 9, 'UBERON:0006849': 9, 'UBERON:0002446': 9, 'UBERON:0006256': 9, 'UBERON:0011088': 9, 'UBERON:0012080': 9, 'UBERON:0003696': 9, 'UBERON:0007721': 9, 'UBERON:0008447': 9, 'UBERON:0011118': 9, 'UBERON:0011133': 9, 'UBERON:0011972': 9, 'UBERON:0011980': 9, 'UBERON:0001491': 9, 'UBERON:0003695': 9, 'UBERON:0007722': 9, 'UBERON:0011119': 9, 'UBERON:0011131': 9, 'UBERON:0011132': 9, 'UBERON:0004099': 9, 'UBERON:0006224': 9, 'UBERON:0009767': 9, 'UBERON:0009768': 9, 'CL:0011019': 9, 'CL:1000309': 9, 'GO:1905223': 9, 'UBERON:0001082': 9, 'UBERON:0006239': 9, 'UBERON:0009712': 9, 'UBERON:0009713': 9, 'UBERON:0004126': 9, 'UBERON:0006566': 9, 'UBERON:0006567': 9, 'UBERON:0018649': 9, 'UBERON:0036288': 9, 'UBERON:0036289': 9, 'CL:1001592': 10, 'UBERON:0004781': 10, 'UBERON:0002294': 10, 'UBERON:0002394': 10, 'UBERON:0004938': 10, 'UBERON:0004999': 10, 'UBERON:0001476': 10, 'UBERON:0002381': 10, 'UBERON:0008255': 10, 'UBERON:0008256': 10, 'UBERON:0010843': 10, 'UBERON:0010844': 10, 'UBERON:0010905': 10, 'UBERON:0010948': 10, 'UBERON:0001112': 10, 'UBERON:0002498': 10, 'UBERON:0004109': 10, 'UBERON:0004382': 10, 'UBERON:0004652': 10, 'UBERON:0006245': 10, 'UBERON:0006246': 10, 'UBERON:0013749': 10, 'UBERON:0016884': 10, 'UBERON:0001125': 10, 'UBERON:0002497': 10, 'UBERON:0006290': 10, 'UBERON:0006291': 10, 'UBERON:0006657': 10, 'UBERON:0007171': 10, 'UBERON:0007172': 10, 'UBERON:0018667': 10, 'UBERON:0034908': 10, 'UBERON:0000981': 10, 'UBERON:0012081': 10, 'UBERON:0009551': 10, 'CL:1000310': 10, 'CL:1000311': 10, 'GO:0003222': 10, 'UBERON:0005064': 10, 'UBERON:0005066': 10, 'UBERON:0036290': 10, 'UBERON:0036291': 10, 'GO:0003229': 10, 'GO:0055010': 10, 'UBERON:0002353': 10, 'UBERON:0002354': 10, 'UBERON:0003381': 10, 'UBERON:0003382': 10, 'UBERON:0003452': 10, 'UBERON:0004146': 10, 'UBERON:0005986': 10, 'UBERON:0005987': 10, 'UBERON:8000009': 10, 'UBERON:0002423': 11, 'UBERON:0034932': 11, 'CL:1000488': 11, 'GO:0061009': 11, 'UBERON:0003703': 11, 'UBERON:0003704': 11, 'UBERON:0004820': 11, 'UBERON:0015485': 11, 'UBERON:8410003': 11, 'UBERON:0004500': 11, 'UBERON:0004510': 11, 'UBERON:0000975': 11, 'UBERON:0002011': 11, 'UBERON:0002089': 11, 'UBERON:0002380': 11, 'GO:0035993': 11, 'UBERON:0004411': 11, 'UBERON:0001467': 11, 'UBERON:0003461': 11, 'UBERON:0007173': 11, 'UBERON:0007174': 11, 'UBERON:0007175': 11, 'UBERON:0005461': 11, 'CL:2000057': 11, 'CL:2000079': 11, 'UBERON:0004384': 11, 'UBERON:0006234': 11, 'UBERON:0006862': 11, 'UBERON:0010129': 11, 'UBERON:0010720': 11, 'UBERON:0011645': 11, 'UBERON:0004300': 11, 'UBERON:0009552': 11, 'UBERON:0009553': 11, 'UBERON:0009564': 11, 'GO:0003225': 11, 'GO:0003227': 11, 'GO:0003164': 11, 'GO:0003165': 11, 'GO:0003166': 11, 'GO:0003220': 11, 'GO:0003221': 11, 'CL:0010005': 11, 'UBERON:0004525': 11, 'UBERON:0004526': 11, 'CL:0010007': 11, 'CL:1000370': 11, 'CL:1000375': 11, 'CL:1000371': 11, 'GO:0061008': 12, 'UBERON:0002107': 12, 'UBERON:0004912': 12, 'CL:0002538': 12, 'CL:0019020': 12, 'GO:0061017': 12, 'GO:1902488': 12, 'GO:1990705': 12, 'UBERON:0001282': 12, 'GO:0035622': 12, 'UBERON:0004822': 12, 'UBERON:0001279': 12, 'UBERON:0004823': 12, 'CL:0009013': 12, 'CL:2000077': 12, 'UBERON:0000398': 12, 'UBERON:0002237': 12, 'UBERON:0010949': 12, 'UBERON:8410080': 12, 'UBERON:0004509': 12, 'UBERON:4200172': 12, 'UBERON:0000985': 12, 'UBERON:0001394': 12, 'UBERON:0001460': 12, 'UBERON:0001482': 12, 'UBERON:0001483': 12, 'UBERON:0003233': 12, 'UBERON:0003322': 12, 'UBERON:0003436': 12, 'UBERON:0003579': 12, 'UBERON:0004476': 12, 'UBERON:0001100': 12, 'UBERON:0004412': 12, 'UBERON:0006865': 12, 'UBERON:0000979': 12, 'UBERON:0001446': 12, 'UBERON:0003823': 12, 'UBERON:0009879': 12, 'UBERON:0015004': 12, 'UBERON:0015013': 12, 'UBERON:0003865': 12, 'UBERON:0003867': 12, 'UBERON:0004301': 12, 'UBERON:0009565': 12, 'UBERON:0009567': 12, 'UBERON:0001705': 12, 'GO:0060932': 12, 'GO:0003168': 12, 'GO:0003167': 12, 'CL:1000481': 12, 'CL:1000484': 12, 'GO:0086043': 12, 'GO:0060933': 12, 'CL:1000368': 12, 'CL:1000369': 12, 'CL:1000374': 12, 'GO:0001889': 13, 'CL:0000182': 13, 'CL:0000632': 13, 'CL:0000684': 13, 'CL:0002195': 13, 'CL:0002196': 13, 'CL:0002353': 13, 'CL:2000055': 13, 'GO:0002384': 13, 'GO:0072576': 13, 'UBERON:0001113': 13, 'UBERON:0001143': 13, 'UBERON:0001193': 13, 'UBERON:0001247': 13, 'UBERON:0001280': 13, 'UBERON:0001639': 13, 'UBERON:0001640': 13, 'UBERON:0001970': 13, 'UBERON:0003894': 13, 'UBERON:0006877': 13, 'UBERON:0010183': 13, 'UBERON:0010194': 13, 'UBERON:0013139': 13, 'UBERON:0015796': 13, 'UBERON:0016478': 13, 'UBERON:0016479': 13, 'UBERON:8400005': 13, 'UBERON:8400021': 13, 'UBERON:8400023': 13, 'GO:1904192': 13, 'GO:1904193': 13, 'GO:1904194': 13, 'GO:1904054': 13, 'GO:1904055': 13, 'GO:1904056': 13, 'CL:0009100': 13, 'CL:0019021': 13, 'UBERON:8400006': 13, 'UBERON:8400008': 13, 'UBERON:0001397': 13, 'CL:2000015': 13, 'UBERON:0001461': 13, 'UBERON:0002386': 13, 'UBERON:0002427': 13, 'UBERON:0003433': 13, 'UBERON:0003460': 13, 'UBERON:0003507': 13, 'UBERON:0003573': 13, 'UBERON:0003822': 13, 'UBERON:0004474': 13, 'UBERON:0006863': 13, 'UBERON:0000313': 13, 'UBERON:0004383': 13, 'UBERON:0010850': 13, 'UBERON:0011112': 13, 'UBERON:0013280': 13, 'UBERON:0013750': 13, 'UBERON:0004388': 13, 'UBERON:0010852': 13, 'UBERON:0013279': 13, 'UBERON:0016928': 13, 'UBERON:0018673': 13, 'UBERON:0004218': 13, 'UBERON:0004251': 13, 'UBERON:0004261': 13, 'UBERON:0004264': 13, 'UBERON:0004270': 13, 'UBERON:0004454': 13, 'UBERON:0005229': 13, 'UBERON:0005259': 13, 'UBERON:0006067': 13, 'UBERON:0010545': 13, 'UBERON:0015050': 13, 'UBERON:0017261': 13, 'UBERON:0010849': 13, 'UBERON:0010851': 13, 'UBERON:0011979': 13, 'UBERON:0011976': 13, 'UBERON:0003864': 13, 'UBERON:0003866': 13, 'GO:0035878': 13, 'UBERON:0008198': 13, 'CL:1000372': 13, 'CL:1000373': 13, 'GO:0098905': 13, 'GO:0060344': 14, 'GO:0070365': 14, 'CL:0019026': 14, 'CL:0019028': 14, 'CL:0019029': 14, 'GO:0036333': 14, 'GO:0097284': 14, 'UBERON:0004647': 14, 'GO:0035733': 14, 'GO:0061521': 14, 'GO:0061868': 14, 'GO:1990922': 14, 'CL:0002571': 14, 'CL:0002357': 14, 'GO:0072575': 14, 'UBERON:0001114': 14, 'UBERON:0001115': 14, 'UBERON:0001281': 14, 'UBERON:0011955': 14, 'UBERON:0011956': 14, 'UBERON:0015480': 14, 'UBERON:0015481': 14, 'UBERON:0015482': 14, 'UBERON:0001171': 14, 'UBERON:0001172': 14, 'UBERON:0005221': 14, 'UBERON:0005222': 14, 'UBERON:8400024': 14, 'CL:0009094': 14, 'UBERON:0001138': 14, 'UBERON:0003713': 14, 'UBERON:0001194': 14, 'UBERON:0005436': 14, 'UBERON:0008835': 14, 'UBERON:0006841': 14, 'UBERON:8400001': 14, 'UBERON:8400002': 14, 'UBERON:8400003': 14, 'UBERON:8400007': 14, 'UBERON:0001517': 14, 'UBERON:0003229': 14, 'UBERON:0003318': 14, 'UBERON:0003574': 14, 'UBERON:0003247': 14, 'UBERON:0003327': 14, 'UBERON:0003403': 14, 'UBERON:0004216': 14, 'UBERON:0004259': 14, 'UBERON:0004268': 14, 'UBERON:0004452': 14, 'UBERON:0004487': 14, 'UBERON:0010703': 14, 'UBERON:0004263': 14, 'UBERON:0001493': 14, 'UBERON:0004217': 14, 'UBERON:0003466': 14, 'UBERON:0004250': 14, 'UBERON:0004260': 14, 'UBERON:0004269': 14, 'UBERON:0005228': 14, 'UBERON:0005258': 14, 'UBERON:0014791': 14, 'UBERON:0015053': 14, 'UBERON:0001499': 14, 'UBERON:0007119': 14, 'UBERON:0008772': 14, 'UBERON:0008775': 14, 'UBERON:0007318': 14, 'UBERON:0001512': 14, 'UBERON:0003446': 14, 'UBERON:0003596': 14, 'UBERON:0010695': 14, 'UBERON:0004256': 14, 'UBERON:0000983': 14, 'UBERON:0001448': 14, 'UBERON:0010696': 14, 'UBERON:0001447': 14, 'UBERON:0010540': 14, 'UBERON:0010541': 14, 'UBERON:0015081': 14, 'UBERON:0011978': 14, 'UBERON:0011975': 14, 'CL:4033056': 14, 'GO:0070366': 15, 'GO:0070367': 15, 'GO:0070368': 15, 'GO:1903943': 15, 'GO:1903944': 15, 'GO:1903945': 15, 'GO:2000489': 15, 'GO:2000490': 15, 'GO:2000491': 15, 'GO:0061869': 15, 'GO:0061870': 15, 'GO:0061871': 15, 'GO:1904897': 15, 'GO:1904898': 15, 'GO:1904899': 15, 'UBERON:0009549': 15, 'UBERON:0009548': 15, 'CL:0000091': 15, 'CL:0002505': 15, 'CL:0002506': 15, 'CL:1000398': 15, 'CL:2000054': 15, 'UBERON:0014400': 15, 'UBERON:0001216': 15, 'UBERON:0001217': 15, 'UBERON:0001218': 15, 'UBERON:8410018': 15, 'UBERON:0001215': 15, 'UBERON:0010400': 15, 'UBERON:0010399': 15, 'UBERON:0008836': 15, 'CL:0019022': 15, 'CL:4033061': 15, 'UBERON:0001518': 15, 'UBERON:0003230': 15, 'UBERON:0003319': 15, 'UBERON:0003434': 15, 'UBERON:0003575': 15, 'UBERON:0009880': 15, 'UBERON:0004254': 15, 'UBERON:0002442': 15, 'UBERON:0004255': 15, 'UBERON:0001356': 15, 'UBERON:7500062': 15, 'UBERON:0001363': 15, 'UBERON:0001547': 15, 'UBERON:8480068': 15, 'UBERON:0001549': 15, 'UBERON:0015036': 15, 'UBERON:0003868': 15, 'UBERON:0004389': 15, 'UBERON:0013774': 15, 'UBERON:0012356': 15, 'UBERON:0015030': 15, 'UBERON:0011679': 15, 'UBERON:0015082': 15, 'UBERON:0015083': 15, 'UBERON:0001219': 16, 'UBERON:0039228': 16, 'UBERON:8410017': 16, 'UBERON:0003910': 16, 'UBERON:0006213': 16, 'UBERON:0006214': 16, 'UBERON:0010544': 16, 'UBERON:0015049': 16, 'UBERON:0001550': 16, 'UBERON:0008783': 16, 'UBERON:0010687': 16, 'UBERON:0010697': 16, 'UBERON:0011974': 16, 'UBERON:0004415': 16, 'UBERON:0001449': 16, 'UBERON:0010585': 16, 'UBERON:0010685': 16, 'UBERON:0001435': 17, 'UBERON:0002374': 17, 'UBERON:0004453': 17, 'UBERON:0010688': 17, 'UBERON:0015078': 17, 'UBERON:0013121': 17, 'UBERON:0001480': 18, 'UBERON:0002234': 18, 'UBERON:0004390': 18, 'UBERON:0013752': 18, 'UBERON:0015042': 18, 'UBERON:0012355': 18, 'UBERON:0015024': 18, 'UBERON:0015079': 18, 'UBERON:0015080': 18, 'UBERON:0011977': 19, 'UBERON:0004416': 19, 'UBERON:0010698': 19, 'UBERON:0010699': 19, 'UBERON:0001436': 19, 'UBERON:0010586': 19, 'UBERON:0010686': 19, 'UBERON:0004387': 20, 'UBERON:0004414': 21}",-1,,,CL:0000313,serous secreting cell
417,417,Lung,1,1.0,"GENE39,LYZ,C1QA,AIF1,CTSZ,GENE51,GENE100,FCER1G,GENE18,C1QC,C1QB,GENE57,LAPTM5,GENE87,GENE17,GENE97,CTSL,GENE36,HLA-DRB1,GENE83",Macrophages,macrophage,CL:0000235,macrophage,0,1.0000,CL:0000235,macrophage,CL:0000235,macrophage
418,418,Lung,1,1.0,"GENE90,CST7,GZMA,CD7,GENE51,GZMB,NKG7,GENE20,GENE22,CTSW,GENE87,GENE49,GENE74,CCL4,GENE31,PRF1,GNLY,GENE60,CCL5,GENE81",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic T cell,-1,0.5000,CL:0001065,innate lymphoid cell,CL:0000910,cytotoxic t cell
419,419,Lung,1,1.0,"SLC34A2,GENE28,SFTPD,GENE75,S100A14,GENE100,GENE6,NAPSA,MUC1,SFTA3,GENE22,GENE35,SFTA2,SLC39A8,GENE74,GENE4,PEBP4,GENE59,CYB5A,GENE48",AT2,type II pneumocyte,CL:0002063,alveolar type II cell,0,1.0000,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell
420,420,Lung,1,1.0,"GENE1,GENE39,GENE30,GENE27,GENE90,IGFBP7,VWF,GENE51,RAMP3,GENE46,GENE24,GENE97,CLEC14A,ACKR1,MGP,RAMP2,GENE25,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial Cell,-1,0.3333,CL:0000577,type EC enteroendocrine cell,CL:0000115,endothelial cell
421,421,Lung,1,1.0,"GENE27,IL32,CORO1A,TRAC,CD3E,CD2,GENE65,CD3D,GENE67,GENE24,GENE56,GENE71,GENE85,GENE76,CXCR4,GENE72,CD69,CCL5,GENE81,TRBC2",T cell lineage,T cell,CL:0000084,T cell,3,0.2000,CL:0002425,early T lineage precursor,CL:0000084,t cell
422,422,Lung,1,1.0,"GENE8,IFI27,GENE32,GENE88,GIMAP7,GENE73,GENE18,GENE46,TM4SF1,CLDN5,CRIP2,GENE85,GENE42,GENE14,CLEC14A,SOX17,A2M,PECAM1,SPARCL1,GENE83",EC arterial,endothelial cell of artery,CL:1000413,Endothelial cells,4,0.4286,CL:4047006,fetal artery endothelial cell,CL:0000115,endothelial cell
423,423,Lung,1,1.0,"GENE26,C1S,LUM,BGN,GENE40,IGFBP7,GENE43,SPARC,GENE82,GENE89,GENE12,GENE24,DCN,CALD1,GENE66,MGP,GENE60,COL6A1,COL1A2,GENE41",Fibroblasts,fibroblast,CL:0000057,fibroblast,0,1.0000,CL:0000057,fibroblast,CL:0000057,fibroblast
424,424,Lung,1,1.0,"GENE30,GENE40,CEACAM6,GENE88,ADIRF,HOPX,GENE58,EMP2,FXYD3,GENE18,GENE95,CAV1,AGER,SFTA2,GENE14,GENE97,GENE21,GENE60,KRT7,TSPAN13",AT1,type I pneumocyte,CL:0002062,goblet cell,-1,0.4286,CL:0002062,pulmonary alveolar type 1 cell,CL:0000160,goblet cell
425,425,Lung,1,1.0,"GENE68,FAM229B,RP11-295M3.4,GENE32,GENE28,SNTN,C12orf75,TMEM231,GENE62,GSTA1,GENE35,GENE24,GENE56,GENE71,GENE31,RP11-356K23.1,CD24,GENE25,C11orf97,C5orf49",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Clara cells,-1,0.3333,CL:4052001,multiciliated ependymal cell,CL:0000158,club cell
426,426,Lung,1,1.0,"GENE30,MS4A1,IGLC2,GENE75,CORO1A,LTB,IGHA1,CD79A,ISG20,GENE47,GENE69,GENE87,GENE17,GENE44,GENE60,TSC22D3,IGKC,GENE99,GENE23,CD37",B cell lineage,B cell,CL:0000236,mast cell,-1,0.5000,CL:0000764,erythroid lineage cell,CL:0000097,mast cell
427,427,Lung,1,1.0,"GENE19,GENE68,CEACAM6,GENE32,WFDC2,CP,TACSTD2,MUC1,KRT19,CXCL17,GENE79,GENE67,GENE24,GENE96,PIGR,BPIFB1,GENE25,GENE37,KRT7,GENE41",Secretory,secretory cell,CL:0000151,goblet cell,-1,0.2000,CL:0000151,secretory cell,CL:0000160,goblet cell
428,428,Lung,1,1.0,"LST1,AIF1,GENE77,GENE75,GENE53,GENE63,S100A8,FCER1G,COTL1,FCN1,GENE13,GENE52,GENE42,VCAN,S100A12,CD14,S100A9,GENE3,GENE37,GENE41",Monocytes,monocyte,CL:0000576,nonclassical monocyte,0,1.0000,CL:0000576,monocyte,CL:0000576,monocyte
429,429,Lung,1,1.0,"ZG16B,GENE43,CCL28,GENE16,GENE12,LTF,PIP,GENE65,GENE79,MARCKSL1,GENE67,GENE91,GENE42,PIGR,GENE74,TCN1,SELM,GENE21,SEC11C,AZGP1",Submucosal Secretory,,,mucous cell,-1,0.5000,CL:0000151,secretory cell,CL:0000319,mucus secreting cell
