,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation
1243,Lung,3,0.5,"FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
1244,Lung,3,0.5,"EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,endothelial cell
1245,Lung,3,0.5,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,Club cell
1246,Lung,3,0.5,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell
1247,Lung,3,0.5,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS",alveolar fibroblast,,,fibroblast
1248,Lung,3,0.5,"CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,Other
1249,Lung,3,0.5,"MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
1250,Lung,3,0.5,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
1251,Lung,3,0.5,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB",club cell,club cell,CL:0000158,"club cell, pulmonary alveolar type 2 cell"
1252,Lung,3,0.5,"ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell
1253,Lung,3,0.5,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,smooth muscle cell
1254,Lung,3,0.5,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,Ciliated Cells
1255,Lung,3,0.5,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,vascular endothelial cell
1256,Lung,3,0.5,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,goblet cell
1257,Lung,3,0.5,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,mixture of multiple cell types
1258,Lung,3,0.5,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage
1259,Lung,3,0.5,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,goblet cell
1260,Lung,3,0.75,"ARHGEF26,GENE30,LMO7,GENE79,GENE35,AGER,EMP2,GENE93,RTKN2,GPRC5A,SPOCK2,DST,SCEL,GENE76,GENE43,GENE31,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,alveolar epithelial cell
1261,Lung,3,0.75,"GENE52,GENE30,MS4A1,LINC00926,BLK,GENE98,SP140,CD79A,GENE88,BANK1,CD22,VPREB3,CD79B,GENE20,ADAM28,GENE55,GENE2",B,B cell,CL:0000236,unidentified cell type
1262,Lung,3,0.75,"CLDN1,GENE73,GENE21,S100A2,GENE67,GENE24,GENE87,KRT15,KRT5,FHL2,GENE71,DST,KRT17,PERP,GENE20,ITGA2,KRT19",Basal,basal cell,CL:0000646,basal cell
1263,Lung,3,0.75,"GENE19,CSF3R,S100A9,S100A8,CTSS,METTL9,GENE20,GENE44,CD99,GENE88,VCAN,GENE49,S100A12,GENE75,GENE14,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
1264,Lung,3,0.75,"CD2,MALAT1,GENE21,BCL11B,GENE20,GENE68,GENE33,CD6,GENE29,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL,GENE84,GENE49",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cell
1265,Lung,3,0.75,"GENE82,GENE66,C20orf85,DNAH6,FAM92B,GENE25,GENE88,GENE96,RSPH1,CCDC170,CAPS,ZMYND10,GENE6,CDHR3,GENE84,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,ciliated epithelial cell of the lung
1266,Lung,3,0.75,"FCGR2B,HLA-DMB,GENE9,GENE94,GENE72,GENE67,GENE93,HLA-DQA1,CLEC10A,CSF2RA,GENE11,GPR183,FPR3,HLA-DPB1,RGS1,GENE38,MS4A6A",Dendritic,dendritic cell,CL:0000451,nonclassical monocyte
1267,Lung,3,0.75,"C1S,LUM,ABLIM1,CFD,GENE57,C3,C1R,GENE90,GENE24,GENE95,FBLN1,DCN,GENE48,GENE38,GENE75,SLIT2,ADH1B",Fibroblast,fibroblast,CL:0000057,pulmonary alveolar type 2 cell
1268,Lung,3,0.75,"TFF3,TFPI,GENE15,GENE54,CCL21,GENE90,IGFBP7,MMRN1,PKHD1L1,PROX1,GENE96,PPFIBP1,GENE88,TIMP3,GENE38,TBX1,GENE59",Lymphatic,,,pulmonary alveolar type 2 cell
1269,Lung,3,0.75,"APOC1,GENE22,C1QB,GENE66,GENE98,C1QA,VSIG4,SLCO2B1,GENE37,GENE11,GENE31,ACP5,ITGAX,GENE6,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,macrophage
1270,Lung,3,0.75,"KLRF1,GNLY,GZMB,GENE79,GENE98,GENE57,GENE24,GENE12,FCGR3A,NKG7,GENE85,GENE42,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,natural killer cell
1271,Lung,3,0.75,"PRDX4,MANF,SSR4,XBP1,POU2AF1,TNFRSF17,GENE3,GENE68,GENE86,HSP90B1,GENE70,GENE95,GENE77,GENE75,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,plasma cell
1272,Lung,3,0.75,"GENE82,GENE30,SFTPA2,GENE36,GENE35,SLC34A2,GENE24,SFTPC,LAMP3,ABCA3,GENE96,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1,GENE41",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar type II cell
1273,Lung,3,0.75,"GENE13,KIT,VWA5A,CPA3,HPGDS,GRAP2,GENE27,GENE90,HDC,GENE86,CD44,MS4A2,GENE71,GENE91,GENE28,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
1274,Lung,3,0.75,"GENE22,GENE100,LILRB2,GENE63,GENE40,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE28,GENE83,SAT1,RHOC,GENE14,FCN1,IFITM2",CD16+ Monocyte,,,nonclassical monocyte
1275,Lung,3,0.75,"GENE94,CDC42EP1,GENE15,GENE89,NOSTRIN,PODXL,CDH5,RAMP3,GENE37,BTNL9,GENE56,GENE44,CD81,GENE49,FCN3,EPAS1,FLNB",Capillary,,,fibroblast
1276,Lung,3,0.75,"GENE94,CD3D,GZMH,CD3G,GENE90,CD8B,GENE70,GENE80,GENE92,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE28,GENE16",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T-cell
1277,Lung,3,0.75,"GENE21,SCGB3A2,GENE59,DSTN,GENE40,CYB5A,GENE12,CEACAM6,GENE80,GENE84,PIGR,CTSE,SFTPB,WFDC2,C16orf89,GENE16,KIAA1324",Club,club cell,CL:0000158,goblet cell
1278,Lung,3,0.75,"CALD1,GENE63,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE89,GENE37,GENE87,COL3A1,COL1A1,COL1A2,GENE29,GENE38,GENE43,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
1279,Lung,3,0.75,"GENE19,PTPRE,GZMB,IRF7,GENE72,TYROBP,GENE93,GENE68,GENE3,GENE56,PLD4,NPC2,PPP1R14B,IL3RA,GENE38,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
1280,Lung,3,0.75,"TPX2,BIRC5,GENE39,GENE58,NUSAP1,STMN1,GENE54,GENE61,UBE2C,TYMS,GENE12,ANLN,KPNA2,GENE11,CDK1,GENE91,H2AFZ",Proliferating Macrophage,,,proliferating_cell
1281,Lung,3,0.75,"BIRC5,GENE97,GENE39,NUSAP1,KIF2C,SMC4,GENE66,GENE3,GENE93,UBE2C,GENE95,H2AFV,AURKB,GENE2,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,none
1282,Lung,3,0.75,"GENE100,POSTN,GENE89,GENE57,GENE69,VWF,COL15A1,GENE28,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1,GENE51,GENE59",Bronchial Vessel,,,endothelial cell
1283,Lung,3,0.75,"GENE82,GENE62,GENE79,GENE67,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,GENE91,GENE84,SCGB3A1,GENE74,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,goblet cell
1284,Lung,3,0.75,"PTPRB,GENE58,GENE66,PRSS23,GENE24,GENE12,TGM2,VWF,LIFR,SELP,PLA1A,GENE71,CPE,GENE46,SRPX,SLCO2A1,GENE73",Vein,,,megakaryocyte
1285,Lung,3,0.75,"CHN1,CALD1,COL4A2,GENE39,GENE66,GENE27,GENE68,NID1,COL4A1,LAMB1,COX4I2,GENE46,TACC1,GENE75,GENE97,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,pulmonary alveolar type 2 cell
1286,Lung,3,0.75,"GENE65,CALD1,TPM2,PLN,GENE72,DSTN,GENE86,GENE60,CSRP1,GENE83,ACTA2,GENE43,CNN1,DES,MYH11,GENE16,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
1287,Lung,3,0.75,"PTPRB,DKK2,HEY1,GENE7,GENE20,GJA5,FBLN5,SEMA3G,GENE70,EFNB2,GENE88,BMX,GENE28,GENE46,EPAS1,ARGLU1,GENE41",Artery,,,endothelial cell
1288,Lung,3,0.75,"GENE45,GENE82,GENE7,HPGD,CYP3A5,CLDN5,GENE90,GENE74,APP,GENE64,GENE87,STXBP6,TBX2,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,endothelial cell of artery
1289,Lung,3,0.75,"GENE1,GENE58,GENE30,IPO7,SH3BP5,GENE6,GENE57,RALA,GALNT18,GENE5,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,GENE31,WWTR1",Capillary Intermediate,,,endothelial cell of artery
1290,Lung,3,0.75,"C7,GENE39,GENE47,GENE79,GENE36,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE34,GENE60,CPXM1,HAS1,GENE23",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,goblet cell
1291,Lung,3,0.75,"ALDH1A3,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE93,GENE67,GENE90,GENE32,GENE17,GENE43,SLPI,GENE16",Mesothelial,mesothelial cell,CL:0000077,goblet cell
1292,Lung,3,0.75,"CMTM5,GENE62,GENE55,TUBB1,GENE36,GENE57,GRAP2,GENE35,ITGA2B,GENE72,GENE66,CABP5,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",platelet
1293,Lung,3,0.75,"CD2,GNLY,CTSW,S100A6,GENE72,GENE18,GENE80,GENE14,CCL5,GENE71,GENE4,CEBPB,CXCR4,CD7,LGALS1,GENE97,ZFP36L2",Natural Killer T,,,natural killer cell
1294,Lung,3,0.75,"CLU,GENE13,CST5,GENE57,GENE98,GENE87,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1,GENE14,GENE99,GENE16",Fibromyocyte,,,endothelial cell of artery
1295,Lung,3,0.75,"CXCL17,S100P,PSCA,COX5A,TXN,GENE20,GENE27,AGR2,GENE51,GENE24,GENE44,GENE91,GENE81,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,pulmonary alveolar type 2 cell
1296,Lung,3,0.75,"TFF3,GENE22,TMPRSS11E,PHGR1,BSND,GENE89,GENE37,GENE70,GENE56,FOXI1,HEPACAM2,ATP6V1B1,STAC2,GENE76,MFSD6L,ASCL3,GENE83",Ionocyte,ionocyte,CL:0005006,goblet cell
1297,Lung,3,0.75,"GENE45,GENE9,GENE58,PCSK1N,EGR1,GENE72,FAM46A,PRDX2,CHGA,GENE37,SEC11C,GENE48,SCGN,CPE,BEX1,GENE23,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine cell
1298,Lung,3,0.75,"TCN1,GENE1,LPO,PHB,LYZ,GENE59,GENE93,GENE40,GENE34,TESC,GENE29,ZG16B,PRR4,PRB3,PRH2,PRB4,GENE83",Serous,serous secreting cell,CL:0000313,neutrophil
1299,Lung,3,0.75,"GENE21,C1QB,LYZ,GENE73,FCER1G,C1QA,LAPTM5,GENE17,AIF1,GENE42,C1QC,HLA-DRB1,GENE75,CTSZ,GENE2,GENE31,CTSL",Macrophages,macrophage,CL:0000235,natural killer t cell
1300,Lung,3,0.75,"GENE19,GNLY,GZMB,GENE30,CTSW,GENE3,CST7,GENE34,CD7,CCL5,NKG7,GZMA,GENE28,GENE74,GENE43,CCL4,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic T cell
1301,Lung,3,0.75,"S100A14,GENE39,GENE30,GENE98,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE87,GENE12,GENE91,SFTPD,NAPSA,MUC1,SFTA3,PEBP4,GENE51",AT2,type II pneumocyte,CL:0002063,serous secreting cell
1302,Lung,3,0.75,"GENE1,CLEC14A,ACKR1,MGP,RAMP3,RAMP2,GENE34,IGFBP7,GENE12,VWF,GNG11,GENE10,PECAM1,SPARCL1,GENE23,GENE16,GENE2",EC venous,vein endothelial cell,CL:0002543,"The provided markers do not directly match any specific cell type in the database, suggesting this could be a different or mixed cell type. Based on certain markers like VWF and PECAM1, it might suggest involvement of endothelial cells, which are not listed in the given Cell Type Database. However, based on the information available, no exact match can be conclusively determined from the database."
1303,Lung,3,0.75,"CD2,GENE45,CD3D,IL32,GENE36,GENE89,GENE54,GENE66,GENE44,CD69,CCL5,TRAC,GENE88,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T cell
1304,Lung,3,0.75,"GENE99,CLEC14A,TM4SF1,CLDN5,GENE95,IFI27,SOX17,GENE29,GENE10,GENE92,A2M,CRIP2,PECAM1,SPARCL1,GIMAP7,GENE23,GENE53",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
1305,Lung,3,0.75,"GENE47,CALD1,LUM,C1S,GENE50,GENE9,BGN,MGP,GENE12,IGFBP7,COL6A1,DCN,COL1A2,GENE91,SPARC,GENE97,GENE75",Fibroblasts,fibroblast,CL:0000057,fibroblast
1306,Lung,3,0.75,"GENE7,GENE58,GENE8,AGER,EMP2,FXYD3,SFTA2,GENE80,CEACAM6,GENE87,GENE23,ADIRF,GENE43,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,alveolar epithelial cell type I
1307,Lung,3,0.75,"RP11-356K23.1,C12orf75,GSTA1,CD24,GENE20,GENE68,FAM229B,GENE35,TMEM231,GENE14,RP11-295M3.4,GENE80,C11orf97,GENE3,C5orf49,SNTN,GENE4",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Club cells
1308,Lung,3,0.75,"GENE19,LTB,MS4A1,IGHA1,GENE44,IGLC2,CD79A,GENE60,GENE96,TSC22D3,GENE85,IGKC,GENE38,GENE43,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,cell_type_name
1309,Lung,3,0.75,"GENE1,CXCL17,GENE65,GENE78,KRT7,GENE67,BPIFB1,GENE81,GENE95,CEACAM6,TACSTD2,GENE48,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,pulmonary alveolar type 2 cell
1310,Lung,3,0.75,"CD14,GENE47,GENE58,GENE9,S100A9,S100A8,FCER1G,COTL1,LST1,AIF1,VCAN,GENE49,S100A12,GENE20,FCN1,GENE97,GENE51",Monocytes,monocyte,CL:0000576,nonclassical monocyte
1311,Lung,3,0.75,"TCN1,GENE82,GENE7,GENE21,SELM,GENE63,MARCKSL1,GENE89,GENE86,GENE34,LTF,ZG16B,PIP,PIGR,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,goblet cell
1312,Lung,3,0.75,"GENE50,GENE58,CLEC14A,TM4SF1,CLDN5,AQP1,GENE57,CDH5,GENE36,IFI27,PECAM1,GENE75,SPARCL1,EGFL7,HYAL2,GENE16,GENE59",EC capillary,capillary endothelial cell,CL:0002144,Not Applicable
1313,Lung,3,0.75,"SDPR,GENE73,GENE8,TM4SF1,CLDN5,CCL21,RAMP2,ECSCR,GENE69,GENE90,IGFBP7,MMRN1,GNG11,PPFIBP1,GENE6,GENE16,GENE83",Lymphatic EC mature,,,endothelial cell of artery
1314,Lung,3,0.75,"TFF3,SDPR,AKAP12,GENE52,GENE13,GENE1,CLDN5,TCF4,CCL21,IGFBP7,GNG11,GENE29,GENE88,GENE76,TIMP3,GENE75,TFPI",Lymphatic EC differentiating,,,not_in_database
1315,Lung,3,0.75,"GENE39,HLA-DQB1,GENE30,GENE67,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,GENE11,GENE17,HLA-DPB1,GENE48,GENE49,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,mast cell
1316,Lung,3,0.75,"GENE22,CALD1,TPM2,CYR61,GENE3,GENE98,MT1X,GENE12,GENE87,CTGF,GPX3,GENE91,IGFBP5,GENE43,SPARCL1,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,endothelial cell of artery
1317,Lung,3,0.75,"KIT,GENE63,VWA5A,C1orf186,CPA3,HPGDS,GENE61,GENE15,GENE40,GENE93,GENE5,MS4A2,TPSB2,TPSAB1,RGS13,GATA2,GENE41",Mast cells,mast cell,CL:0000097,mast cell
1318,Lung,3,0.75,"GENE45,GENE7,TPM2,PLN,GENE94,LMOD1,GENE93,GENE40,GENE69,IGFBP7,FLNA,ACTG2,SELM,GENE20,PPP1R14A,DES,NEXN",Fibromyocytes,,,smooth muscle cell
1319,Lung,3,0.75,"GENE47,S100A16,EID1,GENE8,GENE94,GENE98,ECSCR,MARCKS,TUBB,ARPC1A,HMGN1,GENE83,GENE48,GENE74,LSM2,COX20,HMGN2",Lymphatic EC proliferating,,,endothelial cell of artery
1320,Lung,3,0.75,"FBXL7,GENE63,GENE36,GENE89,LDB2,TSHZ2,GENE69,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE28,GENE20,GENE55",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,not_identified
1321,Lung,3,0.75,"GENE63,GENE8,LMO7,RAB11FIP1,GENE78,EMP2,GENE74,NCKAP5,GENE83,RBMS3,NTM,KHDRBS2,GENE85,GENE81,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Alveolar Type II Cells
1322,Lung,3,0.75,"MACROD2,AUTS2,GENE65,ZNF385B,GENE81,SFTPC,GENE11,ABCA3,ANK3,GENE92,GENE28,SFTPB,GENE38,GENE75,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,alveolar type II cell
1323,Lung,3,0.75,"MACROD2,GLIS3,GENE9,GENE59,GENE35,SSBP2,GENE3,GENE93,GENE18,EYA2,GENE24,XPR1,RBMS3,KRT17,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,unidentifiable cell type
1324,Lung,3,0.75,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE35,HYDIN,GENE30,GENE66,GENE51,CDHR3,LRRIQ1,GENE48,GENE7,AGBL4,GENE53,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,ciliated epithelial cell
1325,Lung,3,0.75,"NEDD4L,MACROD2,GENE9,GENE62,SCGB3A2,CDK14,GENE61,GENE89,GENE73,GENE22,MECOM,GENE12,BMPR1B,KIAA1217,SFTPB,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
1326,Lung,3,0.75,"PDK1,FBXW7,GENE61,ARHGAP15,GENE67,PLCG2,GENE64,GENE25,ST6GAL1,GENE60,GENE29,CREB3L2,GENE42,FCHSD2,RALGPS2,DENND5B,MEF2C",Immune (B cell),B cell,CL:0000236,b cell
1327,Lung,3,0.75,"GENE50,GENE52,GENE39,GENE15,PIP4K2A,B2M,FYN,GENE3,GENE80,SKAP1,GENE85,ARHGAP15,PRKCH,KLRD1,PARP8,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,Natural Killer T Cell
1328,Lung,3,0.75,"GENE99,GENE6,GENE15,GENE72,FYN,FKBP5,GENE35,GENE14,BCL2,PTPRC,GENE85,SYTL3,ARHGAP15,PARP8,THEMIS,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,neutrophil
1329,Lung,3,0.75,"ZEB2,DOCK8,FMNL2,GPCPD1,SLC11A1,PPARG,GENE89,RNF149,GENE93,GENE18,GENE37,GENE6,TFRC,GENE92,GENE28,PLXDC2,MSR1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,"The provided list of markers does not specifically match any single known lung cell type from the database entries. It could possibly represent a mixture of multiple cell types, but without more comprehensive context or specific known markers, a precise identification is not feasible."
1330,Lung,3,0.75,"KIT,GENE7,SAMSN1,GENE3,IL18R1,FER,GENE44,GENE34,TPSB2,SLC24A3,SRGN,SYTL3,GENE49,ARHGAP15,GENE43,TPSAB1,GENE16",Immune (mast cell),mast cell,CL:0000097,mast cell
1331,Lung,3,0.75,"CALD1,GENE58,GENE21,GENE35,GENE89,INPP4B,GENE24,CACNA1C,TPM1,GENE29,PRKG1,ACTA2,DMD,EBF1,GENE43,LPP,MYH11",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
1332,Lung,3,0.75,"PTPRB,GENE45,PTPRM,GENE99,GENE8,GENE79,TCF4,LDB2,GENE17,ST6GALNAC3,GENE28,TIMP3,PECAM1,CALCRL,EPAS1,EGFL7,GENE55",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
1333,Lung,3,0.75,"GENE55,GENE98,LAMA2,GENE10,GENE70,PLEKHH2,ROBO2,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,GENE49,GENE84,SLIT2,PLXDC2,GENE51",Fibroblast,fibroblast,CL:0000057,Endothelial cell
1334,Lung,3,0.75,"TBXAS1,ZEB2,GENE45,GENE58,GENE94,GENE57,FKBP5,CD74,PIK3R5,CHST11,GENE24,GENE88,GENE46,SRGN,PLXDC2,SLC8A1,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",eosinophil
1335,Lung,3,0.75,"GENE13,GENE26,GENE94,GENE19,GENE15,GENE54,PLIN2,GHR,ADIPOQ,LPIN1,PPARG,PLIN1,FOXO1,EBF1,G0S2,ACSL1,GENE59",Adipocyte,fat cell,CL:0000136,pulmonary alveolar type 2 cell
1336,Lung,3,0.75,"GENE47,AGER,EMP2,GENE11,GENE91,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar epithelial type I cell
1337,Lung,3,0.75,"NKX2-1,GENE89,SLC34A2,LAMP3,SFTPC,GENE28,GENE84,SFTPB",Alveolar Type II,type II pneumocyte,CL:0002063,alveolar epithelial cell type II
1338,Lung,3,0.75,"GENE26,CD24,CXCR3,CD1c,GENE43,GENE74,FAS,CR2",B cell_memory,memory B cell,CL:0000787,Dendritic Cell
1339,Lung,3,0.75,"GENE13,GENE19,GENE61,GENE89,TUBA1A,HYDIN,FAM92B,GENE86,FOXJ1,DNAH5,DNAI1,DNAI2,CDHR3,GENE83",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,goblet cell
1340,Lung,3,0.75,"GENE82,GENE39,SCGB3A2,GENE36,GENE54,SCGB1A1,BPIFA1,SCGB3A1,GENE38,SLPI,MUC5B,CYP2F2",Club Epithelial,club cell,CL:0000158,goblet cell
1341,Lung,3,0.75,"GENE1,GENE30,GENE90,GENE86,NEGR1,COL4A1,GENE88,GENE77,GENE53,COL5A1,GENE89,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE64,GENE47,HGF,GENE78,COL18A1,COL6A3,GENE24,FBLN1,GENE29,DCN,GENE84,GENE2,SLIT2,FN1,DDR2,CCN2,IGFBP3,COL6A6,GENE37,IL6,GENE60,COL3A1,COL6A1,COL1A2,COL6A2,GENE23",Fibroblast,fibroblast,CL:0000057,fibroblast
1342,Lung,3,0.75,"GENE19,RELN,GENE9,FLT4,CCL21,GENE68,MMRN1,PROX1,LYVE1,GENE59",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
1343,Lung,3,0.75,"GENE8,LYZ,GENE61,GENE98,GENE27,GENE90,C1QA,GENE86,PTPRC,LYVE1,CD68,MSR1,SLC11A1,MERTK,CPM,CD163,MS4A6A,GENE13,GENE65,GENE54,RBPJ,MS4A4A,CD74,GENE24,GENE84,CD36,GENE38,GENE36,GENE72,MR1,CSF1R,MRC1,GENE81",Macrophage,macrophage,CL:0000235,macrophage
1344,Lung,3,0.75,"GENE26,KIT,GENE66,GENE98,HDC,GENE87,TPSB2,CD69,FCER1A,TPSAB1",Mast Cell,mast cell,CL:0000097,mast cell
1345,Lung,3,0.75,"MYO1B,GENE79,CSPG4,GENE67,GENE90,GENE95,MCAM,GENE96,ACTA2,ANPEP,GENE64,DES,PDGFRB",Pericyte,pericyte,CL:0000669,pericyte
1346,Lung,3,0.75,"MYOCD,GENE70,GENE77,SMTN,ACTG2,GUCY1A3,GENE16,GENE63,PALLD,ACTN1,GENE20,VCL,DES,GENE13,GENE52,GENE35,GUCY1B3,GENE85,ACTA2,CNN1,TAGLN,GENE66,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
1347,Lung,3,0.75,"GENE33,PTPRC,GENE53,GENE51,SKAP1,GENE15,NKG7,TRAC,IL7R,CD3E,CD96,THEMIS,CD3D,GENE78,CD3G,GENE67,GENE10,GENE56,GENE49,CD247,TRBC1,CD69",T cell,T cell,CL:0000084,T cell
