,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation
1743,Lung,4,0.5,"JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4",plasma cell,plasma cell,CL:0000786,plasma cell
1744,Lung,4,0.5,"CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5",b cell,B cell,CL:0000236,B cell
1745,Lung,4,0.5,"PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
1746,Lung,4,0.5,"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage
1747,Lung,4,0.5,"FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
1748,Lung,4,0.5,"EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,endothelial cell
1749,Lung,4,0.5,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,Club_Cell
1750,Lung,4,0.5,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell
1751,Lung,4,0.5,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS",alveolar fibroblast,,,fibroblast
1752,Lung,4,0.5,"CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,lymphatic endothelial cell
1753,Lung,4,0.5,"MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
1754,Lung,4,0.5,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
1755,Lung,4,0.5,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB",club cell,club cell,CL:0000158,club cell
1756,Lung,4,0.5,"ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell
1757,Lung,4,0.5,"PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,pericyte
1758,Lung,4,0.5,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7",myofibroblast cell,myofibroblast cell,CL:0000186,pulmonary alveolar type 2 cell
1759,Lung,4,0.5,"COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,pericyte
1760,Lung,4,0.5,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1",mesothelial cell,mesothelial cell,CL:0000077,goblet cell
1761,Lung,4,0.5,"AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,Fibroblast
1762,Lung,4,0.5,"FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,monocyte
1763,Lung,4,0.5,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,Club Cell
1764,Lung,4,0.75,"ARHGEF26,GENE22,LMO7,AGER,EMP2,RTKN2,GPRC5A,SPOCK2,GENE5,GENE92,GENE88,DST,SCEL,GENE29,GENE43,GENE20,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell
1765,Lung,4,0.75,"MS4A1,LINC00926,BLK,GENE74,SP140,GENE24,CD79A,GENE32,GENE44,GENE71,BANK1,GENE76,CD22,VPREB3,CD79B,GENE20,ADAM28",B,B cell,CL:0000236,B cell
1766,Lung,4,0.75,"CLDN1,GENE100,GENE55,S100A2,GENE24,KRT15,KRT5,FHL2,GENE17,DST,KRT17,PERP,GENE83,GENE6,GENE2,ITGA2,KRT19",Basal,basal cell,CL:0000646,basal cell
1767,Lung,4,0.75,"GENE65,CSF3R,GENE16,S100A9,S100A8,CTSS,METTL9,GENE72,GENE35,GENE5,CD99,VCAN,S100A12,GENE38,FCN1,GENE53,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
1768,Lung,4,0.75,"CD2,MALAT1,GENE100,GENE47,BCL11B,GENE3,GENE68,CD6,GENE86,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL,GENE14,GENE64",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cell
1769,Lung,4,0.75,"GENE1,GENE50,GENE9,GENE89,C20orf85,DNAH6,FAM92B,RSPH1,CCDC170,CAPS,ZMYND10,GENE74,CDHR3,SNTN,GENE64,FANK1,GENE83",Ciliated,ciliated cell,CL:0000064,goblet cell
1770,Lung,4,0.75,"FCGR2B,GENE1,HLA-DMB,GENE39,GENE72,HLA-DQA1,CLEC10A,CSF2RA,GENE69,GPR183,FPR3,HLA-DPB1,RGS1,GENE6,GENE64,MS4A6A,GENE59",Dendritic,dendritic cell,CL:0000451,nonclassical monocyte
1771,Lung,4,0.75,"GENE50,C1S,LUM,ABLIM1,CFD,GENE66,C3,C1R,GENE67,GENE18,FBLN1,DCN,GENE85,GENE6,SLIT2,GENE53,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblast
1772,Lung,4,0.75,"TFF3,GENE62,TFPI,CCL21,GENE68,GENE69,IGFBP7,MMRN1,PKHD1L1,PROX1,GENE96,PPFIBP1,GENE60,TIMP3,GENE14,GENE64,TBX1",Lymphatic,,,tuft cell
1773,Lung,4,0.75,"GENE13,APOC1,GENE9,GENE65,C1QB,GENE39,C1QA,VSIG4,SLCO2B1,GENE25,GENE31,ACP5,ITGAX,GENE49,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,macrophage
1774,Lung,4,0.75,"KLRF1,GENE73,GNLY,GZMB,GENE7,GENE87,GENE71,FCGR3A,NKG7,GENE96,PYHIN1,GENE74,GENE43,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,natural killer cell
1775,Lung,4,0.75,"PRDX4,MANF,SSR4,GENE79,XBP1,POU2AF1,TNFRSF17,GENE68,GENE40,GENE44,HSP90B1,GENE70,GENE71,GENE91,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,unidentified cell type
1776,Lung,4,0.75,"GENE39,GENE50,SFTPA2,GENE90,SLC34A2,GENE44,SFTPC,LAMP3,ABCA3,GENE88,GENE84,SFTPA1,SFTPD,SFTPB,NAPSA,GENE20,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar epithelial cell
1777,Lung,4,0.75,"GENE45,KIT,GENE9,GENE63,VWA5A,GENE15,CPA3,HPGDS,GRAP2,GENE3,HDC,GENE14,CD44,MS4A2,GENE75,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
1778,Lung,4,0.75,"GENE1,GENE7,LILRB2,GENE94,GENE65,GENE54,GENE90,GENE25,COTL1,RPS19,LST1,AIF1,FCGR3A,SAT1,RHOC,FCN1,IFITM2",CD16+ Monocyte,,,nonclassical monocyte
1779,Lung,4,0.75,"CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,GENE40,BTNL9,GENE56,GENE80,GENE96,GENE91,GENE77,CD81,GENE84,FCN3,EPAS1,FLNB",Capillary,,,endothelial cell
1780,Lung,4,0.75,"GENE65,CD3D,GZMH,GENE6,GENE72,CD3G,GENE25,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE91,GENE31,GENE55",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T cell
1781,Lung,4,0.75,"GENE63,SCGB3A2,GENE52,DSTN,GENE74,CYB5A,GENE80,CEACAM6,GENE32,GENE92,PIGR,GENE23,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,goblet cell
1782,Lung,4,0.75,"GENE50,CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE35,GENE40,GENE34,GENE80,GENE32,COL3A1,COL1A1,COL1A2,GENE53,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,"The provided markers do not clearly match any specific cell type from the database. The genes listed are primarily associated with extracellular matrix composition and fibroblasts, suggesting a possible fibroblast or stromal cell type involvement in the lung tissue."
1783,Lung,4,0.75,"GENE9,GENE58,PTPRE,GZMB,IRF7,GENE35,TYROBP,GENE44,GENE80,PLD4,GENE28,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B,GENE31",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
1784,Lung,4,0.75,"TPX2,BIRC5,GENE39,NUSAP1,STMN1,UBE2C,TYMS,GENE44,ANLN,KPNA2,CDK1,GENE88,GENE71,GENE46,H2AFZ,GENE23,GENE97",Proliferating Macrophage,,,Proliferating Cells
1785,Lung,4,0.75,"BIRC5,GENE100,GENE58,NUSAP1,KIF2C,SMC4,GENE78,GENE97,GENE50,UBE2C,H2AFV,AURKB,GENE42,GENE77,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,proliferating cell
1786,Lung,4,0.75,"GENE26,GENE79,POSTN,GENE93,GENE86,GENE17,VWF,GENE46,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1,GENE16",Bronchial Vessel,,,Unable to Determine
1787,Lung,4,0.75,"GENE47,GENE8,GENE54,BPIFB1,GENE18,SAA1,SCGB1A1,RARRES1,MSMB,GENE29,GENE76,SCGB3A1,SLPI,LCN2,GENE23,WFDC2,MUC5B",Mucous,,,goblet cell
1788,Lung,4,0.75,"PTPRB,GENE1,GENE30,PRSS23,TGM2,GENE56,VWF,LIFR,SELP,PLA1A,GENE92,CPE,GENE71,GENE91,SRPX,SLCO2A1,GENE97",Vein,,,uncategorized
1789,Lung,4,0.75,"CHN1,CALD1,COL4A2,GENE7,GENE52,GENE98,NID1,COL4A1,LAMB1,GENE81,GENE11,COX4I2,GENE31,GENE46,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,fibroblast
1790,Lung,4,0.75,"GENE97,GENE39,CALD1,TPM2,PLN,GENE36,GENE63,DSTN,GENE17,GENE91,CSRP1,ACTA2,GENE81,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
1791,Lung,4,0.75,"PTPRB,DKK2,HEY1,GENE8,GENE63,GENE66,GENE67,GJA5,FBLN5,SEMA3G,GENE80,EFNB2,GENE91,BMX,GENE46,EPAS1,ARGLU1",Artery,,,endothelial cell
1792,Lung,4,0.75,"GENE13,GENE65,HPGD,CYP3A5,CLDN5,GENE30,APP,GENE37,GENE12,GENE70,STXBP6,TBX2,EMCN,SOSTDC1,GENE16,ESAM,EDNRB",Capillary Aerocyte,,,endothelial cell of artery
1793,Lung,4,0.75,"GENE13,IPO7,SH3BP5,GENE54,RALA,GALNT18,GENE11,GENE14,GENE56,GENE24,GENE28,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1",Capillary Intermediate,,,vascular endothelial cell
1794,Lung,4,0.75,"C7,GENE58,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE10,GENE92,CPXM1,GENE46,HAS1,GENE38,GENE51,GENE59",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,pulmonary alveolar type 2 cell
1795,Lung,4,0.75,"ALDH1A3,GENE7,GENE9,PRG4,GENE36,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE90,GENE95,GENE92,GENE43,SLPI",Mesothelial,mesothelial cell,CL:0000077,goblet cell
1796,Lung,4,0.75,"CMTM5,GENE7,GENE8,TUBB1,GENE63,GENE55,GRAP2,GENE36,ITGA2B,GENE29,CABP5,PF4,GENE74,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",platelet
1797,Lung,4,0.75,"CD2,GENE47,GNLY,CTSW,S100A6,GENE93,GENE64,GENE11,GENE5,CCL5,CEBPB,CXCR4,CD7,LGALS1,GENE97,GENE55,ZFP36L2",Natural Killer T,,,mixture of immune cells such as T cells and macrophages
1798,Lung,4,0.75,"CLU,GENE39,CST5,GENE8,GENE63,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,GENE77,GENE6,CNN1,GENE23,GENE83",Fibromyocyte,,,endothelial cell of artery
1799,Lung,4,0.75,"CXCL17,GENE100,S100P,PSCA,COX5A,GENE62,TXN,GENE89,GENE22,AGR2,GENE70,GENE92,GENE71,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,pulmonary alveolar type 2 cell
1800,Lung,4,0.75,"TFF3,TMPRSS11E,GENE9,PHGR1,BSND,GENE47,GENE98,FOXI1,GENE71,HEPACAM2,ATP6V1B1,GENE48,STAC2,GENE81,GENE14,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,club cell
1801,Lung,4,0.75,"GENE65,PCSK1N,EGR1,GENE41,FAM46A,PRDX2,CHGA,GENE68,GENE86,SEC11C,GENE48,SCGN,CPE,BEX1,GENE16,NENF,GENE38",Neuroendocrine,neuroendocrine cell,CL:0000165,Neuroendocrine cells
1802,Lung,4,0.75,"TCN1,GENE65,LPO,PHB,LYZ,GENE52,GENE10,TESC,GENE31,ZG16B,PRR4,GENE74,PRB3,PRH2,PRB4,GENE75,GENE41",Serous,serous secreting cell,CL:0000313,goblet cell
1803,Lung,4,0.75,"GENE50,C1QB,LYZ,GENE36,FCER1G,GENE20,C1QA,LAPTM5,GENE25,AIF1,GENE96,GENE42,C1QC,HLA-DRB1,CTSZ,GENE55,CTSL",Macrophages,macrophage,CL:0000235,macrophage
1804,Lung,4,0.75,"GENE1,GENE63,GNLY,GZMB,GENE15,CTSW,CST7,GENE95,CD7,GENE14,CCL5,GENE71,NKG7,GZMA,CCL4,PRF1,GENE59",Innate lymphoid cell NK,natural killer cell,CL:0000623,cell_type_name
1805,Lung,4,0.75,"GENE97,S100A14,GENE62,GENE98,GENE67,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE37,SFTPD,GENE49,NAPSA,MUC1,SFTA3,PEBP4,GENE83",AT2,type II pneumocyte,CL:0002063,serous secreting cell
1806,Lung,4,0.75,"CLEC14A,ACKR1,GENE67,GENE93,MGP,RAMP3,RAMP2,GENE24,IGFBP7,VWF,GNG11,GENE42,GENE84,PECAM1,SPARCL1,GENE99,GENE73",EC venous,vein endothelial cell,CL:0002543,endothelial cell
1807,Lung,4,0.75,"CD2,GENE39,CD3D,IL32,GENE6,GENE67,GENE25,GENE24,GENE87,CD69,CCL5,TRAC,GENE88,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T-cell
1808,Lung,4,0.75,"CLEC14A,TM4SF1,CLDN5,GENE35,GENE66,GENE20,GENE69,GENE18,IFI27,SOX17,A2M,CRIP2,GENE6,PECAM1,SPARCL1,GIMAP7,GENE97",EC arterial,endothelial cell of artery,CL:1000413,unspecified endothelial cell type
1809,Lung,4,0.75,"CALD1,LUM,C1S,GENE79,BGN,MGP,GENE12,IGFBP7,GENE5,COL6A1,DCN,COL1A2,GENE91,SPARC,GENE99,GENE53,GENE83",Fibroblasts,fibroblast,CL:0000057,lipofibroblast
1810,Lung,4,0.75,"GENE66,AGER,EMP2,FXYD3,SFTA2,GENE11,CEACAM6,GENE5,GENE34,GENE32,ADIRF,GENE76,GENE46,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,alveolar epithelial cell type I and II mixture
1811,Lung,4,0.75,"RP11-356K23.1,GENE50,GENE47,C12orf75,GSTA1,CD24,GENE67,FAM229B,GENE86,TMEM231,GENE25,RP11-295M3.4,C11orf97,GENE49,C5orf49,SNTN,GENE51",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,club cell
1812,Lung,4,0.75,"GENE39,GENE7,LTB,MS4A1,IGHA1,GENE25,IGLC2,CD79A,GENE53,TSC22D3,IGKC,GENE38,GENE20,GENE64,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,mast cell
1813,Lung,4,0.75,"CXCL17,GENE39,GENE9,GENE94,KRT7,BPIFB1,GENE87,CEACAM6,TACSTD2,GENE88,PIGR,GENE49,MUC1,WFDC2,GENE14,CP,KRT19",Secretory,secretory cell,CL:0000151,pulmonary alveolar type 2 cell
1814,Lung,4,0.75,"CD14,GENE100,S100A9,S100A8,GENE98,FCER1G,GENE67,GENE66,GENE79,COTL1,GENE95,LST1,AIF1,VCAN,S100A12,FCN1,GENE55",Monocytes,monocyte,CL:0000576,nonclassical monocyte
1815,Lung,4,0.75,"TCN1,GENE82,GENE47,SELM,MARCKSL1,GENE78,GENE40,LTF,GENE92,ZG16B,GENE84,PIP,PIGR,CCL28,GENE53,SEC11C,AZGP1",Submucosal Secretory,,,goblet cell
1816,Lung,4,0.75,"CLEC14A,TM4SF1,CLDN5,AQP1,GENE66,CDH5,GENE40,GENE44,GENE10,IFI27,GENE57,GENE89,GENE46,PECAM1,SPARCL1,EGFL7,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
1817,Lung,4,0.75,"SDPR,GENE82,TM4SF1,CLDN5,GENE61,CCL21,RAMP2,ECSCR,GENE25,GENE93,IGFBP7,MMRN1,GNG11,GENE35,PPFIBP1,GENE74,GENE14",Lymphatic EC mature,,,endothelial cell
1818,Lung,4,0.75,"TFF3,SDPR,AKAP12,CLDN5,TCF4,GENE66,CCL21,IGFBP7,GENE60,GNG11,GENE56,GENE17,TIMP3,GENE6,GENE20,GENE97,TFPI",Lymphatic EC differentiating,,,pulmonary endothelial cell
1819,Lung,4,0.75,"GENE22,GENE94,GENE100,HLA-DQB1,GENE79,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,HLA-DPB1,GENE84,HLA-DRB1,HLA-DMA,CORO1A,GENE31,MS4A6A,GENE41",Dendritic cells,dendritic cell,CL:0000451,B cell or dendritic cell
1820,Lung,4,0.75,"GENE19,CALD1,TPM2,CYR61,GENE58,MT1X,GENE18,GENE24,GENE87,CTGF,GPX3,GENE71,IGFBP5,SPARCL1,PRELP,GENE16,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,undefined
1821,Lung,4,0.75,"KIT,GENE62,VWA5A,C1orf186,CPA3,HPGDS,GENE35,GENE67,GENE89,GENE69,GENE80,MS4A2,TPSB2,GENE84,TPSAB1,RGS13,GATA2",Mast cells,mast cell,CL:0000097,mast cell
1822,Lung,4,0.75,"GENE94,TPM2,PLN,GENE66,LMOD1,GENE86,GENE24,IGFBP7,GENE56,FLNA,GENE88,GENE77,ACTG2,SELM,PPP1R14A,DES,NEXN",Fibromyocytes,,,smooth muscle cell
1823,Lung,4,0.75,"GENE22,GENE94,S100A16,EID1,GENE41,GENE98,ECSCR,MARCKS,TUBB,ARPC1A,GENE17,HMGN1,GENE42,LSM2,COX20,GENE97,HMGN2",Lymphatic EC proliferating,,,cell_type_name
1824,Lung,4,0.75,"FBXL7,GENE9,LDB2,TSHZ2,GENE27,GENE33,GENE18,GENE11,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE2,GENE75",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Alveolar Type II Cells
1825,Lung,4,0.75,"LMO7,RAB11FIP1,GENE3,GENE89,EMP2,GENE15,GENE12,GENE80,GENE14,NCKAP5,GENE42,RBMS3,NTM,KHDRBS2,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,fibroblast
1826,Lung,4,0.75,"MACROD2,AUTS2,GENE8,GENE66,GENE72,ZNF385B,GENE74,SFTPC,ABCA3,ANK3,GENE46,GENE29,GENE23,SFTPB,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,alveolar type II pneumocyte
1827,Lung,4,0.75,"GENE45,MACROD2,GLIS3,GENE63,GENE8,GENE79,GENE66,SSBP2,EYA2,GENE12,GENE88,XPR1,RBMS3,KRT17,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,Basal Cell
1828,Lung,4,0.75,"GENE82,TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE15,HYDIN,GENE9,GENE68,GENE86,CDHR3,GENE92,LRRIQ1,AGBL4,GENE31,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,goblet cell
1829,Lung,4,0.75,"NEDD4L,MACROD2,SCGB3A2,CDK14,GENE3,GENE89,GENE68,GENE33,MECOM,GENE95,BMPR1B,KIAA1217,SFTPB,GENE43,ERBB4,GENE16,KIAA1324",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
1830,Lung,4,0.75,"PDK1,FBXW7,GENE78,ARHGAP15,PLCG2,GENE33,ST6GAL1,GENE5,GENE60,GENE31,CREB3L2,FCHSD2,RALGPS2,GENE20,DENND5B,MEF2C,GENE83",Immune (B cell),B cell,CL:0000236,Club cell
1831,Lung,4,0.75,"PIP4K2A,B2M,FYN,GENE98,GENE72,GENE86,GENE87,GENE95,GENE32,SKAP1,ARHGAP15,PRKCH,KLRD1,PARP8,GENE23,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,nonclassical monocyte
1832,Lung,4,0.75,"GENE78,GENE35,FYN,FKBP5,GENE33,GENE25,GENE69,BCL2,PTPRC,GENE4,SYTL3,ARHGAP15,GENE38,PARP8,THEMIS,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,unidentified cell type
1833,Lung,4,0.75,"ZEB2,DOCK8,GENE58,FMNL2,GPCPD1,SLC11A1,PPARG,GENE61,RNF149,GENE24,GENE56,TFRC,PLXDC2,MSR1,GENE23,GENE16,GENE2",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,neutrophil
1834,Lung,4,0.75,"GENE82,KIT,GENE13,SAMSN1,GENE30,IL18R1,FER,GENE11,GENE80,GENE17,TPSB2,SLC24A3,SRGN,SYTL3,ARHGAP15,TPSAB1,GENE99",Immune (mast cell),mast cell,CL:0000097,mast cell
1835,Lung,4,0.75,"CALD1,GENE66,GENE36,INPP4B,GENE12,GENE56,CACNA1C,TPM1,GENE80,PRKG1,ACTA2,DMD,EBF1,LPP,MYH11,GENE16,GENE59",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
1836,Lung,4,0.75,"PTPRB,PTPRM,GENE9,GENE78,TCF4,LDB2,GENE89,GENE81,GENE14,ST6GALNAC3,GENE28,TIMP3,PECAM1,CALCRL,EPAS1,EGFL7,GENE97",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell
1837,Lung,4,0.75,"GENE52,GENE78,GENE72,LAMA2,GENE18,GENE11,PLEKHH2,ROBO2,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,GENE23,SLIT2,PLXDC2,GENE31",Fibroblast,fibroblast,CL:0000057,Endothelial Cells
1838,Lung,4,0.75,"TBXAS1,ZEB2,GENE58,GENE27,FKBP5,GENE40,CD74,PIK3R5,CHST11,GENE17,GENE24,SRGN,GENE49,GENE85,PLXDC2,SLC8A1,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",mast cell
1839,Lung,4,0.75,"GENE9,GENE39,GENE66,PLIN2,GHR,ADIPOQ,LPIN1,PPARG,GENE33,GENE87,PLIN1,FOXO1,EBF1,G0S2,ACSL1,GENE97,GENE16",Adipocyte,fat cell,CL:0000136,adipocyte
1840,Lung,4,0.75,"GENE94,AGER,EMP2,GENE24,GENE5,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar type I pneumocyte
1841,Lung,4,0.75,"GENE1,NKX2-1,SLC34A2,LAMP3,SFTPC,SFTPB,GENE43,GENE16",Alveolar Type II,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
1842,Lung,4,0.75,"GENE82,GENE54,CD24,CXCR3,CD1c,GENE81,FAS,CR2",B cell_memory,memory B cell,CL:0000787,B cells
1843,Lung,4,0.75,"GENE26,GENE7,GENE94,GENE39,TUBA1A,HYDIN,GENE93,FAM92B,GENE34,FOXJ1,DNAH5,DNAI1,DNAI2,CDHR3",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
1844,Lung,4,0.75,"GENE58,SCGB3A2,GENE63,SCGB1A1,GENE5,BPIFA1,GENE83,SCGB3A1,SLPI,MUC5B,GENE53,CYP2F2",Club Epithelial,club cell,CL:0000158,goblet cell
1845,Lung,4,0.75,"GENE9,GENE30,GENE98,GENE90,GENE40,GENE68,GENE86,NEGR1,COL4A1,GENE77,GENE16,GENE58,GENE63,COL5A1,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE64,GENE22,HGF,COL18A1,COL6A3,GENE80,FBLN1,DCN,GENE49,GENE2,SLIT2,FN1,GENE14,DDR2,CCN2,IGFBP3,COL6A6,GENE37,IL6,COL3A1,COL6A1,COL1A2,COL6A2",Fibroblast,fibroblast,CL:0000057,mixture of fibroblasts and structural protein-producing cells
1846,Lung,4,0.75,"GENE9,RELN,GENE19,FLT4,CCL21,GENE11,MMRN1,PROX1,LYVE1,GENE14",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,Not identifiable based on provided markers
1847,Lung,4,0.75,"GENE30,LYZ,GENE40,C1QA,GENE86,GENE32,GENE88,PTPRC,LYVE1,CD68,MSR1,GENE63,SLC11A1,MERTK,GENE12,CPM,CD163,MS4A6A,GENE47,GENE65,RBPJ,MS4A4A,CD74,GENE87,GENE5,CD36,GENE2,GENE59,GENE37,MR1,CSF1R,MRC1,GENE73",Macrophage,macrophage,CL:0000235,macrophage
1848,Lung,4,0.75,"KIT,GENE63,HDC,GENE95,TPSB2,CD69,FCER1A,TPSAB1,GENE97,GENE83",Mast Cell,mast cell,CL:0000097,mast cell
1849,Lung,4,0.75,"MYO1B,CSPG4,GENE86,GENE14,MCAM,GENE17,GENE87,GENE71,ACTA2,GENE74,ANPEP,DES,PDGFRB",Pericyte,pericyte,CL:0000669,pericyte
