,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified_new
304,304,304,304,304,Lung,1,0.75,"HYAL2,CDH5,PECAM1,EGFL7,CLDN5,AQP1,CLEC14A",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,Capillary,"Alveolar Epithelial Type 1, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Capillary Intermediate 2, TREM2+ Dendritic, Platelet/Megakaryocyte",Capillary Aerocyte,"Endothelial, Capillary",-1,0.7143,0,1.0000,-1,0.7143,2,-1
305,305,305,305,305,Lung,1,0.75,"SDPR,CLDN5,TM4SF1,RAMP2,PPFIBP1,IGFBP7,CCL21",Lymphatic EC mature,,,endothelial cell,"Plasma, Lymphatic","Club, Basal, Alveolar Epithelial Type 1, Capillary Aerocyte, Capillary Intermediate 1, Capillary Intermediate 2, Alveolar Fibroblast, Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte",Alveolar Epithelial Type 1,"Basophil/Mast, Ciliated",-1,0.1818,-1,0.2222,-1,0.1667,-1,0.1538
306,306,306,306,306,Lung,1,0.75,"AKAP12,TFF3,IGFBP7,GNG11,SDPR,CCL21,TFPI",Lymphatic EC differentiating,,,endothelial cell,Capillary Aerocyte,"Capillary, Capillary Intermediate 1, Bronchial Vessel 2, Lymphatic, Airway Smooth Muscle, Adventitial Fibroblast, EREG+ Dendritic","Monocyte, Dendritic","Lymphatic, Dendritic",-1,-1,-1,-1,-1,-1,-1,-1
307,307,307,307,307,Lung,1,0.75,"CORO1A,ITGB2,MS4A6A,HLA-DPA1,HLA-DQB1,GPR183,HLA-DMA",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,"Myeloid Dendritic, T cell, NK cell","CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, Myeloid Dendritic Type 2, TREM2+ Dendritic, Nonclassical Monocyte, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Mesothelial, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic",Macrophage,"Mucous, Capillary Aerocyte",-1,0.6667,-1,0.2000,-1,0.7143,-1,0.7143
308,308,308,308,308,Lung,1,0.75,"GPX3,SPARCL1,MT1X,TPM2,CYR61,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Smooth Muscle,"Mucous, Neuroendocrine, Artery, Vein, Capillary Aerocyte, Capillary Intermediate 1, Pericyte, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle, Fibromyocyte",Basophil/Mast,"Basophil/Mast, Proliferating",-1,0.3333,-1,0.3333,-1,0.3333,-1,0.3333
309,309,309,309,309,Lung,1,0.75,"CPA3,TPSB2,KIT,GATA2,VWA5A,RGS13,MS4A2",Mast cells,mast cell,CL:0000097,granulocyte,Mast Cells,"Basophil/Mast 1, Basophil/Mast 2, Ionocyte, Capillary, Capillary Intermediate 1, Proximal Ciliated, Alveolar Fibroblast",Basophil/Mast,"Basophil/Mast, Epithelial",2,0.5000,2,0.5000,2,0.5000,0,1.0000
310,310,310,310,310,Lung,1,0.75,"LMOD1,ACTG2,PLN,PPP1R14A,NEXN,IGFBP7,FLNA",Fibromyocytes,,,muscle cell,"Alveolar Epithelial Type 1, Airway Smooth Muscle, Vascular Smooth Muscle, Platelet/Megakaryocyte","Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,Airway Smooth Muscle,"{'UBERON:0004225': 0, 'UBERON:0004233': 1, 'UBERON:0004296': 1, 'UBERON:0004297': 1, 'UBERON:0003387': 2, 'UBERON:0004242': 2, 'UBERON:0004515': 2, 'UBERON:0004895': 2, 'UBERON:0012416': 2, 'UBERON:0002183': 3, 'UBERON:0002184': 3, 'CL:4033017': 3, 'UBERON:0004516': 3, 'UBERON:0004517': 3, 'UBERON:8600003': 3, 'UBERON:0002040': 3, 'GO:0060482': 4, 'UBERON:0002339': 4, 'UBERON:0003404': 4, 'UBERON:0003405': 4, 'UBERON:0003591': 4, 'UBERON:0004884': 4, 'UBERON:0004889': 4, 'UBERON:0004950': 4, 'UBERON:0005037': 4, 'UBERON:0012084': 4, 'UBERON:0002341': 4, 'UBERON:0004951': 4, 'UBERON:0005038': 4, 'UBERON:0012085': 4, 'GO:0060481': 5, 'GO:0060483': 5, 'CL:4033007': 5, 'CL:4033009': 5, 'CL:4033010': 5, 'UBERON:0015794': 5, 'UBERON:0015795': 5, 'UBERON:0004901': 5, 'GO:0060480': 6, 'GO:1901249': 7, 'GO:1901250': 7, 'GO:1901251': 7}",-1,"{'UBERON:0004225': 0, 'UBERON:0004233': 1, 'UBERON:0004296': 1, 'UBERON:0004297': 1, 'UBERON:0003387': 2, 'UBERON:0004242': 2, 'UBERON:0004515': 2, 'UBERON:0004895': 2, 'UBERON:0012416': 2, 'UBERON:0002183': 3, 'UBERON:0002184': 3, 'CL:4033017': 3, 'UBERON:0004516': 3, 'UBERON:0004517': 3, 'UBERON:8600003': 3, 'UBERON:0002040': 3, 'GO:0060482': 4, 'UBERON:0002339': 4, 'UBERON:0003404': 4, 'UBERON:0003405': 4, 'UBERON:0003591': 4, 'UBERON:0004884': 4, 'UBERON:0004889': 4, 'UBERON:0004950': 4, 'UBERON:0005037': 4, 'UBERON:0012084': 4, 'UBERON:0002341': 4, 'UBERON:0004951': 4, 'UBERON:0005038': 4, 'UBERON:0012085': 4, 'GO:0060481': 5, 'GO:0060483': 5, 'CL:4033007': 5, 'CL:4033009': 5, 'CL:4033010': 5, 'UBERON:0015794': 5, 'UBERON:0015795': 5, 'UBERON:0004901': 5, 'GO:0060480': 6, 'GO:1901249': 7, 'GO:1901250': 7, 'GO:1901251': 7}",-1,"{'CL:0000359': 0, 'CL:0002590': 1, 'CL:0008035': 1, 'CL:0019017': 1, 'CL:0019018': 1, 'GO:0035886': 1, 'GO:0097084': 1, 'GO:1904738': 1, 'GO:1905288': 1, 'GO:1990874': 1, 'CL:0009049': 2, 'CL:1001097': 2, 'CL:1001100': 2, 'CL:0002539': 2, 'CL:0002588': 2, 'CL:0002589': 2, 'CL:0002591': 2, 'CL:0002592': 2, 'CL:0002594': 2, 'CL:0002595': 2, 'CL:0002596': 2, 'CL:1001064': 2, 'CL:1001066': 2, 'CL:1001068': 2, 'GO:0035887': 2, 'GO:1905063': 2, 'GO:1905064': 2, 'GO:1905065': 2, 'GO:1904752': 2, 'GO:1904753': 2, 'GO:1904754': 2, 'GO:1905459': 2, 'GO:1905460': 2, 'GO:1905461': 2, 'GO:1904705': 2, 'GO:1904706': 2, 'GO:1904707': 2, 'CL:0002593': 3, 'CL:1001214': 3, 'CL:1001217': 3, 'CL:1001221': 3, 'CL:1001224': 3, 'GO:1904829': 3, 'GO:1904830': 3, 'GO:1904831': 3}",-1,{'UBERON:0004895': 0},-1
311,311,311,311,311,Lung,1,0.75,"HMGN1,COX20,S100A16,MARCKS,ECSCR,HMGN2,TUBB",Lymphatic EC proliferating,,,endothelial cell,"Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Lymphatic, Plasma, Macrophage, Platelet/Megakaryocyte","Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Ionocyte, Bronchial Vessel 1, Lymphatic, Myofibroblast, Mesothelial, Proliferating NK/T, Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 2",Proliferating NK/T,Basal,-1,0.1538,-1,0.3636,-1,0.2000,-1,0.2222
312,312,312,312,312,Lung,1,0.75,"FBXL7,KALRN,ST6GALNAC3,PKHD1L1,PPFIBP1,LDB2,MMRN1",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,"Lymphatic, Alveolar Epithelial Type 1, Alveolar Fibroblast","Alveolar Epithelial Type 1, Myofibroblast, Adventitial Fibroblast, Basophil/Mast 1, Basophil/Mast 2, Lymphatic",Lymphatic,Basal,-1,0.2000,-1,0.2000,-1,0.2222,-1,0.2000
313,313,313,313,313,Lung,1,0.75,"LMO7,KHDRBS2,RBMS3,NTM,LIMCH1,RAB11FIP1,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 2","Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Vein, Alveolar Fibroblast",Alveolar Epithelial Type 1,Alveolar Epithelial Type 1,0,1.0000,0,1.0000,-1,0.2222,-1,0.7143
314,314,314,314,314,Lung,1,0.75,"SFTPC,SFTPB,MACROD2,AUTS2,LRRK2,PDE4D,ANK3",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Plasma, Club, Basal, Proximal Basal, Proliferating Basal, Macrophage, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2,0,1.0000,0,1.0000,-1,0.2857,0,1.0000
315,315,315,315,315,Lung,1,0.75,"SSBP2,KRT17,FAF1,TP63,XPR1,MACROD2,RBMS3",Epithelial cell (basal),basal cell,CL:0000646,stem cell,"Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Platelet/Megakaryocyte","Basal, Proximal Basal, Platelet/Megakaryocyte",Basal,Basal,-1,0.3000,-1,0.3000,-1,0.2222,-1,0.2222
316,316,316,316,316,Lung,1,0.75,"STK33,HYDIN,CFAP54,C4orf22,LRRIQ1,DNAH7,CDHR3",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated",Ciliated,Ciliated,-1,-1,-1,-1,1,0.7500,1,0.7500
317,317,317,317,317,Lung,1,0.75,"KIAA1324,MACROD2,KIAA1217,NEDD4L,MECOM,ERBB4,BMPR1B",Epithelial cell (club),club cell,CL:0000158,epithelial cell,"Club, Alveolar Epithelial Type 2, Capillary Intermediate 1","Club, Differentiating Basal, Goblet, Serous, Ionocyte, Neuroendocrine, Signaling Alveolar Epithelial Type 2, Alveolar Epithelial Type 1, Capillary, Capillary Intermediate 1",Signaling Alveolar Epithelial Type 2,Club,-1,0.5455,0,1.0000,-1,0.2222,-1,0.2222
318,318,318,318,318,Lung,1,0.75,"PLCG2,MEF2C,RALGPS2,DENND5B,PDK1,FBXW7,CREB3L2",Immune (B cell),B cell,CL:0000236,b cell,"Ionocyte, B, Artery, Plasma, Platelet/Megakaryocyte","Ionocyte, Artery, B, Plasma, Platelet/Megakaryocyte, Capillary",B,Signaling Alveolar Epithelial Type 2,-1,0.7000,-1,0.2222,-1,0.2222,-1,0.2222
319,319,319,319,319,Lung,1,0.75,"SKAP1,B2M,KLRD1,FYN,PIP4K2A,PRKCH,ARHGAP15",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,"Natural Killer, CD8+ Naive T, CD8+ Memory/Effector T, CD4+ Memory/Effector T, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, Pericyte, Natural Killer, Platelet/Megakaryocyte",Natural Killer T,Signaling Alveolar Epithelial Type 2,-1,0.1818,-1,0.2857,-1,0.1818,-1,0.1429
320,320,320,320,320,Lung,1,0.75,"ARHGAP15,THEMIS,PARP8,SYTL3,SKAP1,FKBP5,PTPRC",Immune (T cell),T cell,CL:0000084,t/nk cell,"CD8+ Memory/Effector T, CD4+ Memory/Effector T, CD4+ Naive T","CD8+ Memory/Effector T, CD4+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Basophil/Mast 1, Basophil/Mast 2",T cell,Natural Killer T,0,1.0000,-1,0.5556,-1,0.5455,-1,0.5455
321,321,321,321,321,Lung,1,0.75,"ZEB2,GPCPD1,PPARG,TFRC,FMNL2,PLXDC2,MSR1",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,"Macrophage, TREM2+ Dendritic","Vascular Smooth Muscle, Macrophage, Proliferating Macrophage, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte",Dendritic/Monocyte mixture,Macrophage,-1,0.4444,2,0.7143,-1,0.4444,6,0.3750
322,322,322,322,322,Lung,1,0.75,"TPSB2,KIT,SAMSN1,ARHGAP15,IL18R1,SRGN,SYTL3",Immune (mast cell),mast cell,CL:0000097,granulocyte,"Basophil/Mast, Basophil/Mast 2","Vascular Smooth Muscle, CD8+ Memory/Effector T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast,Basophil/Mast 1,2,0.5000,2,0.5000,-1,0.2308,2,0.5000
323,323,323,323,323,Lung,1,0.75,"CACNA1C,MYH11,CALD1,EBF1,DMD,PRKG1,INPP4B",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell","Vascular Smooth Muscle, Pericyte","Vascular Smooth Muscle, Pericyte, Basal, Proliferating Basal, Neuroendocrine",Smooth Muscle,Vascular Smooth Muscle,-1,0.3333,-1,0.2857,-1,0.2500,-1,0.2857
324,324,324,324,324,Lung,1,0.75,"CALCRL,EGFL7,PTPRM,TIMP3,ST6GALNAC3,LDB2,PTPRB",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,"Capillary, Capillary Intermediate 1","Artery, Vein, Capillary, Vascular Smooth Muscle, Signaling Alveolar Epithelial Type 2, Neuroendocrine, Platelet/Megakaryocyte",Capillary,Capillary Intermediate 1,-1,-1,-1,0.2857,-1,0.5000,-1,0.5714
325,325,325,325,325,Lung,1,0.75,"ARHGAP6,LAMA2,SLIT2,LSAMP,PLXDC2,PLEKHH2,RBMS3",Fibroblast,fibroblast,CL:0000057,fibroblast,"Capillary Intermediate 1, Pericyte","Capillary Intermediate 1, Pericyte, Adventitial Fibroblast, Alveolar Fibroblast, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, Ionocyte, Neuroendocrine, Artery",Pericyte,Alveolar Epithelial Type 1,-1,0.6000,-1,0.2500,-1,0.6667,-1,0.6000
326,326,326,326,326,Lung,1,0.75,"ZEB2,CTSB,CD74,PIK3R5,PLXDC2,SRGN,SLC8A1",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte","Macrophage, TREM2+ Dendritic","Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Macrophage, Proliferating Macrophage, Plasmacytoid Dendritic, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic",Monocyte/Dendritic mixture,Ciliated,-1,0.5714,-1,-1,-1,0.5714,4,0.5000
327,327,327,327,327,Lung,1,0.75,"LPIN1,G0S2,ACSL1,ADIPOQ,PLIN1,PLIN2,PPARG",Adipocyte,fat cell,CL:0000136,fat cell,"Lipofibroblast, Adipocyte, Classical Monocyte","Ciliated, Neuroendocrine, CD4+ Memory/Effector T, Natural Killer T, Alveolar Fibroblast, Lipofibroblast, Ionocyte, Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte",Macrophage,Alveolar Fibroblast,-1,0.2857,-1,0.4286,-1,0.2857,-1,0.2857
328,328,328,328,328,Lung,1,0.75,"HOPX,EMP2,CAV1",Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,"Alveolar Epithelial Type 1, Capillary Aerocyte","Club, Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 1, Vascular Smooth Muscle, Fibromyocyte, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T",Alveolar Epithelial,Signaling Alveolar Epithelial Type 2,1,0.8333,-1,0.7143,-1,0.1818,-1,0.1818
329,329,329,329,329,Lung,1,0.75,"SFTPB,LAMP3,SLC34A2",Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2,0,1.0000,0,1.0000,0,1.0000,0,1.0000
330,330,330,330,330,Lung,1,0.75,"CR2,CD24,FAS",B cell_memory,memory B cell,CL:0000787,b cell,B cell,"B, Nonclassical Monocyte",B,Natural Killer T,0,1.0000,-1,0.3846,-1,0.4000,3,0.7000
331,331,331,331,331,Lung,1,0.75,"CDHR3,DNAI2,DNAI1,TUBA1A,FAM92B,FOXJ1",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,Ciliated,"Ciliated, Proximal Ciliated",Ciliated,Ciliated,-1,-1,-1,-1,1,0.7500,-1,-1
332,332,332,332,332,Lung,1,0.75,"CYP2F2,SCGB3A2,BPIFA1,SLPI,SCGB1A1",Club Epithelial,club cell,CL:0000158,epithelial cell,"Club, Goblet, Mucous","Mucous, Serous, Club",Club,Club,0,1.0000,0,1.0000,-1,0.3333,0,1.0000
333,333,333,333,333,Lung,1,0.75,"IGFBP3,COL5A2,IL6,CCN2,VIM,COL6A6,FBN1,HGF,DDR2,COL3A1,IL33,COL5A1,COL18A1,COL1A1,SLIT2,IGFBP5,NEGR1,COL4A1",Fibroblast,fibroblast,CL:0000057,fibroblast,Myofibroblast,"Artery, Myofibroblast, Macrophage, Club",Myofibroblast,Basal,-1,0.6000,-1,0.2857,-1,0.6000,-1,0.6000
334,334,334,334,334,Lung,1,0.75,"FLT4,MMRN1,LYVE1,CCL21",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Lymphatic, Vein",Lymphatic,Lymphatic,-1,0.2000,-1,0.2000,-1,0.2000,-1,0.2000
335,335,335,335,335,Lung,1,0.75,"CD36,MS4A6A,PTPRC,C1QA,MRC1,MS4A4A,CD68,MS4A6A,LYVE1,MR1,LYZ,RBPJ,CSF1R,MERTK,CD163",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,"Vascular Smooth Muscle, Proliferating Macrophage, Platelet/Megakaryocyte, Classical Monocyte",Classical Monocyte,Plasmacytoid Dendritic,-1,0.5714,-1,0.5714,-1,0.5714,0,1.0000
