,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
261,261,261,261,261,1,Lung,0.75,"GENE1,APOC1,C1QB,GENE79,GENE59,GENE67,C1QA,VSIG4,SLCO2B1,GENE18,GENE92,ACP5,ITGAX,GENE28,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophages,10. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,macrophage,0,0,0,0
262,262,262,262,262,1,Lung,0.75,"GENE75,KLRF1,GNLY,GZMB,GENE8,GENE35,GENE5,FCGR3A,NKG7,PYHIN1,GENE43,KLRD1,SPON2,GENE97,GENE31,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,Natural killer (NK) cells,CL:0000623,Cytotoxic T cells,CL:0000910,Natural Killer cells,11. Natural killer cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,cytotoxic t cell,0,0,0,-1
263,263,263,263,263,1,Lung,0.75,"PRDX4,MANF,GENE94,SSR4,GENE8,XBP1,POU2AF1,TNFRSF17,GENE93,GENE98,GENE61,HSP90B1,GENE34,GENE2,MZB1,DERL3,SEC11C",Plasma,plasma cell,CL:0000786,Plasma cells,CL:0000786,Endothelial Cells,CL:0000115,B cells,12. Plasma cells,CL:0000236,CL:0000786,b cell,plasma cell,plasma cell,endothelial cell,4,0,0,-1
264,264,264,264,264,1,Lung,0.75,"GENE58,GENE15,SFTPA2,GENE27,SLC34A2,GENE25,SFTPC,LAMP3,ABCA3,GENE11,GENE87,GENE91,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar epithelial type II cells,CL:0002063,Type II Alveolar Cells,CL:0002063,Alveolar cells,13. Alveolar epithelial cells,CL:0000583,CL:0000322,alveolar macrophage,pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,-1,1,0,0
265,265,265,265,265,1,Lung,0.75,"KIT,GENE65,VWA5A,GENE15,CPA3,HPGDS,GRAP2,GENE79,HDC,GENE12,CD44,GENE60,MS4A2,GENE76,TPSAB1,GATA2,GENE83",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,Mast Cells,CL:0000097,Mast cells,14. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1
266,266,266,266,266,1,Lung,0.75,"LILRB2,GENE57,GENE35,GENE37,COTL1,RPS19,LST1,AIF1,FCGR3A,GENE46,GENE42,SAT1,RHOC,GENE81,GENE43,FCN1,IFITM2",CD16+ Monocyte,,,Macrophages,CL:0000235,Regulatory T cells,CL:0000815,Monocytes,15. Myeloid cells,CL:0000576,CL:0000763,monocyte,myeloid cell,macrophage,regulatory t cell,-1,-1,-1,-1
267,267,267,267,267,1,Lung,0.75,"GENE82,GENE9,GENE63,CDC42EP1,GENE66,GENE89,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE96,CD81,GENE74,FCN3,EPAS1,FLNB",Capillary,,,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Endothelial cells,16. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,fibroblast,fibroblast,-1,-1,-1,-1
268,268,268,268,268,1,Lung,0.75,"CD3D,GZMH,CD3G,GENE90,CD8B,GENE18,GENE5,GENE92,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE85,GENE77,GENE75",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T cells,CL:0000910,CD8+ T cells,CL:0000625,T cells,17. Cytotoxic T cells,CL:0000084,CL:0000910,t cell,cytotoxic t cell,cytotoxic t cell,"CD8-positive, alpha-beta T cell",3,-1,-1,0
269,269,269,269,269,1,Lung,0.75,"GENE26,GENE94,SCGB3A2,DSTN,CYB5A,GENE86,CEACAM6,GENE87,GENE95,GENE56,PIGR,GENE23,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,Club cells,CL:0000158,Club Cells,CL:0000158,Goblet cells,18. Epithelial cells,CL:0000160,CL:0000066,goblet cell,epithelial cell,club cell,club cell,-1,2,0,0
270,270,270,270,270,1,Lung,0.75,"GENE13,GENE100,CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE57,GENE32,COL3A1,COL1A1,COL1A2,GENE71,GENE49,GENE99,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Alveolar epithelial cells,CL:0000322,Fibroblasts,19. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,pulmonary alveolar epithelial cell,-1,-1,-1,-1
271,271,271,271,271,1,Lung,0.75,"GENE39,PTPRE,GZMB,IRF7,GENE35,TYROBP,GENE33,GENE24,GENE12,PLD4,NPC2,PPP1R14B,IL3RA,GENE76,IRF4,SEC61B,GENE16",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Macrophages,CL:0000235,Cytotoxic T cells,CL:0000910,Natural Killer cells,20. Natural killer cells,CL:0000623,CL:0000623,natural killer cell,natural killer cell,macrophage,cytotoxic t cell,-1,-1,-1,-1
272,272,272,272,272,1,Lung,0.75,"TPX2,BIRC5,GENE19,GENE62,NUSAP1,STMN1,GENE66,GENE90,UBE2C,TYMS,GENE10,ANLN,KPNA2,CDK1,GENE48,H2AFZ,GENE64",Proliferating Macrophage,,,Proliferating cells,CL:4033068,Proliferating cells,CL:4033068,Cells in S phase of cell cycle,21. Cancer cells,GO:0022403,CL:0001064,cell cycle phase,malignant cell,cycling B cell,cycling B cell,-1,-1,-1,-1
273,273,273,273,273,1,Lung,0.75,"GENE45,BIRC5,GENE62,NUSAP1,KIF2C,SMC4,UBE2C,GENE25,GENE14,H2AFV,AURKB,GENE96,GENE77,GENE38,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,Proliferating cells,CL:4033068,Proliferating cells,CL:4033068,Cells in M phase of cell cycle,22. Cancer cells,GO:0022403,CL:0001064,cell cycle phase,malignant cell,cycling B cell,cycling B cell,-1,-1,-1,-1
274,274,274,274,274,1,Lung,0.75,"GENE100,GENE73,POSTN,GENE98,GENE33,GENE69,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,GENE49,INHBB,SPARCL1,SPRY1,GENE83",Bronchial Vessel,,,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Endothelial cells,23. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,fibroblast,fibroblast,-1,-1,-1,-1
275,275,275,275,275,1,Lung,0.75,"BPIFB1,GENE40,GENE69,SAA1,SCGB1A1,RARRES1,MSMB,GENE60,GENE56,GENE12,SCGB3A1,GENE43,SLPI,LCN2,GENE31,WFDC2,MUC5B",Mucous,,,Club cells,CL:0000158,Clara cells,CL:0000158,Secretory cells,24. Epithelial cells,CL:0000151,CL:0000066,secretory cell,epithelial cell,club cell,club cell,-1,-1,-1,-1
276,276,276,276,276,1,Lung,0.75,"PTPRB,GENE82,GENE45,GENE52,GENE98,PRSS23,GENE34,TGM2,GENE5,VWF,LIFR,SELP,PLA1A,CPE,GENE49,SRPX,SLCO2A1",Vein,,,Epithelial cells,CL:0000066,Endothelial cells,CL:0000115,Endothelial cells,25. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,epithelial cell,endothelial cell,-1,-1,-1,-1
277,277,277,277,277,1,Lung,0.75,"CHN1,CALD1,COL4A2,GENE19,GENE8,GENE67,NID1,COL4A1,LAMB1,GENE5,GENE11,COX4I2,GENE10,GENE17,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,Smooth muscle cells,CL:0000192,Smooth muscle cells,CL:0000192,Pericytes,26. Fibroblasts,CL:0000669,CL:0000057,pericyte,fibroblast,smooth muscle cell,smooth muscle cell,0,10,-1,-1
278,278,278,278,278,1,Lung,0.75,"GENE94,CALD1,TPM2,PLN,GENE7,GENE63,GENE67,DSTN,GENE56,CSRP1,GENE83,ACTA2,GENE74,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,Endothelial cells,CL:0000115,Smooth Muscle Cells,Smooth Muscle Cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,endothelial cell,0,0,0,-1
279,279,279,279,279,1,Lung,0.75,"PTPRB,DKK2,HEY1,GENE7,GENE89,GENE20,GENE37,GJA5,FBLN5,SEMA3G,EFNB2,GENE48,BMX,GENE6,EPAS1,GENE23,ARGLU1",Artery,,,Endothelial cells,CL:0000115,Mesenchymal stem cells,CL:0000134,Endothelial Cells,Endothelial Cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,mesenchymal stem cell,-1,-1,-1,-1
280,280,280,280,280,1,Lung,0.75,"GENE55,GENE94,HPGD,CYP3A5,CLDN5,GENE78,GENE27,GENE68,APP,STXBP6,TBX2,EMCN,GENE2,SOSTDC1,GENE53,ESAM,EDNRB",Capillary Aerocyte,,,Endothelial cells,CL:0000115,Epithelial cells,CL:0000066,Vascular Endothelial Cells,Endothelial Cells,CL:0002139,CL:0000115,endothelial cell of vascular tree,endothelial cell,endothelial cell,epithelial cell,-1,-1,-1,-1
281,281,281,281,281,1,Lung,0.75,"GENE45,GENE19,GENE52,GENE30,IPO7,SH3BP5,RALA,GALNT18,GENE25,GENE18,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,GENE31,WWTR1",Capillary Intermediate,,,Fibroblasts,CL:0000057,Type II alveolar cells,CL:0002063,Endothelial Cells,Endothelial Cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,fibroblast,pulmonary alveolar type 2 cell,-1,-1,-1,-1
282,282,282,282,282,1,Lung,0.75,"C7,GENE21,GENE15,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE18,GENE33,CPXM1,GENE92,GENE80,HAS1,GENE83",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Mesothelial cells,CL:0000077,Fibroblasts,CL:0000057,Kidney Cells,Epithelial Cells,CL:1000497,CL:0000066,kidney cell,epithelial cell,mesothelial cell,fibroblast,-1,6,7,2
283,283,283,283,283,1,Lung,0.75,"ALDH1A3,GENE9,GENE47,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE56,GENE37,GENE92,GENE76,SLPI,GENE16",Mesothelial,mesothelial cell,CL:0000077,Basal epithelial cells,CL:0002236,Macrophages,CL:0000235,Stem Cells,Epithelial Cells,CL:0000034,CL:0000066,stem cell,epithelial cell,basal epithelial cell of prostatic duct,macrophage,10,2,-1,-1
284,284,284,284,284,1,Lung,0.75,"CMTM5,GENE47,TUBB1,GENE79,GENE72,GRAP2,ITGA2B,GENE37,GENE87,CABP5,GENE91,PF4,GENE38,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Megakaryocytes,CL:0000556,Endothelial cells,CL:0000115,Platelets,Platelets,CL:0000233,CL:0000233,platelet,platelet,megakaryocyte,endothelial cell,-1,-1,-1,-1
285,285,285,285,285,1,Lung,0.75,"CD2,GNLY,CTSW,S100A6,GENE3,GENE72,GENE40,GENE57,GENE56,GENE29,CCL5,CEBPB,CXCR4,GENE43,CD7,LGALS1,ZFP36L2",Natural Killer T,,,Cytotoxic T cells and Natural Killer cells,CL:0000623,Immune cells,CL:0000738,T Cells,T Cells,CL:0000084,CL:0000084,t cell,t cell,natural killer cell,leukocyte,-1,-1,-1,-1
286,286,286,286,286,1,Lung,0.75,"CLU,GENE47,CST5,GENE3,MET,GENE56,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,GENE84,GENE48,GENE2,CNN1,GENE77",Fibromyocyte,,,Alveolar macrophages,CL:0000583,Stem cells,CL:0000034,Fibroblasts,Tendon Cells,CL:0000057,CL:0000388,fibroblast,tendon cell,alveolar macrophage,stem cell,-1,-1,-1,-1
287,287,287,287,287,1,Lung,0.75,"CXCL17,S100P,PSCA,COX5A,GENE99,TXN,GENE52,AGR2,GENE12,GENE88,GENE49,GENE2,FAM3D,GABRP,CLIC1,GENE31,WFDC2",Goblet,goblet cell,CL:0000160,Mucous cells,CL:0000319,Club cells,CL:0000158,Gastric Mucous Cells,Epithelial Cells,CL:0002181,CL:0000066,mucous neck cell of gastric gland,epithelial cell,mucus secreting cell,club cell,-1,1,-1,-1
288,288,288,288,288,1,Lung,0.75,"TFF3,TMPRSS11E,GENE58,PHGR1,BSND,GENE66,GENE15,GENE51,GENE56,FOXI1,HEPACAM2,ATP6V1B1,GENE84,STAC2,GENE91,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,Club cells,CL:0000158,Goblet cells,CL:0000160,Vocal Cord Cells,Epithelial Cells,CL:1000073,CL:0000066,spinal cord radial glial cell,epithelial cell,club cell,goblet cell,-1,1,-1,-1
289,289,289,289,289,1,Lung,0.75,"GENE45,GENE100,GENE65,GENE8,PCSK1N,EGR1,GENE36,FAM46A,PRDX2,CHGA,GENE51,GENE79,SEC11C,SCGN,CPE,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Fibroblasts,CL:0000057,Smooth muscle cells,CL:0000192,Endocrine Cells,Endocrine Cells,CL:0000163,CL:0000163,endocrine cell,endocrine cell,fibroblast,smooth muscle cell,1,1,-1,-1
290,290,290,290,290,1,Lung,0.75,"TCN1,GENE39,LPO,PHB,LYZ,GENE47,GENE68,GENE53,TESC,ZG16B,GENE91,GENE76,PRR4,PRB3,PRH2,GENE23,PRB4",Serous,serous secreting cell,CL:0000313,Alveolar macrophages,CL:0000583,Type I alveolar cells,CL:0002062,Epithelial Cells,Salivary Gland Cells,CL:0000066,CL:0009005,epithelial cell,salivary gland cell,alveolar macrophage,pulmonary alveolar type 1 cell,14,-1,-1,-1
291,291,291,291,291,1,Lung,0.75,"GENE63,C1QB,LYZ,GENE59,GENE35,FCER1G,GENE68,C1QA,LAPTM5,GENE24,AIF1,GENE71,GENE38,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,Monocytes/Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophages,Myeloid Cells,CL:0000235,CL:0000763,macrophage,myeloid cell,macrophage,macrophage,0,2,0,0
292,292,292,292,292,1,Lung,0.75,"GENE82,GENE94,GENE62,GNLY,GZMB,CTSW,GENE86,CST7,GENE11,CD7,CCL5,NKG7,GZMA,GENE43,CCL4,PRF1,GENE59",Innate lymphoid cell NK,natural killer cell,CL:0000623,Cytotoxic T Cells,CL:0000910,"Cytotoxic T cells, NK cells",CL:0000910,Cytotoxic T Cells,Cytotoxic T Cells,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,cytotoxic t cell,cytotoxic T cell,-1,-1,-1,-1
293,293,293,293,293,1,Lung,0.75,"S100A14,GENE8,GENE78,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE11,GENE84,GENE85,SFTPD,NAPSA,MUC1,GENE14,SFTA3,PEBP4,GENE55",AT2,type II pneumocyte,CL:0002063,Epithelial Cells,CL:0000066,Epithelial cells,CL:0000066,Lung Epithelial Cells,Alveolar Cells,CL:0000082,CL:0000583,epithelial cell of lung,alveolar macrophage,epithelial cell,epithelial cell,2,-1,3,3
294,294,294,294,294,1,Lung,0.75,"GENE22,GENE100,GENE21,GENE52,CLEC14A,GENE61,ACKR1,MGP,RAMP3,RAMP2,GENE24,IGFBP7,VWF,GNG11,GENE74,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Endothelial Cells,CL:0000115,"Fibroblasts, Endothelial cells",CL:0000115,Endothelial Cells,Endothelial Cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,3,3,3,3
295,295,295,295,295,1,Lung,0.75,"CD2,GENE65,CD3D,IL32,GENE78,GENE57,GENE12,GENE56,CD69,CCL5,TRAC,GENE48,GENE77,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T Cells,CL:0000084,"T cells, Natural killer cells",CL:0000623,T Cells,T Cells,CL:0000084,CL:0000084,t cell,t cell,t cell,natural killer cell,0,0,0,-1
296,296,296,296,296,1,Lung,0.75,"CLEC14A,TM4SF1,CLDN5,GENE78,GENE90,GENE15,GENE87,IFI27,SOX17,GENE14,A2M,CRIP2,GENE84,PECAM1,GENE75,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,Endothelial Cells,CL:0000115,"Fibroblasts, Macrophages",CL:0000235,Endothelial Cells,Endothelial Cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,macrophage,3,3,3,-1
297,297,297,297,297,1,Lung,0.75,"GENE39,CALD1,LUM,C1S,GENE36,GENE62,BGN,MGP,GENE37,IGFBP7,GENE60,GENE5,COL6A1,DCN,COL1A2,SPARC,GENE20",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,"Club cells, Alveolar type II cells",CL:0002063,Fibroblasts,Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,pulmonary alveolar type 2 cell,0,0,0,-1
298,298,298,298,298,1,Lung,0.75,"GENE72,AGER,EMP2,GENE89,FXYD3,SFTA2,GENE69,CEACAM6,GENE56,GENE95,GENE84,GENE42,ADIRF,CAV1,KRT7,HOPX,TSPAN13",AT1,type I pneumocyte,CL:0002062,Alveolar type I cells,CL:0002062,"Goblet cells, Clara cells",CL:0002370,Alveolar Cells,Alveolar Cells,CL:0000583,CL:0000583,alveolar macrophage,alveolar macrophage,pulmonary alveolar type 1 cell,respiratory goblet cell,-1,-1,0,-1
299,299,299,299,299,1,Lung,0.75,"RP11-356K23.1,C12orf75,GENE79,GSTA1,CD24,GENE89,FAM229B,TMEM231,GENE12,RP11-295M3.4,GENE56,C11orf97,GENE49,C5orf49,SNTN,GENE23,GENE73",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Lung epithelial cells,CL:0000082,Unknown or mixed cell types,CL:0000699,Hepatocytes,Epithelial Cells,CL:0000182,CL:0000066,hepatocyte,epithelial cell,epithelial cell of lung,paraganglial type 1 cell,-1,2,-1,-1
300,300,300,300,300,1,Lung,0.75,"LTB,MS4A1,GENE35,GENE79,IGHA1,GENE68,IGLC2,CD79A,GENE87,TSC22D3,GENE84,IGKC,GENE46,GENE64,CORO1A,CD37,ISG20",B cell lineage,B cell,CL:0000236,B cells,CL:0000236,B cells,CL:0000236,B Cells,B Cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
301,301,301,301,301,1,Lung,0.75,"CXCL17,GENE47,KRT7,GENE98,BPIFB1,GENE10,CEACAM6,TACSTD2,GENE12,GENE32,GENE4,PIGR,MUC1,WFDC2,CP,GENE51,KRT19",Secretory,secretory cell,CL:0000151,Goblet cells,CL:0000160,Epithelial cells,CL:0000066,Gastric Mucous Cells,Epithelial Cells,CL:0002181,CL:0000066,mucous neck cell of gastric gland,epithelial cell,goblet cell,epithelial cell,-1,12,-1,12
302,302,302,302,302,1,Lung,0.75,"CD14,GENE30,S100A9,S100A8,FCER1G,GENE27,GENE37,GENE69,COTL1,GENE80,LST1,AIF1,GENE91,VCAN,S100A12,FCN1,GENE53",Monocytes,monocyte,CL:0000576,Monocytes,CL:0000576,Monocytes/Macrophages,CL:0000235,Monocytes,Monocytes,CL:0000576,CL:0000576,monocyte,monocyte,monocyte,macrophage,0,0,0,2
303,303,303,303,303,1,Lung,0.75,"TCN1,GENE75,GENE58,SELM,MARCKSL1,GENE61,GENE93,GENE44,LTF,GENE32,ZG16B,PIP,PIGR,CCL28,GENE31,SEC11C,AZGP1",Submucosal Secretory,,,Epithelial cells,CL:0000066,Endothelial cells,CL:0000115,Goblet Cells,1. Paneth cells,CL:0000160,CL:0000510,goblet cell,paneth cell,epithelial cell,endothelial cell,-1,-1,-1,-1
304,304,304,304,304,1,Lung,0.75,"GENE99,CLEC14A,TM4SF1,CLDN5,AQP1,GENE66,CDH5,GENE18,GENE34,IFI27,GENE91,PECAM1,GENE75,SPARCL1,EGFL7,HYAL2,GENE31",EC capillary,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,Fibroblasts,CL:0000057,Endothelial Cells,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,fibroblast,2,2,2,8
305,305,305,305,305,1,Lung,0.75,"SDPR,GENE62,GENE79,TM4SF1,CLDN5,CCL21,RAMP2,ECSCR,GENE24,GENE11,IGFBP7,MMRN1,GNG11,GENE5,PPFIBP1,GENE46,GENE97",Lymphatic EC mature,,,Pericytes,CL:0000669,Dendritic cells,CL:0000451,Endothelial Cells,3. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,pericyte,dendritic cell,-1,-1,-1,-1
306,306,306,306,306,1,Lung,0.75,"TFF3,SDPR,AKAP12,GENE9,GENE47,GENE8,CLDN5,TCF4,GENE36,CCL21,IGFBP7,GENE5,GNG11,TIMP3,GENE75,TFPI,GENE83",Lymphatic EC differentiating,,,Club cells,CL:0000158,Goblet cells,CL:0000160,Epithelial Cells,4. Endothelial cells,CL:0000066,CL:0000115,epithelial cell,endothelial cell,club cell,goblet cell,-1,-1,-1,-1
307,307,307,307,307,1,Lung,0.75,"GENE26,GENE50,GENE9,HLA-DQB1,GENE78,GENE57,GENE27,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,HLA-DPB1,GENE76,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A",Dendritic cells,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,Mast cells,CL:0000097,B cells,5. B cells,CL:0000236,CL:0000236,b cell,b cell,dendritic cell,mast cell,-1,-1,0,-1
308,308,308,308,308,1,Lung,0.75,"GENE1,GENE100,CALD1,TPM2,CYR61,GENE7,GENE68,MT1X,GENE24,CTGF,GPX3,GENE88,IGFBP5,GENE81,SPARCL1,PRELP,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Smooth muscle cells,CL:0000192,Fibroblasts,6. Myofibroblasts,CL:0000057,CL:0000186,fibroblast,myofibroblast cell,fibroblast,smooth muscle cell,-1,0,-1,-1
309,309,309,309,309,1,Lung,0.75,"GENE82,KIT,GENE65,GENE63,VWA5A,C1orf186,CPA3,HPGDS,GENE44,MS4A2,TPSB2,GENE96,GENE76,TPSAB1,RGS13,GATA2,GENE59",Mast cells,mast cell,CL:0000097,Mast cells,CL:0000097,T cells,CL:0000084,Mast Cells,7. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,t cell,0,0,0,12
310,310,310,310,310,1,Lung,0.75,"GENE45,TPM2,PLN,GENE30,GENE78,LMOD1,GENE8,GENE99,GENE87,IGFBP7,GENE29,FLNA,ACTG2,SELM,PPP1R14A,DES,NEXN",Fibromyocytes,,,Smooth muscle cells,CL:0000192,Epithelial cells,CL:0000066,Smooth Muscle Cells,8. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,epithelial cell,-1,-1,-1,-1
311,311,311,311,311,1,Lung,0.75,"GENE7,S100A16,EID1,GENE63,GENE59,GENE72,ECSCR,MARCKS,TUBB,ARPC1A,HMGN1,GENE42,GENE84,LSM2,COX20,GENE97,HMGN2",Lymphatic EC proliferating,,,Alveolar type II cells,CL:0002063,Alveolar type II cells,CL:0002063,Epithelial Cells,9. Epithelial cells,CL:0000066,CL:0000066,epithelial cell,epithelial cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,-1,-1,-1,-1
312,312,312,312,312,1,Lung,0.75,"FBXL7,GENE30,GENE66,LDB2,TSHZ2,GENE11,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE96,GENE17,GENE2,GENE97",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Mesothelial cells,CL:0000077,Fibroblasts,CL:0000057,Neurons,10. Endothelial cells,CL:0000540,CL:0000115,neuron,endothelial cell,mesothelial cell,fibroblast,10,2,-1,8
313,313,313,313,313,1,Lung,0.75,"GENE62,GENE52,LMO7,RAB11FIP1,GENE66,EMP2,GENE24,NCKAP5,GENE42,RBMS3,NTM,KHDRBS2,GENE76,GENE43,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Fibroblasts,CL:0000057,Immune cells,CL:0000738,Endothelial Cells,11. Fibroblasts,CL:0000115,CL:0000057,endothelial cell,fibroblast,fibroblast,leukocyte,16,9,9,-1
314,314,314,314,314,1,Lung,0.75,"MACROD2,AUTS2,GENE62,GENE93,ZNF385B,SFTPC,GENE87,ABCA3,ANK3,GENE70,GENE85,GENE77,SFTPB,GENE38,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,Epithelium,UBERON:0000483,Vascular smooth muscle cells,CL:0000359,Alveolar Type II Cells,12. Alveolar type II cells,CL:0002063,CL:0002063,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,epithelium,vascular associated smooth muscle cell,0,0,4,-1
315,315,315,315,315,1,Lung,0.75,"GENE13,MACROD2,GLIS3,GENE58,GENE100,GENE9,GENE66,GENE79,SSBP2,EYA2,GENE80,XPR1,RBMS3,KRT17,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,Epithelium,UBERON:0000483,Ciliated cells,CL:0000064,Epithelial Cells,13. Epithelial cells,CL:0000066,CL:0000066,epithelial cell,epithelial cell,epithelium,ciliated cell,17,17,16,-1
316,316,316,316,316,1,Lung,0.75,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,GENE19,HYDIN,GENE27,GENE89,GENE44,CDHR3,GENE17,LRRIQ1,GENE28,GENE84,AGBL4,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,Ciliated epithelial cells,CL:0000067,Mesenchymal stem cells,CL:0000134,Ciliated Cells,14. Motile cilia cells,CL:0000064,CL:0000219,ciliated cell,motile cell,ciliated epithelial cell,mesenchymal stem cell,1,-1,0,-1
317,317,317,317,317,1,Lung,0.75,"NEDD4L,MACROD2,GENE63,SCGB3A2,CDK14,GENE41,GENE54,MECOM,GENE34,GENE17,GENE60,BMPR1B,KIAA1217,SFTPB,GENE64,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,Secretory epithelial cells,CL:4030006,Clara cells,CL:0000158,Basal Cells,15. Alveolar type II cells,CL:0000646,CL:0002063,basal cell,pulmonary alveolar type 2 cell,fallopian tube secretory epithelial cell,club cell,-1,-1,-1,0
