,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
2151,2151,2151,Lung,5,0.5,"VSIG4,APOC1,MARCO,C1QB,ITGAX",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,Macrophages,Alveolar Macrophage,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,alveolar macrophage,CL:0000583,macrophage,CL:0000235,0,0,-1,0
2152,2152,2152,Lung,5,0.5,"KLRD1,CD247,FCGR3A,KLRF1,GNLY",Natural Killer,natural killer cell,CL:0000623,t/nk cell,Natural Killer Cell,Natural Killer Cells,Natural Killer Cell,Natural Killer cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,0,0,0,0
2153,2153,2153,Lung,5,0.5,"PRDX4,MANF,HSP90B1,SSR4,POU2AF1",Plasma,plasma cell,CL:0000786,b cell,Plasma cell,Plasmacytoid Dendritic Cells,B Cell,Secretory cells,plasmacytoid dendritic cell,CL:0000784,plasma cell,CL:0000786,b cell,CL:0000236,secretory cell,CL:0000151,-1,0,4,-1
2154,2154,2154,Lung,5,0.5,"SFTPA2,LAMP3,SFTPD,SFTPA1,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Type II epithelial cell,Alveolar Type II Cells,Type II Pneumocyte,Type II alveolar epithelial cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,type II pneumocyte differentiation,GO:0060510,pulmonary alveolar type 2 cell,CL:0002063,0,0,-1,0
2155,2155,2155,Lung,5,0.5,"HPGDS,GRAP2,TPSAB1,CPA3,VWA5A",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Mast cell,Mast Cells,Mast Cell,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1
2156,2156,2156,Lung,5,0.5,"RHOC,AIF1,LILRB2,FCGR3A,LST1",CD16+ Monocyte,,,macrophage/monocyte,Myeloid cell,Monocytes,Macrophage or Monocyte,Monocytes/Macrophages,monocyte,CL:0000576,myeloid cell,CL:0000763,granulocyte monocyte progenitor cell,CL:0000557,macrophage,CL:0000235,-1,-1,-1,-1
2157,2157,2157,Lung,5,0.5,"EPAS1,FCN3,BTNL9,CDC42EP1,CD81",Capillary,,,blood vessel cell,Endothelial cell,Endothelial Cells,Fibroblast,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,fibroblast,CL:0000057,endothelial cell,CL:0000115,-1,-1,-1,-1
2158,2158,2158,Lung,5,0.5,"NKG7,CCL5,CD8A,RPL34,GZMA",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,Cytotoxic T cell,CD8 T Cells,Cytotoxic T Cell,Cytotoxic T cells,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,0,-1,-1,-1
2159,2159,2159,Lung,5,0.5,"WFDC2,DSTN,CYB5A,C16orf89,SCGB3A2",Club,club cell,CL:0000158,epithelial cell,Club cell (Clara cell),Ciliated Cells,Club Cell,Clara cells,ciliated cell,CL:0000064,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,7,0,0,0
2160,2160,2160,Lung,5,0.5,"POSTN,COL1A2,ITGBL1,COL1A1,BGN",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Fibroblast,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1
2161,2161,2161,Lung,5,0.5,"PTPRE,IRF7,SEC61B,GZMB,IL3RA",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Dendritic cell,Natural Killer T Cells,Immune cells,Natural Killer cells,natural killer cell,CL:0000623,dendritic cell,CL:0000451,leukocyte,CL:0000738,natural killer cell,CL:0000623,-1,1,3,-1
2162,2162,2162,Lung,5,0.5,"TYMS,UBE2C,STMN1,BIRC5,H2AFZ",Proliferating Macrophage,,,macrophage/monocyte,Cancer cells (proliferating cells),Malignant Cells,Proliferating cells,Proliferating cells,malignant cell,CL:0001064,multinucleate cell,CL:0000228,cycling B cell,CL:4033068,cycling B cell,CL:4033068,-1,-1,-1,-1
2163,2163,2163,Lung,5,0.5,"TOP2A,NUSAP1,HMGB2,H2AFV,SMC4",Proliferating NK/T,,,t/nk cell,Cancer cells (dividing cells),Malignant Cells,Proliferating cells,Mitotic cells,malignant cell,CL:0001064,multinucleate cell,CL:0000228,cycling B cell,CL:4033068,basal cell,CL:0000646,-1,-1,-1,-1
2164,2164,2164,Lung,5,0.5,"INHBB,SPRY1,COL15A1,ZNF385D,SPARCL1",Bronchial Vessel,,,bronchial cell,Mural cell (vascular smooth muscle cell),Endothelial Cells,Stromal cells,Mesenchymal Stem cells,endothelial cell,CL:0000115,mural cell,CL:0008034,stromal cell,CL:0000499,mesenchymal stem cell,CL:0000134,-1,-1,-1,-1
2165,2165,2165,Lung,5,0.5,"WFDC2,MUC5B,RARRES1,SCGB1A1,LCN2",Mucous,,,mucosal cell,Club cell (Clara cell),Club Cells,Epithelial cells,Goblet cells,club cell,CL:0000158,club cell,CL:0000158,epithelial cell,CL:0000066,goblet cell,CL:0000160,-1,-1,-1,-1
2166,2166,2166,Lung,5,0.5,"PTPRB,CPE,PRSS23,LIFR,SRPX",Vein,,,blood vessel cell,Endothelial cell,Neurons,Stromal cells,Endothelial cells,neuron,CL:0000540,endothelial cell,CL:0000115,stromal cell,CL:0000499,endothelial cell,CL:0000115,-1,-1,-1,-1
2167,2167,2167,Lung,5,0.5,"PDGFRB,LAMB1,CHN1,LAMC3,NID1",Pericyte,pericyte,CL:0000669,pericyte,Cancer-associated fibroblast,Pericytes,Stromal cells,Myofibroblasts,pericyte,CL:0000669,fibroblast,CL:0000057,stromal cell,CL:0000499,myofibroblast cell,CL:0000186,0,10,-1,-1
2168,2168,2168,Lung,5,0.5,"PLN,TPM2,MYL9,DES,CSRP1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Smooth muscle cells,Smooth Muscle Cells,Smooth muscle cells,Smooth Muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0
2169,2169,2169,Lung,5,0.5,"GJA5,BMX,EFNB2,FBLN5,PTPRB",Artery,,,blood vessel cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
2170,2170,2170,Lung,5,0.5,"STXBP6,EDNRB,SOSTDC1,APP,EMCN",Capillary Aerocyte,,,epithelial cell,Endothelial cells,Endothelial Cells,Endothelial cells,Type II Pneumocytes,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,type II pneumocyte differentiation,GO:0060510,-1,-1,-1,-1
2171,2171,2171,Lung,5,0.5,"IPO7,VAT1,RALA,EPAS1,PECAM1",Capillary Intermediate,,,blood vessel cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
2172,2172,2172,Lung,5,0.5,"CPXM1,C3,MEDAG,C7,STEAP1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Mesangial cells,Monocytes,Macrophages,Alveolar Macrophages,monocyte,CL:0000576,mesangial cell,CL:0000650,macrophage,CL:0000235,alveolar macrophage,CL:0000583,-1,-1,-1,-1
2173,2173,2173,Lung,5,0.5,"WT1,SLPI,ITLN1,GALNT9,DMKN",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Kidney podocytes,Mesothelial Cells,Mesothelial cells,Clara Cells,mesothelial cell,CL:0000077,podocyte,CL:0000653,mesothelial cell,CL:0000077,club cell,CL:0000158,0,-1,0,-1
2174,2174,2174,Lung,5,0.5,"ACRBP,TMEM40,GP9,CABP5,ITGA2B",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelets,Platelets,Platelets,Platelets,platelet,CL:0000233,platelet,CL:0000233,platelet,CL:0000233,platelet,CL:0000233,-1,-1,-1,-1
2175,2175,2175,Lung,5,0.5,"GNLY,S100A6,CCL5,CEBPB,CD7",Natural Killer T,,,t/nk cell,Cytotoxic T cells,T Cells,Natural killer cells or T lymphocytes,Cytotoxic T Lymphocytes,t cell,CL:0000084,cytotoxic t cell,CL:0000910,natural killer cell,CL:0000623,cytotoxic T cell,CL:0000910,-1,-1,-1,-1
2176,2176,2176,Lung,5,0.5,"CSRP1,CLU,SCX,RAMP1,CNN1",Fibromyocyte,,,muscle cell,Smooth muscle cells,Smooth Muscle Cells,Smooth muscle cells or Myofibroblasts,Smooth Muscle Cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,myofibroblast cell,CL:0000186,smooth muscle cell,CL:0000192,-1,-1,-1,-1
2177,2177,2177,Lung,5,0.5,"GABRP,WFDC2,TXN,S100P,PSCA",Goblet,goblet cell,CL:0000160,epithelial cell,Endometrial cells,Breast Epithelial Cells,Epithelial cells,Club Cells,mammary gland epithelial cell,CL:0002327,endometrial microvascular endothelial cell,CL:2000091,epithelial cell,CL:0000066,club cell,CL:0000158,-1,-1,1,-1
2178,2178,2178,Lung,5,0.5,"FOXI1,HEPACAM2,TFF3,BSND,STAC2",Ionocyte,ionocyte,CL:0005006,epithelial cell,Renal cells,Kidney Cells,Ciliated respiratory epithelium or Ionocytes,Neuroendocrine Cells,kidney cell,CL:1000497,renal filtration cell,CL:0002522,respiratory ciliated cell,CL:4030034,neuroendocrine cell,CL:0000165,-1,-1,-1,-1
2179,2179,2179,Lung,5,0.5,"NENF,BEX1,CPE,CHGA,PCSK1N",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,Neuroendocrine cells,Neuroendocrine Cells,Neuroendocrine cells,Neuroendocrine Tumor Cells,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,neuroendocrine cell,CL:0000165,0,0,0,0
2180,2180,2180,Lung,5,0.5,"ZG16B,PRH2,LYZ,TCN1,TESC",Serous,serous secreting cell,CL:0000313,secretory cell,Paneth cells,Salivary Gland Cells,Serous cells,Club Cells,salivary gland cell,CL:0009005,paneth cell,CL:0000510,serous secreting cell,CL:0000313,club cell,CL:0000158,-1,-1,0,-1
2181,2181,2181,Lung,5,0.5,"HLA-DRB1,FCER1G,CTSL,C1QC,CTSZ",Macrophages,macrophage,CL:0000235,macrophage/monocyte,Dendritic cells,Macrophages,Alveolar macrophages,Macrophages,macrophage,CL:0000235,dendritic cell,CL:0000451,alveolar macrophage,CL:0000583,macrophage,CL:0000235,0,4,-1,0
2182,2182,2182,Lung,5,0.5,"CCL4,CCL5,GZMA,GZMB,CTSW",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,Cytotoxic T cells,T Cells,Cytotoxic T cells,CD8+ T Cells,t cell,CL:0000084,cytotoxic t cell,CL:0000910,cytotoxic t cell,CL:0000910,"CD8-positive, alpha-beta T cell",CL:0000625,-1,-1,-1,-1
2183,2183,2183,Lung,5,0.5,"SLC34A2,S100A14,SLC39A8,NAPSA,CYB5A",AT2,type II pneumocyte,CL:0002063,epithelial cell,Lung epithelial cells,Alveolar Type II Cells,Alveolar epithelial cells (Type II),Alveolar Type II Cells,pulmonary alveolar type 2 cell,CL:0002063,epithelial cell of lung,CL:0000082,fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003,pulmonary alveolar type 2 cell,CL:0002063,0,2,1,0
2184,2184,2184,Lung,5,0.5,"ACKR1,CLEC14A,PECAM1,MGP,RAMP3",EC venous,vein endothelial cell,CL:0002543,endothelial cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,3,3,3
2185,2185,2185,Lung,5,0.5,"CD3D,CD3E,CXCR4,IL32,CD2",T cell lineage,T cell,CL:0000084,t/nk cell,T cells,T Cells,T cells,CD4+ T Cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,CD4-positive helper T cell,CL:0000492,0,0,0,-1
2186,2186,2186,Lung,5,0.5,"SOX17,CRIP2,CLDN5,TM4SF1,A2M",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,Endothelial cells,Endothelial Cells,Endothelial cells,Pulmonary Fibroblasts,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,pulmonary interstitial fibroblast,CL:0002241,3,3,3,-1
2187,2187,2187,Lung,5,0.5,"SPARC,COL6A1,COL1A2,MGP,C1S",Fibroblasts,fibroblast,CL:0000057,fibroblast,Fibroblasts,Fibroblasts,Fibroblasts,Airway Epithelial Cells,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,respiratory epithelial cell,CL:0002368,0,0,0,-1
2188,2188,2188,Lung,5,0.5,"HOPX,AGER,EMP2,FXYD3,ADIRF",AT1,type I pneumocyte,CL:0002062,epithelial cell,Alveolar type I cells,Alveolar Type I Cells,Alveolar epithelial cells (Type I),Respiratory Epithelial Cells,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 1 cell,CL:0002062,respiratory epithelial cell,CL:0002368,0,0,0,4
2189,2189,2189,Lung,5,0.5,"C11orf97,GSTA1,FAM229B,RP11-295M3.4,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,Believed to be uncharacterized cell type/classification is unclear,Hepatocytes,Bronchiolar epithelial cells,Unknown/Other Lung Cells,hepatocyte,CL:0000182,Be cell,CL:0000968,bronchiolar smooth muscle cell,CL:4033017,lung goblet cell,CL:1000143,-1,-1,-1,-1
2190,2190,2190,Lung,5,0.5,"CORO1A,TSC22D3,IGKC,CD37,MS4A1",B cell lineage,B cell,CL:0000236,b cell,B cells,B Cells,B lymphocytes,Plasma cells,b cell,CL:0000236,b cell,CL:0000236,B cell,CL:0000236,plasma cell,CL:0000786,0,0,0,-1
2191,2191,2191,Lung,5,0.5,"KRT7,MUC1,WFDC2,BPIFB1,CEACAM6",Secretory,secretory cell,CL:0000151,secretory cell,Glandular epithelial cells,Breast Epithelial Cells,Epithelial cells,Club cells,mammary gland epithelial cell,CL:0002327,glandular epithelial cell,CL:0000150,epithelial cell,CL:0000066,club cell,CL:0000158,-1,-1,12,-1
2192,2192,2192,Lung,5,0.5,"S100A12,LST1,FCER1G,S100A8,CD14",Monocytes,monocyte,CL:0000576,macrophage/monocyte,Monocytes,Monocytes,Monocytes,Macrophages,monocyte,CL:0000576,monocyte,CL:0000576,monocyte,CL:0000576,macrophage,CL:0000235,0,0,0,2
2193,2193,2193,Lung,5,0.5,"TCN1,SEC11C,PIP,CCL28,ZG16B",Submucosal Secretory,,,secretory cell,Enteroendocrine cells,Pancreatic acinar cells,Goblet cells,Secretory epithelial cells,pancreatic acinar cell,CL:0002064,enteroendocrine cell,CL:0000164,goblet cell,CL:0000160,fallopian tube secretory epithelial cell,CL:4030006,-1,-1,-1,-1
2194,2194,2194,Lung,5,0.5,"SPARCL1,EGFL7,IFI27,CLDN5,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,Endothelial cells,Endothelial cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,2,2,2,2
2195,2195,2195,Lung,5,0.5,"PPFIBP1,CCL21,SDPR,CLDN5,RAMP2",Lymphatic EC mature,,,endothelial cell,Lymphatic endothelial cells,Lymphatic endothelial cells,Endothelial cells,Fibroblasts and lymphatic endothelial cells,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,CL:0000115,endothelial cell of lymphatic vessel,CL:0002138,-1,-1,-1,-1
2196,2196,2196,Lung,5,0.5,"TFF3,AKAP12,TFPI,SDPR,IGFBP7",Lymphatic EC differentiating,,,endothelial cell,Goblet cells,Colon Epithelial cells,Alveolar type II cells,Neuroendocrine cells,colon epithelial cell,CL:0011108,goblet cell,CL:0000160,pulmonary alveolar type 2 cell,CL:0002063,neuroendocrine cell,CL:0000165,-1,-1,-1,-1
2197,2197,2197,Lung,5,0.5,"HLA-DPA1,GPR183,MS4A6A,HLA-DRB1,ITGB2",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,B cells,B cells,Dendritic cells,Dendritic cells,b cell,CL:0000236,b cell,CL:0000236,dendritic cell,CL:0000451,dendritic cell,CL:0000451,-1,-1,0,0
2198,2198,2198,Lung,5,0.5,"CALD1,PRELP,TPM2,MT1X,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Smooth muscle cells,Smooth muscle cells,Smooth muscle cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
2199,2199,2199,Lung,5,0.5,"RGS13,GATA2,TPSB2,C1orf186,CPA3",Mast cells,mast cell,CL:0000097,granulocyte,Mast cells,Mast cells,Mast cells,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0
2200,2200,2200,Lung,5,0.5,"LMOD1,ACTG2,PPP1R14A,IGFBP7,NEXN",Fibromyocytes,,,muscle cell,Smooth muscle cells,Smooth muscle cells,smooth muscle cells,Smooth Muscle Cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
2201,2201,2201,Lung,5,0.5,"HMGN2,ARPC1A,MARCKS,EID1,S100A16",Lymphatic EC proliferating,,,endothelial cell,Ubiquitous cell types,Keratinocytes,alveolar type II cells,Endothelial Cells,keratinocyte,CL:0000312,type B pancreatic cell,CL:0000169,pulmonary alveolar type 2 cell,CL:0002063,endothelial cell,CL:0000115,-1,-1,-1,-1
2202,2202,2202,Lung,5,0.5,"PKHD1L1,ST6GALNAC3,KALRN,TSHZ2,MMRN1",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Chondrocytes,Endothelial cells,fibroblasts,Fibroblasts,endothelial cell,CL:0000115,chondrocyte,CL:0000138,fibroblast,CL:0000057,fibroblast,CL:0000057,2,-1,8,8
2203,2203,2203,Lung,5,0.5,"ST6GALNAC5,LAMA3,EMP2,KHDRBS2,LMO7",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,Epithelial cells,Epithelial cells,epithelial cells,Epithelial Cells,epithelial cell,CL:0000066,epithelial cell,CL:0000066,epithelial cell,CL:0000066,epithelial cell,CL:0000066,3,3,3,3
2204,2204,2204,Lung,5,0.5,"LRRK2,MACROD2,AUTS2,ZNF385B,SFTPB",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,Alveolar type II cells,Pulmonary cells,alveolar macrophages,Type II Alveolar Cells,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,alveolar macrophage,CL:0000583,pulmonary alveolar type 2 cell,CL:0002063,1,0,-1,0
2205,2205,2205,Lung,5,0.5,"XPR1,GLIS3,SSBP2,CACHD1,EYA2",Epithelial cell (basal),basal cell,CL:0000646,stem cell,Pancreatic cells,Neurons,epithelial cells,Club Cells,neuron,CL:0000540,pancreatic A cell,CL:0000171,epithelial cell,CL:0000066,club cell,CL:0000158,13,-1,17,-1
2206,2206,2206,Lung,5,0.5,"CDHR3,AGBL4,HYDIN,TMEM232,STK33",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,Airway epithelial cells,Lung cells,epithelial cells,Ciliated Cells,lung goblet cell,CL:1000143,respiratory epithelial cell,CL:0002368,epithelial cell,CL:0000066,ciliated cell,CL:0000064,-1,-1,1,1
2207,2207,2207,Lung,5,0.5,"MACROD2,KIAA1217,ERBB4,SFTPB,CDK14",Epithelial cell (club),club cell,CL:0000158,epithelial cell,Alveolar type II cells,Alveolar type II cells,alveolar macrophages,Type II Alveolar Cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,alveolar macrophage,CL:0000583,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,-1,-1
2208,2208,2208,Lung,5,0.5,"RALGPS2,ST6GAL1,FBXW7,ARHGAP15,MEF2C",Immune (B cell),B cell,CL:0000236,b cell,Endothelial cells,B-cells,fibroblasts,Immune Cells,B cell,CL:0000236,endothelial cell,CL:0000115,fibroblast,CL:0000057,leukocyte,CL:0000738,0,-1,-1,4
2209,2209,2209,Lung,5,0.5,"AOAH,CD247,B2M,KLRD1,FYN",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,NK cells,Natural killer cells,immune cells,T Cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,leukocyte,CL:0000738,t cell,CL:0000084,0,0,4,-1
2210,2210,2210,Lung,5,0.5,"BCL2,THEMIS,PARP8,PTPRC,ITK",Immune (T cell),T cell,CL:0000084,t/nk cell,T cells,T cells,T-cell,B cells,t cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,b cell,CL:0000236,0,0,0,-1
2211,2211,2211,Lung,5,0.5,"PLXDC2,PPARG,MSR1,ZEB2,RNF149",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,Adipose tissue,Macrophages,Macrophage,Macrophages,macrophage,CL:0000235,adipose tissue,UBERON:0001013,macrophage,CL:0000235,macrophage,CL:0000235,2,12,2,2
2212,2212,2212,Lung,5,0.5,"KIT,SYTL3,ARHGAP15,SLC24A3,TPSAB1",Immune (mast cell),mast cell,CL:0000097,granulocyte,Mast cells,Mast cells,Mast cell,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0
2213,2213,2213,Lung,5,0.5,"EBF1,LPP,CACNA1C,PRKG1,TPM1",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell",Myocyte-related cells,Leukocytes,Neuronal,Neurons,leukocyte,CL:0000738,Purkinje myocyte,CL:0002068,neuronal receptor cell,CL:0000006,neuron,CL:0000540,-1,-1,-1,-1
2214,2214,2214,Lung,5,0.5,"PECAM1,TCF4,LDB2,PTPRM,ST6GALNAC3",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,Endothelial cells,Endothelial cells,Endothelial,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,1,1,1,1
2215,2215,2215,Lung,5,0.5,"LAMA2,PRKG1,LSAMP,RORA,RBMS3",Fibroblast,fibroblast,CL:0000057,fibroblast,Muscle cells,Neurons,Smooth muscle,"Muscle cells, Fibroblasts",neuron,CL:0000540,muscle cell,CL:0000187,smooth muscle cell,CL:0000192,muscle fibroblast,CL:1001609,10,24,-1,-1
2216,2216,2216,Lung,5,0.5,"ZEB2,SRGN,SLC8A1,PIK3R5,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte",Myofibroblasts,Dendritic cells,Macrophage,"T cells, Retinal cells",dendritic cell,CL:0000451,myofibroblast cell,CL:0000186,macrophage,CL:0000235,T-helper 9 cell,CL:0002061,-1,-1,-1,-1
2217,2217,2217,Lung,5,0.5,"PLIN2,GHR,LPIN1,PLIN1,EBF1",Adipocyte,fat cell,CL:0000136,fat cell,Adipocytes,Adipocytes,Adipocyte,Adipocytes,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,0,0,0,0
2218,2218,2218,Lung,5,0.5,"EMP2,PDPN",Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,"Fibroblastic reticular cells, Lymphatic endothelial cells",Alveolar type I cells,Alveolar epithelial,Type II alveolar epithelial cells,pulmonary alveolar type 1 cell,CL:0002062,fibroblastic reticular cell,CL:0009101,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,0,-1,1,-1
2219,2219,2219,Lung,5,0.5,"SFTPB,LAMP3",Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar type II cells, Dendritic cells",Alveolar type II cells,Alveolar epithelial,Dendritic cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,dendritic cell,CL:0000451,0,0,1,-1
2220,2220,2220,Lung,5,0.5,"FAS,CD1c",B cell_memory,memory B cell,CL:0000787,b cell,"T cells, Dendritic cells",Classical dendritic cells,Dendritic cell,"Macrophages, Dendritic cells",dendritic cell,CL:0000451,dendritic epidermal T cell,CL:0000916,dendritic cell,CL:0000451,dendritic cell,CL:0000451,-1,-1,-1,-1
2221,2221,2221,Lung,5,0.5,"DNAI2,FAM92B,DNAH5,DNAI1",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,Ciliated cells,Ciliated cells,Ciliated epithelial cell,Ciliated epithelial cells,ciliated cell,CL:0000064,ciliated cell,CL:0000064,ciliated epithelial cell,CL:0000067,ciliated epithelial cell,CL:0000067,1,1,0,0
2222,2222,2222,Lung,5,0.5,"BPIFA1,SCGB3A2,SLPI",Club Epithelial,club cell,CL:0000158,epithelial cell,Club cells,Secretory cells,Club cell,"Clara cells, Goblet cells",secretory cell,CL:0000151,club cell,CL:0000158,club cell,CL:0000158,respiratory goblet cell,CL:0002370,2,0,0,-1
2223,2223,2223,Lung,5,0.5,"IGFBP3,COL6A1,IGFBP5,COL6A6,COL1A1,VIM,COL5A1,CCN2,COL3A1,FN1,NEGR1,SLIT2",Fibroblast,fibroblast,CL:0000057,fibroblast,Fibroblasts,Fibroblasts,Fibroblast,"Fibroblasts, Smooth muscle cells",fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,smooth muscle cell,CL:0000192,0,0,0,-1
2224,2224,2224,Lung,5,0.5,"RELN,CCL21,PROX1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic endothelial cells,Lymphatic endothelial cells,Lymphatic endothelial cell,Lymphatic endothelial cells,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,0,0,0,0
