,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation
149,149,149,149,Lung,1,0.5,"MUC5B,WFDC2,RARRES1,MSMB,SCGB3A1",Mucous,,,mucosal cell,"Mucous, Goblet","Goblet, Mucous, Differentiating Basal, Goblet, Mucous, Ciliated, Mucous, Myofibroblast, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Basophil/Mast 1, Basophil/Mast 2, TREM2+ Dendritic","Mucous, Goblet, Basophil/Mast, Capillary Intermediate","Goblet, Mucous, Proliferating Macrophage"
150,150,150,150,Lung,1,0.5,"LIFR,PTPRB,SLCO2A1,SELP,PLA1A",Vein,,,blood vessel cell,Vein,"Signaling Alveolar Epithelial Type 2, Artery, Vein, Capillary, Vein",Vein,Alveolar Fibroblast
151,151,151,151,Lung,1,0.5,"CALD1,COX4I2,COL4A1,LAMB1,NID1",Pericyte,pericyte,CL:0000669,pericyte,Pericyte,"Basal, Proliferating Basal, Neuroendocrine, Vascular Smooth Muscle, Pericyte, Platelet/Megakaryocyte",Pericyte,Pericyte
152,152,152,152,Lung,1,0.5,"DES,TPM2,MYL9,CNN1,MYH11",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Airway Smooth Muscle,"Airway Smooth Muscle, Basal, Proximal Basal, Proliferating Basal, Airway Smooth Muscle, Vascular Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,Vascular Smooth Muscle
153,153,153,153,Lung,1,0.5,"DKK2,EFNB2,HEY1,FBLN5,SEMA3G",Artery,,,blood vessel cell,Artery,"Artery, Artery, Proximal Basal, Alveolar Epithelial Type 1, Artery",Artery,Artery
154,154,154,154,Lung,1,0.5,"CYP3A5,CLDN5,ESAM,EMCN,EDNRB",Capillary Aerocyte,,,epithelial cell,Capillary Aerocyte,"Capillary Aerocyte, Neuroendocrine, Alveolar Epithelial Type 2, Capillary Aerocyte, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Capillary Aerocyte,Capillary
155,155,155,155,Lung,1,0.5,"WWTR1,SH3BP5,IPO7,SRSF11,PECAM1",Capillary Intermediate,,,blood vessel cell,Capillary Intermediate 1,"Club, Basal, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 1, Adventitial Fibroblast, Lipofibroblast, Mesothelial",Adventitial Fibroblast,Platelet/Megakaryocyte
156,156,156,156,Lung,1,0.5,"MEDAG,STEAP1,FGF7,CPXM1,C3",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Lipofibroblast,"Lymphatic, Proximal Basal, Adventitial Fibroblast, Lipofibroblast, Goblet, Mucous, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Lipofibroblast,Adventitial Fibroblast
157,157,157,157,Lung,1,0.5,"DSC3,ALDH1A3,DMKN,WT1,GALNT9",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Mesothelial,"Proximal Basal, Basal, Mucous, Lipofibroblast, Lipofibroblast",Mesothelial,Ciliated
158,158,158,158,Lung,1,0.5,"GP6,GRAP2,TMEM40,GP9,CABP5",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelet/Megakaryocyte,"Platelet/Megakaryocyte, CD4+ Memory/Effector T, Proximal Ciliated, Platelet/Megakaryocyte, Platelet/Megakaryocyte",Platelet/Megakaryocyte,Basal
159,159,159,159,Lung,1,0.5,"CTSW,GNLY,ZFP36L2,CEBPB,CCL5",Natural Killer T,,,t/nk cell,Natural Killer,"CD8+ Memory/Effector T, CD8+ Naive T, Basal, Lipofibroblast, CD8+ Memory/Effector T.",Natural Killer,Natural Killer
160,160,160,160,Lung,1,0.5,"CNN1,FAM150A,IGF1,CST5,RAMP1",Fibromyocyte,,,muscle cell,Fibromyocyte,"Airway Smooth Muscle, Fibromyocyte, Myofibroblast, Adventitial Fibroblast, Lipofibroblast, Ciliated, Proximal Ciliated, Ionocyte, Alveolar Epithelial Type 1, Capillary, Lymphatic, Adventitial Fibroblast, Lipofibroblast, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, OLR1+ Classical Monocyte",Fibromyocyte,Vascular Smooth Muscle
161,161,161,161,Lung,1,0.5,"WFDC2,AGR2,PSCA,CXCL17,GABRP",Goblet,goblet cell,CL:0000160,epithelial cell,Goblet,"Differentiating Basal, Goblet, Mucous, Serous, Mesothelial, Platelet/Megakaryocyte, Ciliated, Proximal Ciliated, Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Platelet/Megakaryocyte, Club, Goblet, Serous, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Platelet/Megakaryocyte",Goblet,"Goblet, Club"
162,162,162,162,Lung,1,0.5,"HEPACAM2,FOXI1,BSND,ATP6V1B1,ASCL3",Ionocyte,ionocyte,CL:0005006,epithelial cell,Ionocyte,"Ionocyte, Ionocyte, Ionocyte, Goblet, Ionocyte, Ionocyte",Ionocyte,Ionocyte
163,163,163,163,Lung,1,0.5,"SEC11C,BEX1,PRDX2,SCGN,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell,Neuroendocrine,"Serous, Ionocyte, Neuroendocrine, Artery, Plasma, Plasmacytoid Dendritic, Neuroendocrine, Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Ionocyte, Neuroendocrine, Artery, Fibromyocyte, Plasma, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T, Proliferating NK/T, Neuroendocrine",Neuroendocrine,Neuroendocrine
164,164,164,164,Lung,1,0.5,"PRB3,TESC,LPO,LYZ,PRH2",Serous,serous secreting cell,CL:0000313,secretory cell,Serous,"Serous, Serous, Neuroendocrine, Bronchial Vessel 1, Pericyte, Proliferating NK/T, Basophil/Mast 1, Nonclassical Monocyte, Serous, Bronchial Vessel 2, Mesothelial, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 2, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, Serous",Serous,"Serous, Mesothelial"
165,165,165,165,Lung,1,0.5,"LYZ,CTSL,FCER1G,C1QA,LAPTM5",Macrophages,macrophage,CL:0000235,macrophage/monocyte,Macrophage,"Mesothelial, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 2, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, Ciliated, Proximal Ciliated, Ionocyte, Alveolar Epithelial Type 1, Capillary, Lymphatic, Adventitial Fibroblast, Lipofibroblast, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, OLR1+ Classical Monocyte, Mesothelial, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, TREM2+ Dendritic",Macrophage,Macrophage
166,166,166,166,Lung,1,0.5,"CCL5,NKG7,CCL4,CD7,CST7",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell,"CD8+ Memory/Effector T, Natural Killer","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T, Platelet/Megakaryocyte, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2, CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T",Natural Killer,"CD8+ Memory/Effector T, CD8+ Naive T"
167,167,167,167,Lung,1,0.5,"MUC1,NAPSA,CYB5A,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Platelet/Megakaryocyte, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Club, Signaling Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 2, Alveolar Fibroblast, Mesothelial, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, TREM2+ Dendritic, Club, Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Signaling Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2"
168,168,168,168,Lung,1,0.5,"CLEC14A,GNG11,ACKR1,MGP,PECAM1",EC venous,vein endothelial cell,CL:0002543,endothelial cell,"Vascular composition (Artery, Capillary, Vein, Platelet/Megakaryocyte)","Artery, Capillary, Bronchial Vessel 2, Capillary Aerocyte, Lymphatic, Pericyte, Mesothelial, Platelet/Megakaryocyte, Vein, Bronchial Vessel 1, Club, Artery, Vein, Bronchial Vessel 1, Myofibroblast, Adventitial Fibroblast, Alveolar Fibroblast, IGSF21+ Dendritic, Capillary Aerocyte, Capillary Intermediate 1, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Capillary Aerocyte,"Artery, Capillary"
169,169,169,169,Lung,1,0.5,"TRBC2,CD69,CD2,CD3D,TRAC",T cell lineage,T cell,CL:0000084,t/nk cell,"T cell population (CD4+ and CD8+ T cells, Natural Killer T)","CD4+ Memory/Effector T, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2, CD4+ Memory/Effector T, Natural Killer T, Basophil/Mast 1, Basophil/Mast 2, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T",CD4+ Memory/Effector T,"CD8+ Memory/Effector T, CD4+ Memory/Effector T"
170,170,170,170,Lung,1,0.5,"A2M,CLDN5,IFI27,CRIP2,SOX17",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell,"Alveolar Epithelial Type 1, Capillary Aerocyte, Bronchial Vessel 1","Artery, Capillary, Capillary Intermediate 2, Mesothelial, Alveolar Epithelial Type 1","Capillary Intermediate 1,Ciliated,Alveolar Fibroblast,Artery","Artery, Bronchial Vessel 1, Bronchial Vessel 2, Neuroendocrine"
171,171,171,171,Lung,1,0.5,"SPARC,LUM,IGFBP7,C1S,BGN",Fibroblasts,fibroblast,CL:0000057,fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast, Lymphatic","Neuroendocrine, Alveolar Epithelial Type 1, Alveolar Fibroblast, Basal, Vascular Smooth Muscle","Alveolar Fibroblast,Airway Smooth Muscle,Lymphatic,Adventitial Fibroblast","Alveolar Epithelial Type 1, Capillary Aerocyte, Capillary Intermediate 1, Pericyte"
172,172,172,172,Lung,1,0.5,"KRT7,CAV1,HOPX,EMP2,SFTA2",AT1,type I pneumocyte,CL:0002062,epithelial cell,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Alveolar Epithelial Type 2, Alveolar Epithelial Type 1, Capillary Aerocyte, Capillary, Capillary Intermediate 1","Ciliated,Alveolar Epithelial Type 1,Airway Smooth Muscle","Alveolar Epithelial Type 1, Club"
173,173,173,173,Lung,1,0.5,"RP11-356K23.1,GSTA1,C12orf75,RP11-295M3.4,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell,"Ciliated, Proximal Ciliated, Platelet/Megakaryocyte","Ciliated, Proximal Ciliated, CD8+ Memory/Effector T, Natural Killer, Proliferating NK/T","Ciliated,Goblet,Platelet/Megakaryocyte",Unknown
174,174,174,174,Lung,1,0.5,"CD37,IGLC2,ISG20,IGHA1,CORO1A",B cell lineage,B cell,CL:0000236,b cell,"B, Plasma, Natural Killer","B, Alveolar Epithelial Type 1, CD8+ Naive T, CD8+ Memory/Effector T, Natural Killer T","CD8+ Memory/Effector T,B,Plasma",B
175,175,175,175,Lung,1,0.5,"CP,MUC1,BPIFB1,KRT19,WFDC2",Secretory,secretory cell,CL:0000151,secretory cell,"Mucous, Serous, Mesothelial","Ciliated, Goblet, Mucous, Bronchial Vessel 2, Alveolar Epithelial Type 2","Mucous,Goblet,Serous","Goblet, Mucous, Platelet/Megakaryocyte"
176,176,176,176,Lung,1,0.5,"S100A12,COTL1,FCER1G,S100A9,CD14",Monocytes,monocyte,CL:0000576,macrophage/monocyte,"Classical Monocyte, OLR1+ Classical Monocyte","Classical Monocyte, OLR1+ Classical Monocyte, Mesothelial, Macrophage, Classical Monocyte","Classical Monocyte,Intermediate Monocyte","Classical Monocyte, OLR1+ Classical Monocyte"
177,177,177,177,Lung,1,0.5,"AZGP1,LTF,ZG16B,MARCKSL1,TCN1",Submucosal Secretory,,,secretory cell,"Mucous, Serous, Goblet","Mucous, Serous, Goblet, Differentiating Basal, Neuroendocrine","Serous,Mucous,Goblet","Mucous, Neuroendocrine, Alveolar Epithelial Type 2"
178,178,178,178,Lung,1,0.5,"CLEC14A,TM4SF1,EGFL7,HYAL2,SPARCL1",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell,"Capillary, Capillary Intermediate 1, Capillary Intermediate 2, Vascular Smooth Muscle","Artery, Alveolar Epithelial Type 1, Capillary, Pericyte, Bronchial Vessel 1","Bronchial Vessel 1,Capillary,Artery","Artery, Capillary"
179,179,179,179,Lung,1,0.5,"CLDN5,PPFIBP1,GNG11,ECSCR,SDPR",Lymphatic EC mature,,,endothelial cell,"Capillary Aerocyte, Lymphatic, Macrophage, Capillary Intermediate 1, Capillary Intermediate 2","Capillary, Capillary Intermediate 1, Lymphatic, Macrophage, Club","Mesothelial,Capillary,Pericyte,Macrophage","Neuroendocrine, Capillary, OLR1+ Classical Monocyte"
180,180,180,180,Lung,1,0.5,"TCF4,TFF3,IGFBP7,TIMP3,GNG11",Lymphatic EC differentiating,,,endothelial cell,Mucous,"Ionocyte, Goblet, Lymphatic, Alveolar Epithelial Type 1, Mucous, Capillary Aerocyte",Goblet,Proliferating Basal
181,181,181,181,Lung,1,0.5,"HLA-DQA1,HLA-DRB1,HLA-DPA1,HLA-DPB1,GPR183",Dendritic cells,dendritic cell,CL:0000451,dendritic cell,Myeloid Dendritic Type 2,"Mucous, Capillary Aerocyte, Capillary Intermediate 1, Capillary Intermediate 2, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Mesothelial, B, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Intermediate Monocyte",HLA-Dendritic,"Club, Alveolar Epithelial Type 2, Macrophage, Myeloid Dendritic Type 1"
182,182,182,182,Lung,1,0.5,"PRELP,SPARCL1,GPX3,CALD1,CTGF",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell,Lymphatic,"Lymphatic, Myofibroblast, Fibromyocyte, Alveolar Fibroblast, Neuroendocrine, Bronchial Vessel 1, Bronchial Vessel 2, Ciliated, Vein, Capillary, Capillary Intermediate 1, Capillary Intermediate 2",Myeloid Dendritic Type 2,"Fibromyocyte, Lymphatic, Alveolar Fibroblast, Alveolar Epithelial Type 1"
183,183,183,183,Lung,1,0.5,"VWA5A,KIT,C1orf186,TPSB2,HPGDS",Mast cells,mast cell,CL:0000097,granulocyte,Basophil/Mast 1,"Basophil/Mast 1, Basophil/Mast 2, Ionocyte, Capillary Intermediate 1",Basophil/Mast,"Basophil/Mast 1, Basophil/Mast 2"
184,184,184,184,Lung,1,0.5,"PPP1R14A,FLNA,IGFBP7,NEXN,SELM",Fibromyocytes,,,muscle cell,Airway Smooth Muscle,"Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Alveolar Fibroblast, Ciliated, Proximal Ciliated, Basophil/Mast 1, Basophil/Mast 2",Lymphatic,"Lymphatic, Alveolar Fibroblast, Platelet/Megakaryocyte"
185,185,185,185,Lung,1,0.5,"S100A16,MARCKS,LSM2,ECSCR,TUBB",Lymphatic EC proliferating,,,endothelial cell,Proliferating Basal,"Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Alveolar Epithelial Type 1, Artery, Vein, Capillary Aerocyte, Capillary Intermediate 1, Lymphatic, Alveolar Fibroblast, Plasma, Myeloid Dendritic Type 1, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, OLR1+ Classical Monocyte, Intermediate Monocyte",Basal,"Proliferating Basal, Macrophage"
186,186,186,186,Lung,1,0.5,"SEMA3A,PPFIBP1,LDB2,MMRN1,CD36",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Lymphatic, Myofibroblast, Fibromyocyte, Alveolar Fibroblast, Artery, Capillary, Lipofibroblast, Pericyte, Vein, Platelet/Megakaryocyte",Proliferating NK/T,"Lymphatic, Macrophage"
187,187,187,187,Lung,1,0.5,"KHDRBS2,LMO7,EMP2,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Alveolar Fibroblast, Platelet/Megakaryocyte, IGSF21+ Dendritic",Alveolar Epithelial Type 1,Alveolar Epithelial Type 1
188,188,188,188,Lung,1,0.5,"LRRK2,MACROD2,SFTPB,ABCA3,ANK3",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,Signaling Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary, Bronchial Vessel 2, Vascular Smooth Muscle, Alveolar Fibroblast, Platelet/Megakaryocyte, Plasmacytoid Dendritic, EREG+ Dendritic, Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Classical Monocyte"
189,189,189,189,Lung,1,0.5,"KRT17,CACHD1,XPR1,TP63,GLIS3",Epithelial cell (basal),basal cell,CL:0000646,stem cell,Proximal Basal,"Basal, Proximal Basal, Proliferating Basal, Platelet/Megakaryocyte, Ciliated, Proximal Ciliated",Basal,Basal
190,190,190,190,Lung,1,0.5,"LRRIQ1,TMEM232,AGBL4,HYDIN,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated",Ciliated,Ciliated
191,191,191,191,Lung,1,0.5,"CDK14,NEDD4L,MECOM,SCGB3A2,ERBB4",Epithelial cell (club),club cell,CL:0000158,epithelial cell,"Club, Signaling Alveolar Epithelial Type 2","Club, Signaling Alveolar Epithelial Type 2",Club,Club
192,192,192,192,Lung,1,0.5,"PLCG2,ARHGAP15,MEF2C,FBXW7,DENND5B",Immune (B cell),B cell,CL:0000236,b cell,"Vascular Smooth Muscle, Bronchial Vessel 1, Bronchial Vessel 2","Ionocyte, Vascular Smooth Muscle, B, Neuroendocrine",Artery,Signaling Alveolar Epithelial Type 2
193,193,193,193,Lung,1,0.5,"AOAH,ARHGAP15,PARP8,PIP4K2A,CD247",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer","Natural Killer, CD8+ Memory/Effector T, CD8+ Naive T, Platelet/Megakaryocyte",Natural Killer,Natural Killer
194,194,194,194,Lung,1,0.5,"PARP8,FYN,THEMIS,SYTL3,PTPRC",Immune (T cell),T cell,CL:0000084,t/nk cell,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer, CD4+ Memory/Effector T","CD8+ Memory/Effector T, Pericyte, CD8+ Memory/Effector T, Natural Killer T, CD8+ Memory/Effector T",CD8+ Memory/Effector T,CD8+ Memory/Effector T
195,195,195,195,Lung,1,0.5,"GPCPD1,DOCK8,MSR1,PLXDC2,TFRC",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,"Macrophage, Proliferating Macrophage, TREM2+ Dendritic, Classical Monocyte, Intermediate Monocyte","Platelet/Megakaryocyte, Signaling Alveolar Epithelial Type 2, Macrophage, Platelet/Megakaryocyte, Macrophage",Macrophage,Macrophage
196,196,196,196,Lung,1,0.5,"SRGN,SLC24A3,TPSAB1,FER,SYTL3",Immune (mast cell),mast cell,CL:0000097,granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast 2,Macrophage
197,197,197,197,Lung,1,0.5,"TPM1,ACTA2,PRKG1,MYH11,INPP4B",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell","Vascular Smooth Muscle, Airway Smooth Muscle","Capillary, Airway Smooth Muscle, Fibromyocyte, Vein, Vascular Smooth Muscle",Vascular Smooth Muscle,Vascular Smooth Muscle
198,198,198,198,Lung,1,0.5,"PECAM1,EGFL7,TCF4,PTPRM,ST6GALNAC3",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,"Capillary Aerocyte, Capillary Intermediate 1, Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Goblet, Pericyte, B, Plasmacytoid Dendritic","Capillary Aerocyte, Capillary Intermediate 1, Basal",Capillary,Pericyte
199,199,199,199,Lung,1,0.5,"RORA,LAMA2,RBMS3,PLXDC2,ARHGAP6",Fibroblast,fibroblast,CL:0000057,fibroblast,"Alveolar Epithelial Type 1, Lipofibroblast, Pericyte, Capillary Intermediate 1","CD8+ Memory/Effector T, Pericyte, Alveolar Epithelial Type 1, Platelet/Megakaryocyte, Capillary Intermediate 1",Alveolar Epithelial Type 1,Platelet/Megakaryocyte
200,200,200,200,Lung,1,0.5,"SRGN,PLXDC2,TBXAS1,PIK3R5,CD74",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte","Myeloid Dendritic Type 2, EREG+ Dendritic, Capillary Intermediate 1, OLR1+ Classical Monocyte, Macrophage","Artery, Vein, Bronchial Vessel 2, Alveolar Fibroblast, Basophil/Mast 1, Basophil/Mast 2, EREG+ Dendritic, OLR1+ Classical Monocyte, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 1, Adventitial Fibroblast, Lipofibroblast, Mesothelial, B, Macrophage, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic",EREG+ Dendritic,"Lymphatic, Macrophage, Classical Monocyte, PLXDC2"
201,201,201,201,Lung,1,0.5,"FOXO1,ACSL1,G0S2,PLIN1,PLIN2",Adipocyte,fat cell,CL:0000136,fat cell,"Lipofibroblast, OLR1+ Classical Monocyte","Bronchial Vessel 1, Ionocyte, Neuroendocrine, Signaling Alveolar Epithelial Type 2, Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, Basal, Alveolar Fibroblast, Myeloid Dendritic Type 1, EREG+ Dendritic, TREM2+ Dendritic, OLR1+ Classical Monocyte, Intermediate Monocyte",Macrophage,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 2, Basal, Macrophage"
202,202,202,202,Lung,1,0.5,"EMP2,PDPN",Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,"Alveolar Fibroblast, Capillary Aerocyte, Lymphatic","Alveolar Epithelial Type 1, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Alveolar Fibroblast, Platelet/Megakaryocyte, IGSF21+ Dendritic, Basal, Alveolar Epithelial Type 2",Adventitial Fibroblast,"Alveolar Epithelial Type 1, Alveolar Fibroblast"
203,203,203,203,Lung,1,0.5,"SFTPB,SFTPC",Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Plasma, Platelet/Megakaryocyte",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2
204,204,204,204,Lung,1,0.5,"CR2,CD1c",B cell_memory,memory B cell,CL:0000787,b cell,not specific marker for provided cell type identifiers,Not Available,Unknown,Dendritic
205,205,205,205,Lung,1,0.5,"DNAI2,FOXJ1,CDHR3,DNAI1",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated",Ciliated,"Ciliated, Proximal Ciliated"
206,206,206,206,Lung,1,0.5,"SCGB3A1,SCGB1A1,SCGB3A2",Club Epithelial,club cell,CL:0000158,epithelial cell,"Mucous, Club","Mucous, Serous, Capillary, Capillary Intermediate 1, Capillary Intermediate 2, Pericyte, Natural Killer, Proliferating NK/T, Basophil/Mast 1, Platelet/Megakaryocyte, Macrophage, Proliferating Macrophage, IGSF21+ Dendritic",Mucous,"Club, Serous, Mucous"
207,207,207,207,Lung,1,0.5,"FBLN1,COL4A1,COL1A1,COL3A1,COL6A1,FBN1,COL5A2,NEGR1,COL6A2,SLIT2,COL6A6,COL18A1",Fibroblast,fibroblast,CL:0000057,fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast, Myofibroblast, Lipofibroblast, Ionocyte","Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Adventitial Fibroblast, Alveolar Epithelial Type 1, Capillary, Bronchial Vessel 2, Pericyte, Ionocyte, Lymphatic, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast, TREM2+ Dendritic, Myofibroblast, Adventitial Fibroblast, Lipofibroblast, Mesothelial",Adventitial Fibroblast,"Fibroblast, Myofibroblast, Pericyte"
208,208,208,208,Lung,1,0.5,"MMRN1,FLT4,PROX1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Vein, Lymphatic, Platelet/Megakaryocyte, Ionocyte, Neuroendocrine, Lymphatic",Lymphatic,"Lymphatic, Proliferating Macrophage, Dendritic, Intermediate Monocyte"
209,209,209,209,Lung,1,0.5,"MERTK,CD74,MR1,MS4A6A,C1QA,MS4A4A,MS4A6A,CD163,CSF1R,MSR1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,"IGSF21+ Dendritic, Macrophage, Classical Monocyte","IGSF21+ Dendritic, Intermediate Monocyte, Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary Intermediate 1, Adventitial Fibroblast, Lipofibroblast, Mesothelial, B, Macrophage, Proliferating Macrophage, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic",IGSF21+ Dendritic,"Dendritic, Proliferating Macrophage, Macrophage"
210,210,210,210,Lung,1,0.5,"FCER1A,CD69,TPSAB1",Mast Cell,mast cell,CL:0000097,granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Basophil/Mast 1, Basophil/Mast 2, CD4+ Memory/Effector T, Natural Killer T",Basophil/Mast,Basophil/Mast 1
