,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
327,2327,2327,2327,2327,2327,5,Lung,0.75,"S100A16,EID1,GENE63,GENE58,GENE35,ECSCR,GENE90,MARCKS,TUBB,ARPC1A,GENE88,HMGN1,GENE49,GENE14,LSM2,COX20,HMGN2",Lymphatic EC proliferating,,,Epithelial Cells,CL:0000066,Lymphocytes,CL:0000542,Epithelial Cells,9. Endothelial cells,CL:0000066,CL:0000115,epithelial cell,endothelial cell,epithelial cell,lymphocyte,4,-1,4,-1,0.4286,0.2222,0.4286,0.2857
328,2328,2328,2328,2328,2328,5,Lung,0.75,"GENE22,FBXL7,GENE55,GENE78,LDB2,TSHZ2,GENE37,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36,GENE38,GENE31,GENE51",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Epithelial Cells,CL:0000066,Macrophages,CL:0000235,Neurons,10. Endothelial cells,CL:0000540,CL:0000115,neuron,endothelial cell,epithelial cell,macrophage,10,2,8,-1,0.3333,0.2500,0.2857,0.6000
329,2329,2329,2329,2329,2329,5,Lung,0.75,"GENE45,GENE1,GENE50,LMO7,RAB11FIP1,GENE72,GENE41,EMP2,GENE93,GENE12,NCKAP5,RBMS3,NTM,KHDRBS2,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,Mesenchymal Cells,CL:0008019,Myofibroblasts,CL:0000186,Astrocytes,11. Epithelial cells,CL:0000127,CL:0000066,astrocyte,epithelial cell,mesenchymal cell,myofibroblast cell,-1,3,10,-1,0.2857,0.2500,0.2000,0.5000
330,2330,2330,2330,2330,2330,5,Lung,0.75,"GENE26,MACROD2,AUTS2,ZNF385B,GENE37,GENE69,SFTPC,GENE87,ABCA3,ANK3,GENE32,SFTPB,PDE4D,LRRK2,ERBB4,GENE16,GENE59",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,Fibroblasts,CL:0000057,Epithelial cells,CL:0000066,Alveolar Type II Cells,12. Alveolar epithelial type II cells,CL:0002063,CL:0002063,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,fibroblast,epithelial cell,0,0,7,3,0.3333,0.5000,1.0000,1.0000
331,2331,2331,2331,2331,2331,5,Lung,0.75,"MACROD2,GLIS3,GENE39,GENE72,SSBP2,GENE68,GENE18,EYA2,GENE12,XPR1,RBMS3,KRT17,GENE85,GENE81,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,Epithelial cells,CL:0000066,Epithelial cells,CL:0000066,Neurons,13. Epithelial cells,CL:0000540,CL:0000066,neuron,epithelial cell,epithelial cell,epithelial cell,13,17,17,17,0.3333,0.3333,0.2857,0.3333
332,2332,2332,2332,2332,2332,5,Lung,0.75,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,HYDIN,GENE86,GENE11,GENE95,CDHR3,GENE29,GENE5,LRRIQ1,GENE76,AGBL4,GENE4,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,Ciliated cells,CL:0000064,Ciliated cells,CL:0000064,Ciliated Cells,14. Ciliated epithelial cells,CL:0000064,CL:0000067,ciliated cell,ciliated epithelial cell,ciliated cell,ciliated cell,1,0,1,1,0.7500,0.7500,0.7500,1.0000
333,2333,2333,2333,2333,2333,5,Lung,0.75,"NEDD4L,MACROD2,SCGB3A2,CDK14,GENE41,GENE6,GENE57,GENE93,GENE86,MECOM,GENE12,BMPR1B,KIAA1217,SFTPB,GENE38,ERBB4,KIAA1324",Epithelial cell (club),club cell,CL:0000158,Club cells,CL:0000158,Goblet cells,CL:0000160,Alveolar Type II Cells,15. Alveolar epithelial type II cells,CL:0002063,CL:0002063,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,club cell,goblet cell,-1,-1,0,-1,1.0000,0.4286,0.5455,0.5455
334,2334,2334,2334,2334,2334,5,Lung,0.75,"GENE39,PDK1,GENE30,FBXW7,GENE47,ARHGAP15,GENE27,PLCG2,GENE40,GENE44,ST6GAL1,CREB3L2,FCHSD2,GENE49,RALGPS2,DENND5B,MEF2C",Immune (B cell),B cell,CL:0000236,Fibroblasts,CL:0000057,Stem cells,CL:0000034,T Cells,16. Endothelial cells,CL:0000084,CL:0000115,t cell,endothelial cell,fibroblast,stem cell,-1,-1,-1,5,0.2222,0.2500,0.6250,0.2500
335,2335,2335,2335,2335,2335,5,Lung,0.75,"GENE13,GENE65,PIP4K2A,B2M,FYN,GENE3,GENE81,GENE32,GENE48,SKAP1,ARHGAP15,PRKCH,KLRD1,PARP8,GENE53,AOAH,CD247",Immune (NK cell),natural killer cell,CL:0000623,T lymphocytes,CL:0000084,Immune cells,CL:0000738,T Cells,17. T cells,CL:0000084,CL:0000084,t cell,t cell,T cell,leukocyte,-1,-1,-1,4,0.5556,0.3750,0.5556,0.5556
336,2336,2336,2336,2336,2336,5,Lung,0.75,"GENE100,GENE78,FYN,FKBP5,GENE40,GENE93,GENE11,BCL2,GENE95,PTPRC,GENE84,SYTL3,ARHGAP15,PARP8,THEMIS,ITK,SKAP1",Immune (T cell),T cell,CL:0000084,Macrophages,CL:0000235,Endothelial cells,CL:0000115,T Cells,18. T cells,CL:0000084,CL:0000084,t cell,t cell,macrophage,endothelial cell,0,0,-1,-1,0.5000,0.2857,1.0000,1.0000
337,2337,2337,2337,2337,2337,5,Lung,0.75,"GENE1,ZEB2,DOCK8,GENE39,FMNL2,GPCPD1,SLC11A1,PPARG,GENE61,RNF149,GENE67,GENE18,TFRC,GENE48,PLXDC2,MSR1,GENE99",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,Myeloid cells,CL:0000763,Fibroblasts,CL:0000057,Macrophages,19. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,myeloid cell,fibroblast,2,2,4,7,0.4286,0.2500,0.7143,0.7143
338,2338,2338,2338,2338,2338,5,Lung,0.75,"KIT,GENE47,SAMSN1,GENE58,GENE15,IL18R1,FER,TPSB2,SLC24A3,GENE84,SRGN,SYTL3,GENE76,ARHGAP15,TPSAB1,GENE31,GENE16",Immune (mast cell),mast cell,CL:0000097,Mast cells,CL:0000097,Smooth muscle cells,CL:0000192,Mast Cells,20. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,smooth muscle cell,0,0,0,-1,1.0000,0.2500,1.0000,1.0000
339,2339,2339,2339,2339,2339,5,Lung,0.75,"GENE13,GENE1,CALD1,INPP4B,GENE37,GENE81,GENE11,CACNA1C,TPM1,GENE84,PRKG1,ACTA2,DMD,EBF1,LPP,MYH11,GENE83",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",Smooth muscle cells,CL:0000192,Macrophages,CL:0000235,Smooth Muscle Cells,21. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,macrophage,-1,-1,-1,-1,-1,-1,-1,-1
340,2340,2340,2340,2340,2340,5,Lung,0.75,"PTPRB,PTPRM,GENE9,TCF4,LDB2,GENE67,GENE40,GENE95,GENE88,GENE91,ST6GALNAC3,TIMP3,PECAM1,CALCRL,EPAS1,EGFL7,GENE51",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial Cells,22. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,1,1,1,1,0.7500,0.7500,0.7500,0.7500
341,2341,2341,2341,2341,2341,5,Lung,0.75,"GENE13,GENE22,GENE7,GENE62,GENE8,LAMA2,GENE18,PLEKHH2,ROBO2,LSAMP,RBMS3,PRKG1,ARHGAP6,RORA,SLIT2,PLXDC2,GENE55",Fibroblast,fibroblast,CL:0000057,Mesothelial cells,CL:0000077,Mesenchymal cells,CL:0008019,Neurons,23. Neurons,CL:0000540,CL:0000540,neuron,neuron,mesothelial cell,mesenchymal cell,10,10,-1,-1,0.2857,0.4000,0.3333,0.3333
342,2342,2342,2342,2342,2342,5,Lung,0.75,"TBXAS1,ZEB2,GENE45,GENE9,GENE19,GENE57,FKBP5,GENE64,GENE90,CD74,PIK3R5,CHST11,GENE24,SRGN,PLXDC2,SLC8A1,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",Macrophages,CL:0000235,Smooth muscle cells,CL:0000192,B Cells,24. Platelets,CL:0000236,CL:0000233,b cell,platelet,macrophage,smooth muscle cell,-1,-1,-1,-1,-1,-1,-1,-1
343,2343,2343,2343,2343,2343,5,Lung,0.75,"GENE94,PLIN2,GHR,ADIPOQ,LPIN1,PPARG,GENE40,GENE86,PLIN1,GENE77,FOXO1,GENE2,GENE46,EBF1,G0S2,ACSL1,GENE83",Adipocyte,fat cell,CL:0000136,Adipocytes,CL:0000136,Adipocytes,CL:0000136,Adipocytes,25. Adipocytes,CL:0000136,CL:0000136,adipocyte,adipocyte,adipocyte,adipocyte,0,0,0,0,1.0000,1.0000,1.0000,1.0000
344,2344,2344,2344,2344,2344,5,Lung,0.75,"AGER,EMP2,GENE37,GENE24,GENE70,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,Type I alveolar cells,CL:0002062,Alveolar macrophages,CL:0000583,Alveolar type 1 cells,1. Alveolar epithelial type I cells,CL:0002062,CL:0002062,pulmonary alveolar type 1 cell,pulmonary alveolar type 1 cell,pulmonary alveolar type 1 cell,alveolar macrophage,0,0,0,-1,1.0000,0.2000,1.0000,1.0000
345,2345,2345,2345,2345,2345,5,Lung,0.75,"GENE1,NKX2-1,GENE27,SLC34A2,LAMP3,SFTPC,SFTPB,GENE97",Alveolar Type II,type II pneumocyte,CL:0002063,Type II alveolar cells,CL:0002063,Alveolar type II cells,CL:0002063,Alveolar type 2 cells,2. Alveolar epithelial type II cells,CL:0002063,CL:0002063,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
346,2346,2346,2346,2346,2346,5,Lung,0.75,"GENE59,CD24,GENE80,CXCR3,CD1c,FAS,CR2,GENE83",B cell_memory,memory B cell,CL:0000787,Dendritic cells,CL:0000451,Dendritic cells,CL:0000451,B cells,3. Dendritic cells,CL:0000236,CL:0000451,b cell,dendritic cell,dendritic cell,dendritic cell,3,-1,-1,-1,0.5714,0.5714,0.7000,0.5714
347,2347,2347,2347,2347,2347,5,Lung,0.75,"GENE22,GENE100,TUBA1A,HYDIN,FAM92B,GENE25,GENE44,FOXJ1,DNAH5,DNAI1,DNAI2,GENE38,CDHR3,GENE83",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,Ciliated cells,CL:0000064,Ciliated epithelial cells,CL:0000067,Ciliated cells,4. Ciliated epithelial cells,CL:0000064,CL:0000067,ciliated cell,ciliated epithelial cell,ciliated cell,ciliated epithelial cell,1,0,1,0,0.7500,1.0000,0.7500,1.0000
348,2348,2348,2348,2348,2348,5,Lung,0.75,"GENE82,SCGB3A2,GENE98,GENE10,SCGB1A1,GENE70,BPIFA1,SCGB3A1,SLPI,MUC5B,GENE31,CYP2F2",Club Epithelial,club cell,CL:0000158,Club cells,CL:0000158,Club cells,CL:0000158,Club cells,5. Club cells,CL:0000158,CL:0000158,club cell,club cell,club cell,club cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
349,2349,2349,2349,2349,2349,5,Lung,0.75,"GENE9,GENE33,GENE86,NEGR1,COL4A1,GENE53,COL5A1,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE46,GENE22,GENE47,GENE52,HGF,GENE50,GENE78,COL18A1,COL6A3,GENE35,GENE57,GENE69,GENE10,GENE17,FBLN1,DCN,GENE84,GENE38,SLIT2,FN1,DDR2,CCN2,IGFBP3,COL6A6,IL6,COL3A1,COL6A1,COL1A2,COL6A2,GENE48",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Epithelial cells,CL:0000066,Fibroblasts,6. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,epithelial cell,0,0,0,14,1.0000,0.4000,1.0000,1.0000
350,2350,2350,2350,2350,2350,5,Lung,0.75,"RELN,GENE52,GENE78,FLT4,GENE27,CCL21,GENE95,MMRN1,PROX1,LYVE1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,Lymphatic endothelial cells,CL:0002138,Endothelial cells,CL:0000115,Lymphatic endothelial cells,7. Lymphatic endothelial cells,CL:0002138,CL:0002138,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,endothelial cell,0,0,0,2,1.0000,0.6000,1.0000,1.0000
351,2351,2351,2351,2351,2351,5,Lung,0.75,"GENE7,LYZ,GENE90,GENE33,C1QA,GENE68,PTPRC,GENE77,LYVE1,CD68,MSR1,GENE53,SLC11A1,MERTK,GENE12,CPM,GENE6,CD163,MS4A6A,GENE45,GENE22,GENE57,RBPJ,GENE93,MS4A4A,CD74,CD36,GENE66,MR1,CSF1R,MRC1,GENE81,GENE73",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,Macrophages,CL:0000235,Macrophages,8. Macrophages,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,macrophage,0,0,0,0,1.0000,1.0000,1.0000,1.0000
352,2352,2352,2352,2352,2352,5,Lung,0.75,"KIT,HDC,GENE18,TPSB2,CD69,GENE76,FCER1A,GENE43,TPSAB1,GENE59",Mast Cell,mast cell,CL:0000097,Mast cells,CL:0000097,Mast cells,CL:0000097,Mast cells,9. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
353,2353,2353,2353,2353,2353,5,Lung,0.75,"MYO1B,GENE66,CSPG4,GENE18,MCAM,GENE42,GENE85,GENE49,ACTA2,GENE38,ANPEP,DES,PDGFRB",Pericyte,pericyte,CL:0000669,Pericytes,CL:0000669,Fibroblasts,CL:0000057,Pericytes,10. Myofibroblasts,CL:0000669,CL:0000186,pericyte,myofibroblast cell,pericyte,fibroblast,0,-1,0,10,1.0000,0.6000,1.0000,0.6000
354,2354,2354,2354,2354,2354,5,Lung,0.75,"GENE1,GENE94,MYOCD,SMTN,ACTG2,GUCY1A3,GENE75,PALLD,GENE46,ACTN1,VCL,DES,GENE62,GENE24,GENE80,GUCY1B3,ACTA2,CNN1,TAGLN,GENE21,GENE92,GENE99,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cells,11. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
355,2355,2355,2355,2355,2355,5,Lung,0.75,"GENE33,GENE34,GENE32,PTPRC,SKAP1,GENE95,NKG7,TRAC,IL7R,GENE46,CD3E,CD96,THEMIS,CD3D,CD3G,GENE84,CD247,TRBC1,GENE72,GENE92,CD69,GENE55",T cell,T cell,CL:0000084,T cells,CL:0000084,T cells,CL:0000084,T cells,12. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,t cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
356,2356,2356,2356,2356,2356,5,Lung,0.75,"PTPRB,GENE21,GENE8,CLDN5,GENE57,NOSTRIN,LDB2,GENE74,RAMP3,VWF,EPHB4,PECAM1,BACE2,GENE20,GENE64,GENE97,CD300LG",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cells,13. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,1,1,1,1,0.7500,0.7500,0.7500,0.7500
357,2357,2357,2357,2357,2357,5,Lung,0.75,"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,Alveolar epithelial cells (Type II),CL:4040003,Alveolar epithelial cells,CL:0000322,Alveolar type 2 cells,14. Alveolar epithelial cells,CL:0002063,CL:0000322,pulmonary alveolar type 2 cell,pulmonary alveolar epithelial cell,fetal pre-type II pulmonary alveolar epithelial cell,pulmonary alveolar epithelial cell,0,1,1,1,0.7143,0.8333,1.0000,0.8333
358,2358,2358,2358,2358,2358,5,Lung,0.75,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM",neutrophil,neutrophil,CL:0000775,Neutrophils,CL:0000775,Dendritic cells,CL:0000451,Neutrophils,15. Neutrophils,CL:0000775,CL:0000775,neutrophil,neutrophil,neutrophil,dendritic cell,0,0,0,-1,1.0000,0.3750,1.0000,1.0000
359,2359,2359,2359,2359,2359,5,Lung,0.75,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cells,CL:0000084,T cells,CL:0000084,T cells,16. T helper cells,CL:0000084,CL:0000912,t cell,helper T cell,t cell,t cell,3,-1,3,3,0.6667,0.6667,0.6667,0.6364
360,2360,2360,2360,2360,2360,5,Lung,0.75,"CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,T cells,CL:0000084,Cytotoxic T cells,CL:0000910,Natural killer cells,17. Effector T cells,CL:0000623,CL:0000911,natural killer cell,effector t cell,t cell,cytotoxic t cell,-1,-1,3,-1,0.6667,0.6364,0.4167,0.7000
361,2361,2361,2361,2361,2361,5,Lung,0.75,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1",nk cell,natural killer cell,CL:0000623,Natural Killer (NK) cells,CL:0000623,Cytotoxic T cells,CL:0000910,Natural killer cells,18. Cytotoxic T cells,CL:0000623,CL:0000910,natural killer cell,cytotoxic t cell,natural killer cell,cytotoxic t cell,0,-1,0,-1,1.0000,0.4167,1.0000,0.4167
362,2362,2362,2362,2362,2362,5,Lung,0.75,"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2",bronchial vessel endothelial cell,,,Fibroblasts,CL:0000057,Endothelial cells,CL:0000115,Endothelial cells,19. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,fibroblast,endothelial cell,2,2,6,2,0.2857,0.6000,0.6000,0.6000
363,2363,2363,2363,2363,2363,5,Lung,0.75,"ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,Smooth Muscle Cells,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cells,20. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
364,2364,2364,2364,2364,2364,5,Lung,0.75,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP",adventitial cell,adventitial cell,CL:0002503,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,21. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1,0.6000,0.6000,0.6000,0.6000
365,2365,2365,2365,2365,2365,5,Lung,0.75,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4",macrophage,macrophage,CL:0000235,Alveolar Macrophages,CL:0000583,Macrophages,CL:0000235,Macrophages,22. Fibroblasts,CL:0000235,CL:0000057,macrophage,fibroblast,alveolar macrophage,macrophage,0,12,-1,0,0.7143,1.0000,1.0000,0.2857
366,2366,2366,2366,2366,2366,5,Lung,0.75,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A",basophil,basophil,CL:0000767,Mast Cells,CL:0000097,Mast cells,CL:0000097,Mast cells,23. Alveolar macrophages,CL:0000097,CL:0000583,mast cell,alveolar macrophage,mast cell,mast cell,-1,-1,-1,-1,0.5714,0.5714,0.5714,0.4444
367,2367,2367,2367,2367,2367,5,Lung,0.75,"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR",classical monocyte,classical monocyte,CL:0000860,Monocytes,CL:0000576,Neutrophils,CL:0000775,Monocytes,24. Basophils,CL:0000576,CL:0000767,monocyte,basophil,monocyte,neutrophil,1,-1,1,-1,0.8000,0.5000,0.8000,0.5000
368,2368,2368,2368,2368,2368,5,Lung,0.75,"PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,Endothelial Cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial cells,25. Granulocytes,CL:0000115,CL:0000094,endothelial cell,granulocyte,endothelial cell,endothelial cell,3,-1,3,3,0.5000,0.5000,0.5000,0.2500
