,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
166,2166,2166,2166,Lung,5,0.5,"PTPRB,CPE,PRSS23,LIFR,SRPX",Vein,,,blood vessel cell,Endothelial cell,Neurons,Stromal cells,Endothelial cells,neuron,CL:0000540,endothelial cell,CL:0000115,stromal cell,CL:0000499,endothelial cell,CL:0000115,10,4,-1,4,-1,-1,-1,-1
167,2167,2167,2167,Lung,5,0.5,"PDGFRB,LAMB1,CHN1,LAMC3,NID1",Pericyte,pericyte,CL:0000669,pericyte,Cancer-associated fibroblast,Pericytes,Stromal cells,Myofibroblasts,pericyte,CL:0000669,fibroblast,CL:0000057,stromal cell,CL:0000499,myofibroblast cell,CL:0000186,0,10,-1,-1,0.6000,0.6000,1.0000,0.6000
168,2168,2168,2168,Lung,5,0.5,"PLN,TPM2,MYL9,DES,CSRP1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Smooth muscle cells,Smooth Muscle Cells,Smooth muscle cells,Smooth Muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0,1.0000,1.0000,1.0000,1.0000
169,2169,2169,2169,Lung,5,0.5,"GJA5,BMX,EFNB2,FBLN5,PTPRB",Artery,,,blood vessel cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,4,4,4,4,-1,-1,-1,-1
170,2170,2170,2170,Lung,5,0.5,"STXBP6,EDNRB,SOSTDC1,APP,EMCN",Capillary Aerocyte,,,epithelial cell,Endothelial cells,Endothelial Cells,Endothelial cells,Type II Pneumocytes,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,type II pneumocyte differentiation,GO:0060510,4,4,4,-1,0.4286,-1,0.4286,0.4286
171,2171,2171,2171,Lung,5,0.5,"IPO7,VAT1,RALA,EPAS1,PECAM1",Capillary Intermediate,,,blood vessel cell,Endothelial cells,Endothelial Cells,Endothelial cells,Endothelial Cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1,0.3333,0.3333,0.3333,0.3333
172,2172,2172,2172,Lung,5,0.5,"CPXM1,C3,MEDAG,C7,STEAP1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Mesangial cells,Monocytes,Macrophages,Alveolar Macrophages,monocyte,CL:0000576,mesangial cell,CL:0000650,macrophage,CL:0000235,alveolar macrophage,CL:0000583,-1,-1,-1,-1,0.2500,0.2222,0.2857,0.3750
173,2173,2173,2173,Lung,5,0.5,"WT1,SLPI,ITLN1,GALNT9,DMKN",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Kidney podocytes,Mesothelial Cells,Mesothelial cells,Clara Cells,mesothelial cell,CL:0000077,podocyte,CL:0000653,mesothelial cell,CL:0000077,club cell,CL:0000158,0,-1,0,-1,1.0000,0.3750,1.0000,0.3750
174,2174,2174,2174,Lung,5,0.5,"ACRBP,TMEM40,GP9,CABP5,ITGA2B",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelets,Platelets,Platelets,Platelets,platelet,CL:0000233,platelet,CL:0000233,platelet,CL:0000233,platelet,CL:0000233,-1,-1,-1,-1,-1,-1,-1,-1
175,2175,2175,2175,Lung,5,0.5,"GNLY,S100A6,CCL5,CEBPB,CD7",Natural Killer T,,,t/nk cell,Cytotoxic T cells,T Cells,Natural killer cells or T lymphocytes,Cytotoxic T Lymphocytes,t cell,CL:0000084,cytotoxic t cell,CL:0000910,natural killer cell,CL:0000623,cytotoxic T cell,CL:0000910,-1,-1,0,-1,1.0000,0.4167,0.5556,0.4167
