,Unnamed: 0.1,Unnamed: 0,dataset,tissue,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_CLname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_CLname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_CLname,gpt-4o-mini-2024-07-18_CLID,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-2024-08-06_clid,gpt-4o-2024-08-06_clname,manual_clid,manual_clname,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4o-mini-2024-07-18_clid,gpt-4o-mini-2024-07-18_clname,gpt-4-0613_aggrement_modified,gpt-4-0613_aggrement_modified_new,gpt-4-0613_clid,gpt-4-0613_clname,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified_new,gpt-4-turbo-2024-04-09_clid,gpt-4-turbo-2024-04-09_clname
57,57,57,GOSH,neuroblastoma tissue,"DBX2,LINC01351,LRRC71,ENOX1-AS1,NPFF,RP4-753F5.1,NKX6-2,TSPY2,AC105402.4,RP11-49P4.7,RP11-29B2.6,AC007250.4,CIDEA,POF1B,UNC5B-AS1,CTD-2313P7.1,RP11-403A21.1,RP11-62H20.1,RP11-147C23.1,CTD-2523D13.2,CARTPT,SGCZ,ASIC2,UCN3,C1QL4,IGF2-AS,SORCS3,ADCY8,PROKR1,CTA-796E4.4",neuroblastoma cell,neuroendocrine cell,CL:0000165,neuron,Neuroblast cells,neuroblastoma cells,Neuroblastoma cell,neuroblastoma,forebrain neuroblast,CL:1000042,cell,CL:0000000,cell,CL:0000000,neural crest cell,CL:0011012,3,0.2500,CL:0000165,neuroendocrine cell,CL:0000000,cell,-1,0.2857,CL:0000165,neuroendocrine cell,-1,0.4286,CL:0000165,neuroendocrine cell,3,0.2500,CL:0000165,neuroendocrine cell
58,58,58,GOSH,neuroblastoma tissue,"MDGA2,RALYL,RP11-746B8.1,CTC-575N7.1,HCRTR2,WNT6,SST,NPAS4,TMEM132D,RP11-446H18.6,LINC00951,RP11-168K9.2,TMEM132E,RP11-1109F11.5,GRIN2A,TENM2,VIP,RP11-283G6.4,LRFN2,ADCY5,AC003986.5,RP11-161D15.2,CTD-2240J17.1,DKK1,CDH20,RP5-1102E8.3,RP11-1102P16.1,U91319.1,TRBVB,BRINP1",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neural Progenitor Cells,neuroblastoma cells,Neuroblastoma cell,neuroblastoma,neural progenitor cell,CL:0011020,cell,CL:0000000,cell,CL:0000000,neural crest cell,CL:0011012,5,0.2000,CL:0000166,neuroendocrine cell,CL:0000000,cell,4,0.2222,CL:0000166,neuroendocrine cell,-1,0.1250,CL:0000166,neuroendocrine cell,5,0.2000,CL:0000166,neuroendocrine cell
59,59,59,GOSH,neuroblastoma tissue,"KRT73-AS1,KRT1,ST6GALNAC1,ANKRD55,RP11-664D1.1,HBE1,TSPO2,GCNT4,NOG,REG4,PASK,C9orf135,PRKG2,RP1-187B23.1,ERVH48-1,AC097713.4,ADTRP,TRBV28,MDS2,CELA1,HBG2,LEF1,IL7R,GYPB,ALAS2,CCR7,UNC45B,LYPD3,TDRD12,CD28",T cell,T cell,CL:0000084,t/nk cell,Epithelial Cells,epithelial cells,Neuroblastoma cell,keratinocytes,epithelial cell,CL:0000066,epithelial cell,CL:0000066,cell,CL:0000000,keratinocyte,CL:0000312,5,0.1667,CL:0000084,T cell,CL:0000066,epithelial cell,-1,0.2222,CL:0000084,T cell,12,0.2857,CL:0000084,T cell,12,0.2857,CL:0000084,T cell
60,60,60,GOSH,neuroblastoma tissue,"RSPO4,GABRA5,RP11-91P17.1,RP11-546B8.6,HAPLN4,AGXT,RP5-968D22.1,RP11-1038A11.3,FEV,ALX3,ABCA12,ZNF560,ASCL1,LINC01563,AC093375.1,RP11-197K6.1,ARL9,MUC4,RP11-129M6.1,AC002076.10,CRYGD,RP11-328K4.1,LLNLR-249E10.1,DDN,RP11-132A1.4,RP5-1096J16.1,CPLX3,AC097468.4,PAGE2,SELV",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neuroblast Cells,neuronal cells,Neuroblastoma Cells,neuroblastoma cells,forebrain neuroblast,CL:1000042,neuronal receptor cell,CL:0000006,cell,CL:0000000,cell,CL:0000000,5,0.2000,CL:0000166,neuroendocrine cell,CL:0000006,neuronal receptor cell,5,0.2000,CL:0000166,neuroendocrine cell,-1,0.4286,CL:0000166,neuroendocrine cell,-1,0.4444,CL:0000166,neuroendocrine cell
61,61,61,GOSH,neuroblastoma tissue,"CCL18,RP11-20G13.3,RP11-489O18.1,APOC4-APOC2,SIGLEC8,RP11-202G18.1,TREM2,RP3-369A17.4,DNASE2B,CTB-138E5.1,BIRC7,ADAMDEC1,RP11-212I21.5,RP11-10J5.1,MMP12,TNFSF18,MMP1,LINC01305,APOC2,SDS,L3MBTL4-AS1,RP3-460G2.2,APOC1,MT1H,AC004988.1,SPP1,CHI3L1,OTOA,NT5DC4,UBD",myeloid cell,myeloid cell,CL:0000763,myeloid cell,"Neuroblast Cells, T-cells",immune cells,Neuroblastoma Cells,immune cells,T cell,CL:0000084,leukocyte,CL:0000738,cell,CL:0000000,leukocyte,CL:0000738,2,0.3333,CL:0000763,myeloid cell,CL:0000738,leukocyte,-1,0.5000,CL:0000763,myeloid cell,-1,0.2857,CL:0000763,myeloid cell,-1,0.5000,CL:0000763,myeloid cell
62,62,62,GOSH,neuroblastoma tissue,"RP5-997D24.3,TRAV27,CCL1,RP11-357H14.17,UNQ6494,CTD-3195I5.3,AP001171.1,LINC00880,IL26,CXCL13,TRBV18,FOXP3,RP11-764E7.1,TRAV36DV7,GBP7,PVALB,RP11-403B2.7,PCAT29,GML,AC017002.1,TNIP3,ZBED2,FAM9B,RP11-223C24.1,AC133644.2,RP11-73M14.1,C2CD4D,ZBTB32,ZFP57,C15orf53",T cell,T cell,CL:0000084,t/nk cell,"T-cells, Neuroblast Cells",T cells,"Neuroblastoma Cells, T-Cells",neuroblastoma cells,T cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,cell,CL:0000000,0,1.0000,CL:0000084,T cell,CL:0000084,t cell,5,0.1667,CL:0000084,T cell,0,1.0000,CL:0000084,T cell,0,1.0000,CL:0000084,T cell
63,63,63,GOSH,neuroblastoma tissue,"ZNF488,GLRA2,RP11-126K15.1,GRK1,CTD-2659N19.2,PRSS8,AC097381.1,GRM2,AC015849.16,RP4-585I14.3,AC016629.3,RP11-31E13.2,PBK,TRBV23OR9-2,RP11-845C23.3,RP13-672B3.2,AC068057.1,PRH1-PRR4,LINC01264,LINC00403,SPDYE2,ZNF732,IL17RB,NHLH2,GABRB2,FAM64A,RP11-699A5.2,VWA7,GS1-24F4.2,RP5-1166F10.1",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neuroblast Cells,glial cells,Neuroblastoma Cells,neuroblastoma cells,forebrain neuroblast,CL:1000042,glial cell,CL:0000125,cell,CL:0000000,cell,CL:0000000,5,0.2000,CL:0000166,neuroendocrine cell,CL:0000125,glial cell,5,0.2000,CL:0000166,neuroendocrine cell,-1,0.4286,CL:0000166,neuroendocrine cell,-1,0.3750,CL:0000166,neuroendocrine cell
64,64,64,GOSH,neuroblastoma tissue,"RP11-71G12.1,RFPL4A,RFPL4AL1,SPACA3,RP11-476B1.1,RP11-164P12.3,AC005307.1,RP11-731D1.4,CLEC9A,LINC01531,NLRP7,KRT5,SCT,RP11-73G16.2,XCR1,LLNLR-304G9.1,LRRC26,RP11-798K3.3,SLC12A3,CTB-50L17.9,CLEC4C,PTCRA,IDO1,SMIM6,IL22RA2,MIR4432HG,PROC,LILRA4,ASIP,LAD1",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblast Cells,neuronal cells,Neuroblastoma Cells,neuroblastoma cells,forebrain neuroblast,CL:1000042,neuronal receptor cell,CL:0000006,cell,CL:0000000,cell,CL:0000000,2,0.3333,CL:0000763,myeloid cell,CL:0000006,neuronal receptor cell,2,0.3333,CL:0000763,myeloid cell,-1,0.4000,CL:0000763,myeloid cell,-1,0.4000,CL:0000763,myeloid cell
65,65,65,GOSH,neuroblastoma tissue,"C6orf141,RP11-567J20.2,TM4SF1-AS1,GJA5,GDF3,SELE,CCL14,EMCN,STAB2,FCN3,ESM1,SOX18,ADGRL4,MMRN2,RP11-327L3.3,RP11-286H15.1,HOXB8,SLCO2A1,AP005530.2,ANO2,FRMPD4,LINC01546,SOX17,SSTR1,ECSCR.1,CLEC14A,KDR,GPIHBP1,HID1-AS1,CD300LG",endothelial cell,endothelial cell,CL:0000115,endothelial cell,Neuroblast Cells,undetermined,Neuroblastoma Cells,neuroblastoma cells,forebrain neuroblast,CL:1000042,,,cell,CL:0000000,cell,CL:0000000,2,0.3333,CL:0000115,endothelial cell,,,2,0.3333,CL:0000115,endothelial cell,-1,0.4000,CL:0000115,endothelial cell,"{'CL:0000115': 0, 'BFO:0000002': 1, 'CL:0000213': 1, 'CL:0000255': 1, 'CL:0000222': 1, 'CL:0000215': 2, 'CL:0000000': 2, 'NCBITaxon:2759': 2, 'CL:0002321': 2, 'UBERON:0000926': 2, 'UBERON:0000061': 3, 'GO:0005634': 3, 'NCBITaxon:131567': 3, 'UBERON:0000923': 3, 'UBERON:0006603': 3, 'BFO:0000004': 4, 'UBERON:0000465': 4, 'UBERON:0000106': 4, 'UBERON:0000071': 4, 'GO:0043231': 4, 'NCBITaxon:1': 4, 'UBERON:0010316': 4, 'NCBITaxon:6072': 4, 'UBERON:0006598': 4, 'UBERON:0000307': 4, 'BFO:0000040': 5, 'UBERON:0001062': 5, 'BFO:0000003': 5, 'UBERON:0000105': 5, 'UBERON:0000068': 5, 'UBERON:0000104': 5, 'GO:0043227': 5, 'GO:0043229': 5, 'UBERON:0002050': 5, 'UBERON:0005291': 5, 'UBERON:0002532': 5, 'NCBITaxon:33208': 5, 'UBERON:0000922': 5, 'UBERON:0007010': 5, 'UBERON:0000108': 5, 'UBERON:0003942': 6, 'UBERON:0000000': 6, 'UBERON:0000066': 6, 'UBERON:0000092': 6, 'GO:0009790': 6, 'GO:0043226': 6, 'GO:0016020': 6, 'GO:0005622': 6, 'UBERON:0005423': 6, 'UBERON:0000479': 6, 'CL:0000352': 6, 'NCBITaxon:33154': 6, 'UBERON:0000468': 6, 'UBERON:0000107': 6, 'UBERON:0001032': 7, 'GO:0019233': 7, 'GO:0050975': 7, 'UBERON:0000111': 7, 'GO:0009791': 7, 'GO:0007275': 7, 'GO:0110165': 7, 'GO:0032502': 7, 'UBERON:0010000': 7, 'GO:0031012': 7, 'CL:0000052': 7, 'GO:0040016': 7, 'UBERON:0015203': 8, 'GO:0007600': 8, 'UBERON:0001016': 8, 'UBERON:0004456': 8, 'GO:0050954': 8, 'UBERON:0000110': 8, 'GO:0048513': 8, 'GO:0032501': 8, 'GO:0048856': 8, 'CARO:0000000': 8, 'GO:0005575': 8, 'GO:0008150': 8, 'PATO:0001993': 8, 'GO:0030312': 8, 'CL:0000723': 8, 'GO:0051301': 8, 'UBERON:0034923': 9, 'GO:0050877': 9, 'UBERON:0000467': 9, 'CL:0000540': 9, 'CL:0002319': 9, 'UBERON:0016880': 9, 'UBERON:0000109': 9, 'GO:0001841': 9, 'BFO:0000015': 9, 'PATO:0001992': 9, 'GO:0071944': 9, 'CL:0000034': 9, 'GO:0048103': 9, 'GO:0009987': 9, 'PATO:0010001': 10, 'GO:0003008': 10, 'UBERON:0000062': 10, 'CL:0000393': 10, 'CL:0000404': 10, 'GO:0019226': 10, 'CL:0000031': 10, 'GO:0007369': 10, 'GO:0001838': 10, 'GO:0021915': 10, 'UBERON:0001049': 10, 'PATO:0001995': 10, 'CL:0011115': 10, 'GO:0017145': 10, 'PATO:0000141': 11, 'UBERON:0006984': 11, 'CL:0000211': 11, 'GO:0001508': 11, 'GO:0007268': 11, 'GO:0007154': 11, 'CL:0000055': 11, 'NCBITaxon:7742': 11, 'GO:0048598': 11, 'GO:0001705': 11, 'GO:0001706': 11, 'GO:0001707': 11, 'GO:0072175': 11, 'GO:0016331': 11, 'GO:0035295': 11, 'GO:0060429': 11, 'GO:0007399': 11, 'GO:0043009': 11, 'UBERON:0003914': 11, 'UBERON:0010371': 11, 'UBERON:0016879': 11, 'UBERON:0005068': 11, 'PATO:0001241': 11, 'GO:0030154': 11, 'PATO:0000051': 12, 'UBERON:0010199': 12, 'GO:0042391': 12, 'GO:0098916': 12, 'GO:0045202': 12, 'NCBITaxon:89593': 12, 'GO:0009653': 12, 'GO:0001704': 12, 'GO:0007398': 12, 'UBERON:0000924': 12, 'GO:0007492': 12, 'UBERON:0000925': 12, 'GO:0048332': 12, 'GO:0035148': 12, 'GO:0060562': 12, 'GO:0002009': 12, 'UBERON:0000025': 12, 'GO:0009888': 12, 'UBERON:0000483': 12, 'GO:0048731': 12, 'GO:0009792': 12, 'NCBITaxon:7711': 12, 'UBERON:0004121': 12, 'CL:0002077': 12, 'UBERON:0002346': 12, 'UBERON:0001017': 12, 'UBERON:0007135': 12, 'PATO:0000001': 12, 'GO:0048869': 12, 'UBERON:0000466': 13, 'GO:0034220': 13, 'GO:0099537': 13, 'GO:0098794': 13, 'GO:0098793': 13, 'GO:0030054': 13, 'GO:0048646': 13, 'CL:0000221': 13, 'UBERON:0006601': 13, 'CL:0000223': 13, 'UBERON:0006595': 13, 'GO:0048729': 13, 'GO:0007498': 13, 'GO:0035239': 13, 'UBERON:0004111': 13, 'UBERON:0013522': 13, 'PATO:0002299': 13, 'PR:000050567': 13, 'GO:0005911': 13, 'UBERON:0005769': 13, 'CL:0000066': 13, 'NCBITaxon:33511': 13, 'CL:0000133': 13, 'UBERON:0011216': 13, 'NCBITaxon:33213': 13, 'UBERON:0003075': 13, 'BFO:0000020': 13, 'BFO:0000141': 14, 'GO:0006811': 14, 'GO:0055085': 14, 'GO:0099536': 14, 'UBERON:0013686': 14, 'UBERON:0000464': 14, 'UBERON:0000064': 14, 'UBERON:0000060': 14, 'PATO:0001873': 14, 'PATO:0002078': 14, 'PR:000000001': 14, 'GO:0070161': 14, 'UBERON:0005764': 14, 'GO:0005587': 14, 'GO:0005604': 14, 'UBERON:0002328': 14, 'UBERON:0007284': 14, 'GO:0006810': 15, 'CHEBI:24867': 15, 'GO:0007267': 15, 'UBERON:0002553': 15, 'UBERON:0004923': 15, 'PATO:0002007': 15, 'PATO:0000411': 15, 'PATO:0002014': 15, 'PR:000018263': 15, 'GO:0006412': 15, 'UBERON:0000476': 15, 'GO:0098642': 15, 'GO:0098651': 15, 'GO:0062023': 15, 'UBERON:0000481': 15, 'UBERON:0004120': 15, 'UBERON:0001555': 15, 'UBERON:0011137': 15, 'PR:000014841': 15, 'UBERON:0004880': 15, 'UBERON:0006267': 15, 'UBERON:0004734': 15, 'GO:0051234': 16, 'GO:0023052': 16, 'UBERON:0000463': 16, 'PATO:0002266': 16, 'PATO:0002006': 16, 'PATO:0000947': 16, 'CHEBI:50047': 16, 'CHEBI:33708': 16, 'GO:0009059': 16, 'GO:0019538': 16, 'GO:0006415': 16, 'GO:0006414': 16, 'CHEBI:36080': 16, 'GO:0010467': 16, 'GO:0006413': 16, 'GO:0005581': 16, 'GO:0098645': 16, 'UBERON:0001007': 16, 'UBERON:0000165': 16, 'UBERON:0007026': 16, 'UBERON:0000075': 16, 'UBERON:0000982': 16, 'UBERON:0003068': 16, 'UBERON:0000490': 16, 'UBERON:0006268': 16, 'GO:0051179': 17, 'GO:0050789': 17, 'PATO:0002198': 17, 'PATO:0000052': 17, 'PATO:0002318': 17, 'GO:0043170': 17, 'GO:0044249': 17, 'CHEBI:33694': 17, 'GO:0044238': 17, 'GO:0032984': 17, 'GO:0044237': 17, 'GO:0001677': 17, 'GO:0032991': 17, 'GO:0098644': 17, 'GO:0099081': 17, 'GO:0022600': 17, 'UBERON:0004921': 17, 'UBERON:0035804': 17, 'UBERON:0001434': 17, 'UBERON:0004765': 17, 'UBERON:0004905': 17, 'GO:0065007': 18, 'PATO:0001018': 18, 'GO:0008152': 18, 'GO:0009058': 18, 'GO:0022411': 18, 'GO:0043933': 18, 'GO:0022618': 18, 'GO:0044207': 18, 'GO:0099080': 18, 'PATO:0015006': 18, 'GO:0007586': 18, 'UBERON:0000930': 18, 'UBERON:0004288': 18, 'UBERON:0004770': 18, 'UBERON:0002204': 18, 'UBERON:0034921': 18, 'GO:0016043': 19, 'GO:0065003': 19, 'GO:0071826': 19, 'GO:0022613': 19, 'GO:1990904': 19, 'GO:0005737': 19, 'UBERON:0034925': 19, 'GO:0040011': 19, 'UBERON:0000383': 19, 'GO:0071840': 20, 'GO:0022607': 20, 'GO:0044085': 20, 'CHEBI:33697': 20, 'GO:0003012': 20, 'UBERON:0001015': 20, 'UBERON:0001630': 21, 'UBERON:0005090': 22, 'UBERON:0002385': 22, 'CL:0000187': 23, 'GO:0006936': 23, 'CL:0000183': 24, 'CL:0000056': 24, 'CL:0000680': 25}",-1,CL:0000115,endothelial cell
66,66,66,GOSH,neuroblastoma tissue,"TPSAB1,TPSB2,TPSD1,MTTP,KRT25,AC005780.1,HDC,AC004791.2,AC024704.2,KRT83,RP11-264I13.2,RP11-187E13.1,FAM53B-AS1,PMCH,CALB2,TRBV4-1,TRAV41,IL13,FGG,CPA3,CTD-2287O16.4,GC,RP11-723D22.3,RP11-231E6.1,TRDV1,TM4SF5,RP11-103C16.2,GSTA1,SLC35G3,HPN",,T cell,CL:0000084,t/nk cell,"Mast Cells, Neuroblast Cells",mast cells,"Mast cells, Neuroblastoma Cells",immune cells,mucosal type mast cell,CL:0000485,mast cell,CL:0000097,mucosal type mast cell,CL:0000485,leukocyte,CL:0000738,-1,0.3333,CL:0000084,T cell,CL:0000097,mast cell,3,0.5000,CL:0000084,T cell,-1,0.3333,CL:0000084,T cell,-1,0.3750,CL:0000084,T cell
67,67,67,GOSH,neuroblastoma tissue,"RP11-402G3.3,KIRREL2,TEX13D,CTD-2616J11.14,PKLR,CTC-338M12.6,AF064858.6,RP11-356I2.1,HIST1H1B,RP11-20B24.2,RP11-1035H13.3,RP11-489D6.2,HIST1H3G,NMU,E2F8,HIST1H2AJ,CTA-392E5.1,DLGAP5,CENPA,CENPE,KLF1,ASPM,YBX2,HIST1H3F,CDCA8,AC000036.4,CDKN3,GAD1,AHSP,CEP55",T cell,T cell,CL:0000084,t/nk cell,Neuroblast Cells,neuronal cells,"Neuroblastoma Cells, Podocytes",neuroblastoma cells,forebrain neuroblast,CL:1000042,neuronal receptor cell,CL:0000006,podocyte,CL:0000653,cell,CL:0000000,-1,0.2500,CL:0000084,T cell,CL:0000006,neuronal receptor cell,5,0.1667,CL:0000084,T cell,-1,0.2500,CL:0000084,T cell,-1,0.2500,CL:0000084,T cell
68,68,68,GOSH,neuroblastoma tissue,"DSC3,SGCG,LINC01048,MASP1,LINC01564,SCARA5,RP11-125O18.1,SPRR2F,ITIH3,RP11-17A4.3,C1QTNF7,MATN4,CSN3,RP11-262A16.1,VGLL3,GLP2R,KRT24,LINC01028,LMO7DN,PCOLCE2,KRT13,TCF21,PAMR1,SPRR2B,LINC00578,AP001627.1,CTD-2298J14.2,PPP1R1B,KCTD8,ADAMTS16",fibroblast,fibroblast,CL:0000057,fibroblast,"Neuroblast Cells, Muscle Cells",muscle cells,"Neuroblastoma Cells, Myoblasts",muscle cells,muscle cell,CL:0000187,muscle cell,CL:0000187,myoblast,CL:0000056,muscle cell,CL:0000187,25,0.3333,CL:0000057,fibroblast,CL:0000187,muscle cell,24,0.4000,CL:0000057,fibroblast,24,0.4000,CL:0000057,fibroblast,24,0.4000,CL:0000057,fibroblast
69,69,69,GOSH,neuroblastoma tissue,"RP11-865I6.2,C4B,RP11-598F7.5,JPH2,RERGL,COL10A1,TDO2,FHL5,RP11-91J3.3,CHAD,MYOD1,BMP5,WWC2-AS2,GSTA3,C4A,BHLHE22,THBS4,EN1,SIX2,HSD3B2,MYOG,RP11-118A3.1,RP11-25I15.3,RP11-297J22.1,RP11-394O4.5,REM1,FOXS1,SFRP5,SIX1,MYOCD",fibroblast,fibroblast,CL:0000057,fibroblast,"Neuroblast Cells, Macrophages",complement system components,Neuroblastoma Cells,neuroblastoma cells,macrophage,CL:0000235,visual system neuron,CL:0008028,cell,CL:0000000,cell,CL:0000000,3,0.2500,CL:0000057,fibroblast,CL:0008028,visual system neuron,3,0.2500,CL:0000057,fibroblast,-1,0.2857,CL:0000057,fibroblast,-1,0.2857,CL:0000057,fibroblast
70,70,70,GOSH,neuroblastoma tissue,"GRHL2,RP11-167J8.3,LINC01511,RP5-1092A11.5,RP11-127L20.5,RP11-24I21.1,AC093627.7,RP11-35G22.1,RP3-441A12.1,RP4-813D12.3,RP11-157E21.1,RP11-736N17.10,AC005197.2,RP11-23F23.2,ALKBH3-AS1,RP11-138I17.1,PRR15,CTC-435M10.3,PLIN4,RGS8,CYP1A1,RP11-217B7.2,RP11-256L6.3,MTRNR2L13,RP11-321E2.3,ZAR1L,RP11-318K12.2,AC084082.3,AC073257.2,RP11-1082L8.3",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblasts,neuroblastoma,neuroblastoma cells,neuroblasts,neuroblast (sensu Vertebrata),CL:0000031,neural crest cell,CL:0011012,cell,CL:0000000,neuroblast (sensu Vertebrata),CL:0000031,2,0.3333,CL:0000763,myeloid cell,CL:0011012,neural crest cell,10,0.5000,CL:0000763,myeloid cell,10,0.5000,CL:0000763,myeloid cell,-1,0.3333,CL:0000763,myeloid cell
71,71,71,GOSH,neuroblastoma tissue,"IGHG2,IGHGP,IGHG3,IGHG4,RP11-768B22.2,IGHG1,FA2H,OR4C6,AC233755.2,IGHV4-28,RP11-686F15.2,LINC01485,PRSS16,RP11-567J20.3,PANDAR,RP11-625L16.3,SAMD7,RP1-148H17.1,CFAP57,FCRL4,IL12B,CTD-2342N23.3,LINC00582,AC096579.13,WNT5A-AS1,IGLV5-48,MEF2B,UGT2B17,AC233755.1,IGKV1D-13",B cell,B cell,CL:0000236,B cell,B cells,plasma cells,B cells,B lymphocytes,b cell,CL:0000236,plasma cell,CL:0000786,b cell,CL:0000236,B cell,CL:0000236,0,1.0000,CL:0000236,B cell,CL:0000786,plasma cell,0,1.0000,CL:0000236,B cell,0,1.0000,CL:0000236,B cell,-1,0.6667,CL:0000236,B cell
72,72,72,GOSH,neuroblastoma tissue,"LIM2,FGFBP2,KLRF1,NCR1,SPON2,LRRC43,S1PR5,SH2D1B,DTHD1,SLC1A7,PRF1,KLRC1,KRT72,B3GNT7,GNLY,MYOM2,LGALS9B,KIR2DL3,CLIC3,LGR6,NKG7,GZMB,SYTL3,RP11-308N19.1,PTGDR,CD160,RP11-81H14.2,RP11-121A8.1,TBX21,FASLG",natural killer cell,natural killer cell,CL:0000623,t/nk cell,Natural Killer Cells (NK cells),natural killer cells,Natural Killer (NK) cells,natural killer cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,0,1.0000,CL:0000623,natural killer cell,CL:0000623,natural killer cell,0,1.0000,CL:0000623,natural killer cell,0,1.0000,CL:0000623,natural killer cell,0,1.0000,CL:0000623,natural killer cell
73,73,73,GOSH,neuroblastoma tissue,"RP11-265P11.1,CTD-2215E18.1,LINC01013,RP11-524N5.1,IGHD,RP11-553K8.2,RP5-887A10.1,RP3-416J7.4,BEST3,RP11-693J15.5,GYLTL1B,RP3-431P23.5,LINC00926,FCER2,SLC23A1,TCL1B,CLLU1,MS4A1,COL19A1,RP11-164H13.1,VPREB3,FCRLA,OSBPL10-AS1,PAX5,AP001059.5,BMP3,LINC01374,TCL1A,CCDC191,RP11-297B17.3",B cell,B cell,CL:0000236,B cell,Neuronal cells,neuroblastoma,neuroblastoma cells,undifferentiated neuroblastoma cells,neuronal receptor cell,CL:0000006,neural crest cell,CL:0011012,cell,CL:0000000,undifferentiated cell of bronchus epithelium,CL:0002330,6,0.1429,CL:0000236,B cell,CL:0011012,neural crest cell,-1,0.1667,CL:0000236,B cell,-1,0.2222,CL:0000236,B cell,-1,0.2000,CL:0000236,B cell
74,74,74,GOSH,neuroblastoma tissue,"LINC00211,RP11-552D4.1,OLIG1,RP11-362F19.3,CTC-490G23.2,RP11-561P12.5,CLEC6A,PPP1R17,RP11-737O24.5,RP11-362F19.1,S100A12,IRG1,HAL,VSTM1,RP11-764K9.1,LIPN,S100A9,CLEC4D,S100A8,SLC24A4,FPR1,VNN1,PROK2,SIGLEC5,SERPINB10,ACPP,MEFV,C19orf35,FCN1,HP",myeloid cell,myeloid cell,CL:0000763,myeloid cell,Neuroblasts,neuroblastoma,neuroblastoma cells,neuroblastoma cells,neuroblast (sensu Vertebrata),CL:0000031,neural crest cell,CL:0011012,cell,CL:0000000,cell,CL:0000000,2,0.3333,CL:0000763,myeloid cell,CL:0011012,neural crest cell,2,0.3333,CL:0000763,myeloid cell,10,0.5000,CL:0000763,myeloid cell,-1,0.3333,CL:0000763,myeloid cell
75,75,75,GOSH,neuroblastoma tissue,"DBX2,LINC01351,LRRC71,ENOX1-AS1,NPFF,RP4-753F5.1,NKX6-2,TSPY2,AC105402.4,RP11-49P4.7,RP11-29B2.6,AC007250.4,CIDEA,POF1B,UNC5B-AS1,CTD-2313P7.1,RP11-403A21.1,RP11-62H20.1,RP11-147C23.1,CTD-2523D13.2,CARTPT,SGCZ,ASIC2,UCN3,C1QL4,IGF2-AS,SORCS3,ADCY8,PROKR1,CTA-796E4.4",neuroblastoma cell,neuroendocrine cell,CL:0000165,neuron,Neuronal cells,neuroblastoma,neuroblastoma cells,astrocytes,neuronal receptor cell,CL:0000006,neural crest cell,CL:0011012,cell,CL:0000000,astrocyte,CL:0000127,3,0.2500,CL:0000165,neuroendocrine cell,CL:0011012,neural crest cell,-1,0.3333,CL:0000165,neuroendocrine cell,-1,0.4444,CL:0000165,neuroendocrine cell,-1,0.2857,CL:0000165,neuroendocrine cell
76,76,76,GOSH,neuroblastoma tissue,"MDGA2,RALYL,RP11-746B8.1,CTC-575N7.1,HCRTR2,WNT6,SST,NPAS4,TMEM132D,RP11-446H18.6,LINC00951,RP11-168K9.2,TMEM132E,RP11-1109F11.5,GRIN2A,TENM2,VIP,RP11-283G6.4,LRFN2,ADCY5,AC003986.5,RP11-161D15.2,CTD-2240J17.1,DKK1,CDH20,RP5-1102E8.3,RP11-1102P16.1,U91319.1,TRBVB,BRINP1",neuroblastoma cell,neuroendocrine cell,CL:0000166,neuron,Neural stem cells,neuroblastoma,neuroblastoma cells,neuronal progenitor cells,neural stem cell,CL:0000047,neural crest cell,CL:0011012,cell,CL:0000000,progenitor cell,CL:0011026,5,0.2000,CL:0000166,neuroendocrine cell,CL:0011012,neural crest cell,3,0.2857,CL:0000166,neuroendocrine cell,-1,0.4286,CL:0000166,neuroendocrine cell,4,0.2222,CL:0000166,neuroendocrine cell
